會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-91726.0,-311093.0,-732075.0,-866648.0
本期稅前淨利（淨損）,-91726.0,-311093.0,-732075.0,-866648.0
折舊費用,8952.0,17983.0,25960.0,35013.0
攤銷費用,6015.0,11990.0,17942.0,21948.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-12.0,77.0,59.0,-15.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,113360.0,313658.0,718613.0,826492.0
利息費用,370.0,898.0,1916.0,3295.0
利息收入,-152.0,-608.0,-1215.0,-2165.0
股利收入,9723.0,24333.0,-2791.0,-2890.0
採用權益法認列之關聯企業及合資損失（利益）之份額,32.0,50.0,38399.0,80429.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,-2736.0,84.0,237.0
不動產、廠房及設備轉列費用數,-34763.0,0.0,-2736.0,0.0
處分投資性不動產損失（利益）,-6.0,-6.0,273.0,-2736.0
處分無形資產損失（利益）,103519.0,0.0,-6.0,273.0
處分其他資產損失（利益）,1244.0,-34488.0,0.0,-6.0
處分待出售非流動資產損失（利益）,0.0,331151.0,-31941.0,0.0
處分投資損失（利益）,-5871.0,1521.0,764557.0,-43829.0
收益費損項目合計,-62.0,0.0,2352.0,916046.0
應收票據（增加）減少,4715.0,-3918.0,0.0,515.0
應收票據－關係人（增加）減少,-26040.0,139.0,5475.0,0.0
應收帳款（增加）減少,-16074.0,5030.0,139.0,12647.0
應收帳款－關係人（增加）減少,-42088.0,-29314.0,-2989.0,139.0
其他應收款（增加）減少,11417.0,7649.0,-38202.0,4922.0
存貨（增加）減少,-2957.0,-18893.0,3718.0,-21357.0
其他流動資產（增加）減少,5827.0,10302.0,-29507.0,3322.0
與營業活動相關之資產之淨變動合計,-20177.0,-2995.0,5560.0,188.0
合約負債增加（減少）,1283.0,1477.0,-2141.0,16195.0
應付票據增加（減少）,-70.0,-30692.0,-923.0,883.0
應付帳款增加（減少）,-4677.0,1766.0,-33966.0,225.0
其他應付款增加（減少）,-46765.0,-146.0,1815.0,-26081.0
其他流動負債增加（減少）,56754.0,-20288.0,-219.0,691.0
淨確定福利負債增加(減少),-34972.0,-39181.0,-29874.0,-291.0
與營業活動相關之負債之淨變動合計,-401.0,291970.0,-59381.0,-8378.0
與營業活動相關之資產及負債之淨變動合計,67.0,-19123.0,705176.0,-8190.0
調整項目合計,-35306.0,-931.0,-26899.0,907856.0
營運產生之現金流入（流出）,,-20287.0,-1952.0,41208.0
支付之利息,0.0,-40341.0,-20707.0,-3123.0
退還（支付）之所得稅,-136211.0,,-49558.0,-20742.0
營業活動之淨現金流入（流出）,184331.0,-5332.0,,17343.0
投資活動之現金流量,0.0,-191521.0,0.0,
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-3447.0,269804.0,0.0,0.0
取得按攤銷後成本衡量之金融資產,-1874.0,0.0,6432.0,0.0
處分按攤銷後成本衡量之金融資產,-115.0,-5960.0,-619906.0,6432.0
取得透過損益按公允價值衡量之金融資產,1966.0,-1865.0,340824.0,-693387.0
處分透過損益按公允價值衡量之金融資產,0.0,0.0,0.0,413689.0
處分子公司,152.0,-115.0,-9886.0,0.0
取得不動產、廠房及設備,44802.0,4910.0,-1848.0,-20697.0
存出保證金減少,,2011.0,-227.0,3103.0
取得無形資產,-70000.0,-286000.0,4910.0,-243.0
處分投資性不動產,-6316.0,608.0,2040.0,4910.0
其他非流動資產增加,-7.0,-213460.0,1215.0,0.0
其他非流動資產減少,-1888.0,,2791.0,232.0
預付設備款減少,-78211.0,92000.0,-273655.0,0.0
收取之利息,-1486.0,0.0,,2165.0
收取之股利,-70201.0,-12631.0,90380.0,2890.0
投資活動之淨現金流入（流出）,1263324.0,33.0,-18958.0,-280906.0
籌資活動之現金流量,1193123.0,-4112.0,183.0,
短期借款增加,1193123.0,75290.0,-5481.0,190380.0
