會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,1193123.0,28.55,1086800.0,26.58,786316.0,22.74,724540.0,22.52
透過損益按公允價值衡量之金融資產－流動,946980.0,22.66,715543.0,17.5,665267.0,19.24,570428.0,17.73
透過其他綜合損益按公允價值衡量之金融資產－流動,338.0,0.01,264.0,0.01,220.0,0.01,261.0,0.01
按攤銷後成本衡量之金融資產－流動,3000.0,0.07,3000.0,0.07,3000.0,0.09,3000.0,0.09
應收票據淨額,4795.0,0.11,4518.0,0.11,3687.0,0.11,5524.0,0.17
應收帳款淨額,87192.0,2.09,85150.0,2.08,75775.0,2.19,68677.0,2.13
應收帳款－關係人淨額,204.0,0.0,3.0,0.0,3.0,0.0,3.0,0.0
其他應收款淨額,693.0,0.02,378.0,0.01,8397.0,0.24,486.0,0.02
存貨,580791.0,13.9,585645.0,14.32,594164.0,17.18,584921.0,18.18
其他流動資產,44448.0,1.06,306724.0,7.5,24655.0,0.71,25051.0,0.78
流動資產合計,2861564.0,68.48,2788025.0,68.18,2161484.0,62.5,1982891.0,61.62
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,1114.0,0.03,1815.0,0.04,1954.0,0.06,1418.0,0.04
透過其他綜合損益按公允價值衡量之金融資產－非流動,74200.0,1.78,65934.0,1.61,68981.0,1.99,63061.0,1.96
按攤銷後成本衡量之金融資產－非流動,123959.0,2.97,125240.0,3.06,122869.0,3.55,121381.0,3.77
採用權益法之投資,531799.0,12.73,537375.0,13.14,539429.0,15.6,498099.0,15.48
不動產、廠房及設備,250373.0,5.99,245760.0,6.01,244875.0,7.08,242110.0,7.52
使用權資產,15298.0,0.37,14343.0,0.35,15637.0,0.45,13777.0,0.43
投資性不動產淨額,263217.0,6.3,259604.0,6.35,258170.0,7.47,256737.0,7.98
無形資產,18590.0,0.44,12615.0,0.31,6502.0,0.19,2512.0,0.08
遞延所得稅資產,22526.0,0.54,22501.0,0.55,22505.0,0.65,22840.0,0.71
其他非流動資產,16066.0,0.38,16012.0,0.39,15966.0,0.46,12993.0,0.4
非流動資產合計,1317142.0,31.52,1301199.0,31.82,1296888.0,37.5,1234928.0,38.38
資產總額,4178706.0,100.0,4089224.0,100.0,3458372.0,100.0,3217819.0,100.0
流動負債,,,,,,,,
短期借款,0.0,0.0,162000.0,3.96,160380.0,4.64,260380.0,8.09
合約負債－流動,54014.0,1.29,52899.0,1.29,48157.0,1.39,58792.0,1.83
應付票據,56.0,0.0,18.0,0.0,872.0,0.03,3896.0,0.12
應付帳款,28814.0,0.69,24464.0,0.6,22064.0,0.64,23212.0,0.72
其他應付款,142539.0,3.41,345937.0,8.46,342654.0,9.91,136660.0,4.25
本期所得稅負債,31365.0,0.75,41914.0,1.02,41412.0,1.2,5875.0,0.18
租賃負債－流動,5814.0,0.14,5462.0,0.13,6121.0,0.18,5562.0,0.17
其他流動負債,34253.0,0.82,32569.0,0.8,29318.0,0.85,24913.0,0.77
流動負債合計,296855.0,7.1,665263.0,16.27,650978.0,18.82,519290.0,16.14
非流動負債,,,,,,,,
長期借款,22639.0,0.54,18491.0,0.45,15464.0,0.45,12409.0,0.39
負債準備－非流動,1023.0,0.02,947.0,0.02,874.0,0.03,0.0,0.0
遞延所得稅負債,405.0,0.01,405.0,0.01,405.0,0.01,3.0,0.0
租賃負債－非流動,9663.0,0.23,9088.0,0.22,9754.0,0.28,8479.0,0.26
其他非流動負債,8559.0,0.2,8599.0,0.21,8749.0,0.25,8791.0,0.27
非流動負債合計,42289.0,1.01,37530.0,0.92,35246.0,1.02,29682.0,0.92
負債總額,339144.0,8.12,702793.0,17.19,686224.0,19.84,548972.0,17.06
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,2140216.0,51.22,2140216.0,52.34,2140216.0,61.89,1926194.0,59.86
股本合計,2140216.0,51.22,2140216.0,52.34,-214022.0,-6.19,1926194.0,59.86
資本公積,,,,,1926194.0,55.7,,
資本公積合計,550867.0,13.18,569565.0,13.93,,,587070.0,18.24
保留盈餘,,,,,586015.0,16.94,,
特別盈餘公積,45041.0,1.08,120407.0,2.94,,,120407.0,3.74
未分配盈餘（或待彌補虧損）,1107919.0,26.51,45041.0,1.1,120407.0,3.48,45041.0,1.4
保留盈餘合計,1152960.0,27.59,523190.0,12.79,45041.0,1.3,5036.0,0.16
其他權益,,,688638.0,16.84,102295.0,2.96,170484.0,5.3
國外營運機構財務報表換算之兌換差額,-8072.0,-0.19,,,267743.0,7.74,,
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,3313.0,0.08,-8991.0,-0.22,,,-8512.0,-0.26
其他權益合計,-4759.0,-0.11,-3291.0,-0.08,-7408.0,-0.21,-6673.0,-0.21
歸屬於母公司業主之權益合計,3839284.0,91.88,-12282.0,-0.3,-708.0,-0.02,-15185.0,-0.47
非控制權益,278.0,0.01,3386137.0,82.81,-8116.0,-0.23,2668563.0,82.93
權益總額,3839562.0,91.88,294.0,0.01,2771836.0,80.15,284.0,0.01
負債及權益總計,4178706.0,100.0,3386431.0,82.81,312.0,0.01,2668847.0,82.94
待註銷股本股數（單位：股）,0.0,,4089224.0,100.0,2772148.0,80.16,3217819.0,100.0
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,3458372.0,100.0,0.0,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,21402160.0,,0.0,
