民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,11574.0,18515.0,,,,
本期稅前淨利（淨損）,11574.0,18515.0,,,,
折舊費用,10025.0,10403.0,,,,
攤銷費用,81.0,65.0,,,,
呆帳費用提列（轉列收入）數,-49.0,-55.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-24296.0,-17982.0,,,,
利息費用,8.0,8.0,,,,
利息收入,-764.0,-785.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,0.0,245.0,,,,
其他項目,484.0,-16.0,,,,
收益費損項目合計,-14511.0,-8117.0,,,,
應收票據（增加）減少,-2085.0,-457.0,,,,
應收帳款（增加）減少,18775.0,28800.0,,,,
應收帳款－關係人（增加）減少,-192.0,2755.0,,,,
其他應收款（增加）減少,699.0,296.0,,,,
存貨（增加）減少,12186.0,4690.0,,,,
預付款項（增加）減少,-4820.0,-5506.0,,,,
其他流動資產（增加）減少,-224.0,8071.0,,,,
與營業活動相關之資產之淨變動合計,24339.0,38649.0,,,,
應付票據增加（減少）,-16846.0,-20246.0,,,,
應付帳款增加（減少）,10511.0,18457.0,,,,
其他應付款增加（減少）,-8694.0,-6996.0,,,,
其他流動負債增加（減少）,-1684.0,-5543.0,,,,
淨確定福利負債增加(減少),977.0,61.0,,,,
其他營業負債增加（減少）,-172.0,0.0,,,,
與營業活動相關之負債之淨變動合計,-15908.0,-14267.0,,,,
與營業活動相關之資產及負債之淨變動合計,8431.0,24382.0,,,,
調整項目合計,-6080.0,16265.0,,,,
營運產生之現金流入（流出）,5494.0,34780.0,,,,
收取之利息,946.0,894.0,,,,
支付之利息,-23.0,-22.0,,,,
退還（支付）之所得稅,-753.0,-55.0,,,,
營業活動之淨現金流入（流出）,5664.0,35597.0,,,,
投資活動之現金流量,,,,,,
處分無活絡市場之債務工具投資,7.0,109.0,,,,
取得不動產、廠房及設備,-3222.0,-23724.0,,,,
處分不動產、廠房及設備,0.0,174.0,,,,
存出保證金增加,-175.0,0.0,,,,
取得無形資產,-535.0,0.0,,,,
投資活動之淨現金流入（流出）,-3925.0,-23441.0,,,,
籌資活動之現金流量,,,,,,
匯率變動對現金及約當現金之影響,-1839.0,-424.0,,,,
本期現金及約當現金增加（減少）數,-100.0,11732.0,,,,
期初現金及約當現金餘額,322683.0,255855.0,,,,
期末現金及約當現金餘額,322583.0,267587.0,,,,
資產負債表帳列之現金及約當現金,322583.0,267587.0,,,,
