會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-12264.0,49380.0,258338.0,205876.0
本期稅前淨利（淨損）,-12264.0,49380.0,258338.0,205876.0
折舊費用,53680.0,106143.0,154965.0,205945.0
攤銷費用,2041.0,4195.0,6280.0,8374.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-1228.0,1595.0,13624.0,14536.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-7.0,-16.0,-36.0,-74.0
利息費用,1083.0,2294.0,3669.0,5524.0
利息收入,-874.0,-3424.0,-7292.0,-24110.0
股利收入,9522.0,-3462.0,-14332.0,-14332.0
股份基礎給付酬勞成本,-123.0,19044.0,25445.0,29105.0
採用權益法認列之關聯企業及合資損失（利益）之份額,186.0,-3837.0,-7195.0,-10135.0
處分及報廢不動產、廠房及設備損失（利益）,64280.0,11132.0,7372.0,12664.0
處分待出售非流動資產損失（利益）,180263.0,0.0,0.0,0.0
處分投資損失（利益）,-90685.0,0.0,-20840.0,-20840.0
其他項目,-42300.0,133664.0,0.0,0.0
收益費損項目合計,47278.0,-204208.0,161660.0,206657.0
應收帳款（增加）減少,-135919.0,-2849.0,-309160.0,-7660.0
存貨（增加）減少,-141950.0,14858.0,177848.0,222080.0
其他流動資產（增加）減少,-1038.0,-192199.0,19815.0,35717.0
與營業活動相關之資產之淨變動合計,-19.0,-59100.0,-111497.0,250137.0
應付帳款增加（減少）,-278926.0,-104257.0,-166398.0,-203570.0
其他應付款增加（減少）,-231648.0,-52122.0,-127357.0,-166028.0
其他流動負債增加（減少）,-167368.0,-83.0,-37180.0,-1642.0
其他營業負債增加（減少）,-179632.0,-215562.0,164.0,-1771.0
與營業活動相關之負債之淨變動合計,874.0,-407761.0,-330771.0,-373011.0
與營業活動相關之資產及負債之淨變動合計,-1083.0,-274097.0,-442268.0,-122874.0
調整項目合計,-2828.0,-224717.0,-280608.0,83783.0
營運產生之現金流入（流出）,-182669.0,3424.0,-22270.0,289659.0
收取之利息,,3462.0,7292.0,24110.0
收取之股利,525078.0,-2294.0,18832.0,18832.0
支付之利息,20000.0,-7435.0,-3669.0,-5524.0
退還（支付）之所得稅,0.0,-227560.0,-9915.0,-20809.0
營業活動之淨現金流入（流出）,-37391.0,,-9730.0,306268.0
投資活動之現金流量,139.0,0.0,,
取得透過其他綜合損益按公允價值衡量之金融資產,-280.0,525078.0,0.0,-19750.0
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,20000.0,525078.0,525078.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,18608.0,0.0,20000.0,37912.0
處分按攤銷後成本衡量之金融資產,526154.0,0.0,0.0,0.0
處分待出售非流動資產,,-24069.0,0.0,0.0
取得不動產、廠房及設備,34460.0,150.0,-51281.0,-63747.0
處分不動產、廠房及設備,-3374.0,-1340.0,4172.0,1265.0
取得無形資產,140.0,-8088.0,-2536.0,-5273.0
其他非流動資產增加,31226.0,511731.0,-54724.0,-43649.0
投資活動之淨現金流入（流出）,97999.0,,440709.0,431836.0
籌資活動之現金流量,472710.0,35409.0,,
短期借款增加,2137166.0,-6727.0,65603.0,86887.0
短期借款減少,2609876.0,73.0,0.0,0.0
租賃本金償還,2609876.0,0.0,-10304.0,-14307.0
