會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,3835886.0,14.46,2697366.0,10.28,2864590.0,11.73,2613339.0,10.66
透過損益按公允價值衡量之金融資產－流動,1052123.0,3.96,1695867.0,6.47,2029353.0,8.31,2342779.0,9.56
應收票據淨額,0.0,0.0,0.0,0.0,356.0,0.0,930.0,0.0
應收票據－關係人淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
應收帳款淨額,20713.0,0.08,23369.0,0.09,20933.0,0.09,23800.0,0.1
應收帳款－關係人淨額,436888.0,1.65,441574.0,1.68,243026.0,0.99,356964.0,1.46
其他應收款淨額,10351.0,0.04,3337309.0,12.72,8084.0,0.03,11846.0,0.05
其他應收款－關係人淨額,138591.0,0.52,83322.0,0.32,78529.0,0.32,110585.0,0.45
預付款項,239022.0,0.9,199421.0,0.76,137437.0,0.56,83229.0,0.34
流動資產合計,5733574.0,21.61,8478228.0,32.32,5382308.0,22.03,5543472.0,22.62
非流動資產,,,,,,,,
採用權益法之投資,17943714.0,67.62,14849128.0,56.61,2120.0,0.01,2120.0,0.01
不動產、廠房及設備,1549087.0,5.84,1459819.0,5.57,16222477.0,66.41,16533811.0,67.46
使用權資產,672675.0,2.53,682333.0,2.6,1343701.0,5.5,1231620.0,5.02
無形資產,22875.0,0.09,28234.0,0.11,667192.0,2.73,652564.0,2.66
遞延所得稅資產,78157.0,0.29,75845.0,0.29,27391.0,0.11,53953.0,0.22
其他非流動資產,536241.0,2.02,655733.0,2.5,70881.0,0.29,60158.0,0.25
非流動資產合計,20802749.0,78.39,17751092.0,67.68,710818.0,2.91,433168.0,1.77
資產總額,26536323.0,100.0,26229320.0,100.0,19044580.0,77.97,18967394.0,77.38
流動負債,,,,,24426888.0,100.0,24510866.0,100.0
應付帳款,204598.0,0.77,128019.0,0.49,,,,
應付帳款－關係人,521505.0,1.97,0.0,0.0,0.0,0.0,70028.0,0.29
其他應付款,819450.0,3.09,285790.0,1.09,73199.0,0.3,71858.0,0.29
其他應付款項－關係人,105824.0,0.4,577978.0,2.2,0.0,0.0,441956.0,1.8
本期所得稅負債,661828.0,2.49,3366803.0,12.84,217611.0,0.89,780435.0,3.18
負債準備－流動,222978.0,0.84,129853.0,0.5,400123.0,1.64,141440.0,0.58
租賃負債－流動,49941.0,0.19,256692.0,0.98,725677.0,2.97,516410.0,2.11
其他流動負債,6933.0,0.03,223229.0,0.85,210961.0,0.86,208904.0,0.85
流動負債合計,2593057.0,9.77,54536.0,0.21,572310.0,2.34,53434.0,0.22
非流動負債,,,6777.0,0.03,219662.0,0.9,6995.0,0.03
負債準備－非流動,68307.0,0.26,5029677.0,19.18,54058.0,0.22,2291460.0,9.35
本期所得稅負債-非流動,58575.0,0.22,,,6878.0,0.03,,
遞延所得稅負債,2599557.0,9.8,61173.0,0.23,2480479.0,10.15,58191.0,0.24
租賃負債－非流動,625593.0,2.36,0.0,0.0,,,0.0,0.0
其他非流動負債,77806.0,0.29,2669482.0,10.18,58403.0,0.24,2303706.0,9.4
非流動負債合計,3429838.0,12.93,631552.0,2.41,0.0,0.0,604590.0,2.47
負債總額,6022895.0,22.7,75230.0,0.29,2200591.0,9.01,31429.0,0.13
歸屬於母公司業主之權益,,,3437437.0,13.11,617756.0,2.53,2997916.0,12.23
股本,,,8467114.0,32.28,74018.0,0.3,5289376.0,21.58
普通股股本,3000000.0,11.31,,,2950768.0,12.08,,
股本合計,3000000.0,11.31,,,5431247.0,22.23,,
資本公積,,,3000000.0,11.44,,,3000000.0,12.24
資本公積合計,5988968.0,22.57,3000000.0,11.44,,,3000000.0,12.24
保留盈餘,,,,,3000000.0,12.28,,
法定盈餘公積,6848964.0,25.81,5988968.0,22.83,3000000.0,12.28,5988968.0,24.43
特別盈餘公積,1328436.0,5.01,,,,,,
未分配盈餘（或待彌補虧損）,4113372.0,15.5,7151689.0,27.27,5988968.0,24.52,7151689.0,29.18
保留盈餘合計,12290772.0,46.32,1470531.0,5.61,,,1470531.0,6.0
其他權益,,,1173979.0,4.48,7151689.0,29.28,2586013.0,10.55
其他權益合計,-766312.0,-2.89,9796199.0,37.35,1470531.0,6.02,11208233.0,45.73
歸屬於母公司業主之權益合計,20513428.0,77.3,,,2107857.0,8.63,,
權益總額,20513428.0,77.3,-1022961.0,-3.9,10730077.0,43.93,-975711.0,-3.98
負債及權益總計,26536323.0,100.0,17762206.0,67.72,,,19221490.0,78.42
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,17762206.0,67.72,-723404.0,-2.96,19221490.0,78.42
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,26229320.0,100.0,18995641.0,77.77,24510866.0,100.0
