會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,894903.0,,867555.0,100.0,830409.0,100.0,3434454.0,100.0
營業成本合計,814049.0,,787252.0,90.74,786360.0,94.7,3305953.0,96.26
營業毛利（毛損）,80854.0,,80303.0,9.26,44049.0,5.3,128501.0,3.74
營業毛利（毛損）淨額,80854.0,,80303.0,9.26,44049.0,5.3,128501.0,3.74
營業費用,,,,,,,,
推銷費用,25439.0,,25308.0,2.92,25637.0,3.09,102141.0,2.97
管理費用,27446.0,,33037.0,3.81,29976.0,3.61,119077.0,3.47
營業費用合計,52885.0,,58345.0,6.73,55613.0,6.7,221218.0,6.44
其他收益及費損淨額,,,,,,,,
其他收益及費損淨額,220.0,,0.0,0.0,1270.0,0.15,-7627.0,-0.22
營業利益（損失）,28189.0,,21958.0,2.53,1270.0,0.15,-100344.0,-2.92
營業外收入及支出,,,,,-10294.0,-1.24,,
其他收入,4916.0,,5996.0,0.69,,,26828.0,0.78
其他利益及損失淨額,-2421.0,,-2954.0,-0.34,9978.0,1.2,-14762.0,-0.43
財務成本淨額,7718.0,,7156.0,0.82,-2976.0,-0.36,30733.0,0.89
營業外收入及支出合計,-5223.0,,-4114.0,-0.47,7526.0,0.91,-18667.0,-0.54
稅前淨利（淨損）,22966.0,,17844.0,2.06,-524.0,-0.06,-119011.0,-3.47
所得稅費用（利益）合計,3999.0,,7948.0,0.92,-10818.0,-1.3,-16708.0,-0.49
繼續營業單位本期淨利（淨損）,18967.0,,9896.0,1.14,-3239.0,-0.39,-102303.0,-2.98
停業單位損益,,,,,-7579.0,-0.91,,
停業單位損益合計,-322.0,,-152.0,-0.02,,,-775.0,-0.02
本期淨利（淨損）,18645.0,,9744.0,1.12,-160.0,-0.02,-103078.0,-3.0
後續可能重分類至損益之項目：,,,,,-7739.0,-0.93,,
國外營運機構財務報表換算之兌換差額,-440.0,,37.0,0.0,,,5019.0,0.15
備供出售金融資產未實現評價損益,-12178.0,,-7203.0,-0.83,-252.0,-0.03,,
其他綜合損益（淨額）,-12618.0,,-7166.0,-0.83,-1795.0,-0.22,-1348.0,-0.04
本期綜合損益總額,6027.0,,2578.0,0.3,-2047.0,-0.25,-29294.0,-0.85
母公司業主（淨利∕損）,18766.0,,9998.0,1.15,-9786.0,-1.18,-25623.0,-0.75
非控制權益（淨利∕損）,-121.0,,-254.0,-0.03,-6765.0,-0.81,-128701.0,-3.75
母公司業主（綜合損益）,6152.0,,2830.0,0.33,-974.0,-0.12,-101111.0,-2.94
非控制權益（綜合損益）,-125.0,,-252.0,-0.03,-8812.0,-1.06,-1967.0,-0.06
基本每股盈餘,,,,,-974.0,-0.12,-126733.0,-3.69
基本每股盈餘,0.05,,0.02,,,,-1968.0,-0.06
稀釋每股盈餘,,,,,-0.02,,,
稀釋每股盈餘,0.05,,0.02,,,,-0.25,
