民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,22140.0,25233.0,,,,
本期稅前淨利（淨損）,22140.0,25233.0,,,,
折舊費用,18180.0,17556.0,,,,
攤銷費用,42.0,40.0,,,,
利息費用,19.0,32.0,,,,
利息收入,-2874.0,-3233.0,,,,
處分投資損失（利益）,-84.0,-63.0,,,,
非金融資產減損損失,0.0,301.0,,,,
非金融資產減損迴轉利益,-321.0,0.0,,,,
未實現外幣兌換損失（利益）,10525.0,1470.0,,,,
其他項目,89.0,86.0,,,,
收益費損項目合計,25576.0,16189.0,,,,
應收票據（增加）減少,10958.0,12396.0,,,,
應收帳款（增加）減少,49352.0,31921.0,,,,
其他應收款（增加）減少,2731.0,900.0,,,,
存貨（增加）減少,4723.0,17166.0,,,,
其他流動資產（增加）減少,-3576.0,-6705.0,,,,
與營業活動相關之資產之淨變動合計,64188.0,55678.0,,,,
應付帳款增加（減少）,-6516.0,-38183.0,,,,
其他應付款增加（減少）,-4743.0,-5351.0,,,,
其他流動負債增加（減少）,993.0,-3705.0,,,,
淨確定福利負債增加(減少),9.0,6.0,,,,
與營業活動相關之負債之淨變動合計,-10257.0,-47233.0,,,,
與營業活動相關之資產及負債之淨變動合計,53931.0,8445.0,,,,
調整項目合計,79507.0,24634.0,,,,
營運產生之現金流入（流出）,101647.0,49867.0,,,,
收取之利息,2984.0,5847.0,,,,
支付之利息,-21.0,-34.0,,,,
退還（支付）之所得稅,-234.0,-530.0,,,,
營業活動之淨現金流入（流出）,104376.0,55150.0,,,,
投資活動之現金流量,,,,,,
取得備供出售金融資產,-55281.0,-124000.0,,,,
處分備供出售金融資產,52058.0,101500.0,,,,
處分無活絡市場之債務工具投資,47403.0,77649.0,,,,
取得不動產、廠房及設備,-13000.0,-10727.0,,,,
存出保證金增加,0.0,-1.0,,,,
投資活動之淨現金流入（流出）,31180.0,44421.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,5906.0,0.0,,,,
償還長期借款,-192.0,0.0,,,,
籌資活動之淨現金流入（流出）,5714.0,0.0,,,,
匯率變動對現金及約當現金之影響,-605.0,860.0,,,,
本期現金及約當現金增加（減少）數,140665.0,100431.0,,,,
期初現金及約當現金餘額,237629.0,198686.0,,,,
期末現金及約當現金餘額,378294.0,299117.0,,,,
資產負債表帳列之現金及約當現金,378294.0,299117.0,,,,
