民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,192950.0,-193925.0,,,,
本期稅前淨利（淨損）,192950.0,-193925.0,,,,
折舊費用,433159.0,488879.0,,,,
攤銷費用,1907.0,2540.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-128446.0,0.0,,,,
利息費用,51297.0,17133.0,,,,
利息收入,-47415.0,-13258.0,,,,
應付公司債匯率影響數,-43560.0,0.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-208802.0,-145338.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,353.0,71.0,,,,
處分投資損失（利益）,-1762.0,0.0,,,,
金融資產減損損失,2300.0,110815.0,,,,
非金融資產減損損失,0.0,16103.0,,,,
非金融資產減損迴轉利益,-44607.0,0.0,,,,
未實現銷貨利益（損失）,546.0,0.0,,,,
已實現銷貨損失（利益）,-931.0,-474.0,,,,
其他項目,6352.0,0.0,,,,
收益費損項目合計,20391.0,476471.0,,,,
持有供交易之金融資產（增加）減少,51669.0,0.0,,,,
應收帳款（增加）減少,-378690.0,-448510.0,,,,
應收帳款－關係人（增加）減少,41904.0,15552.0,,,,
其他應收款（增加）減少,-74411.0,-14613.0,,,,
存貨（增加）減少,138965.0,-360787.0,,,,
預付款項（增加）減少,444623.0,-519665.0,,,,
其他流動資產（增加）減少,-134137.0,-28494.0,,,,
與營業活動相關之資產之淨變動合計,89923.0,-1356517.0,,,,
應付帳款增加（減少）,-26822.0,-681184.0,,,,
應付帳款－關係人增加（減少）,13215.0,-4829.0,,,,
其他應付款增加（減少）,-220886.0,-115539.0,,,,
負債準備增加（減少）,-82208.0,-191562.0,,,,
其他流動負債增加（減少）,119120.0,32905.0,,,,
與營業活動相關之負債之淨變動合計,-197581.0,-960209.0,,,,
與營業活動相關之資產及負債之淨變動合計,-107658.0,-2316726.0,,,,
調整項目合計,-87267.0,-1840255.0,,,,
營運產生之現金流入（流出）,105683.0,-2034180.0,,,,
收取之利息,59869.0,18141.0,,,,
支付之利息,-21512.0,-14867.0,,,,
營業活動之淨現金流入（流出）,144040.0,-2030906.0,,,,
投資活動之現金流量,,,,,,
取得原始認列時指定為透過損益按公允價值衡量之金融資產,-403760.0,-160496.0,,,,
處分原始認列時指定為透過損益按公允價值衡量之金融資產,177431.0,0.0,,,,
取得不動產、廠房及設備,-162336.0,-271856.0,,,,
其他非流動資產增加,1595.0,-242369.0,,,,
收取之股利,287539.0,173812.0,,,,
投資活動之淨現金流入（流出）,-99531.0,-500909.0,,,,
籌資活動之現金流量,,,,,,
短期借款減少,-1082579.0,-175758.0,,,,
舉借長期借款,0.0,720000.0,,,,
償還長期借款,0.0,-220000.0,,,,
其他非流動負債增加,0.0,75331.0,,,,
其他非流動負債減少,-2478.0,0.0,,,,
非控制權益變動,0.0,26278.0,,,,
籌資活動之淨現金流入（流出）,-1085057.0,425851.0,,,,
匯率變動對現金及約當現金之影響,-17666.0,-5045.0,,,,
本期現金及約當現金增加（減少）數,-1058214.0,-2111009.0,,,,
期初現金及約當現金餘額,10412190.0,8186545.0,,,,
期末現金及約當現金餘額,9353976.0,6075536.0,,,,
資產負債表帳列之現金及約當現金,9353976.0,6075536.0,,,,
