會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,80045.0,5.17,88938.0,5.48,32422.0,2.17,34555.0,2.85
透過損益按公允價值衡量之金融資產－流動,59793.0,3.86,53019.0,3.27,51507.0,3.45,59937.0,4.94
按攤銷後成本衡量之金融資產－流動,394366.0,25.46,394410.0,24.29,0.0,0.0,200020.0,16.49
應收帳款淨額,65.0,0.0,46.0,0.0,202798.0,13.57,101.0,0.01
其他應收款淨額,121.0,0.01,150.0,0.01,0.0,0.0,2849.0,0.23
本期所得稅資產,2.0,0.0,0.0,0.0,0.0,0.0,1413.0,0.12
存貨,5495.0,0.35,5153.0,0.32,0.0,0.0,32.0,0.0
預付款項,499.0,0.03,1095.0,0.07,0.0,0.0,5097.0,0.42
其他流動資產,0.0,0.0,0.0,0.0,452.0,0.03,189.0,0.02
流動資產合計,540386.0,34.89,542811.0,33.43,505.0,0.03,236965.0,19.53
非流動資產,,,,,0.0,0.0,541158.0,44.6
透過其他綜合損益按公允價值衡量之金融資產－非流動,25608.0,1.65,19917.0,1.23,5151.0,0.34,,
採用權益法之投資,394323.0,25.46,473415.0,29.16,576.0,0.04,20310.0,1.67
不動產、廠房及設備,89579.0,5.78,89273.0,5.5,236507.0,15.82,69394.0,5.72
使用權資產,2510.0,0.16,2241.0,0.14,529918.0,35.45,89015.0,7.34
投資性不動產淨額,496439.0,32.05,495970.0,30.55,,,31.0,0.0
其他非流動資產,5.0,0.0,5.0,0.0,19996.0,1.34,493346.0,40.66
非流動資產合計,1008464.0,65.11,1080821.0,66.57,360173.0,24.1,9.0,0.0
資產總額,1548850.0,100.0,1623632.0,100.0,88974.0,5.95,672105.0,55.4
流動負債,,,,,1972.0,0.13,1213263.0,100.0
應付票據,1.0,0.0,447.0,0.03,493635.0,33.03,,
應付帳款,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0
其他應付款,3302.0,0.21,0.0,0.0,964759.0,64.55,0.0,0.0
本期所得稅負債,0.0,0.0,4504.0,0.28,1494677.0,100.0,10573.0,0.87
租賃負債－流動,1074.0,0.07,1080.0,0.07,,,6446.0,0.53
其他流動負債,576.0,0.04,408.0,0.03,2.0,0.0,0.0,0.0
流動負債合計,4953.0,0.32,6439.0,0.4,0.0,0.0,6.0,0.0
非流動負債,,,,,5982.0,0.4,206.0,0.02
遞延所得稅負債,161746.0,10.44,161746.0,9.96,1122.0,0.08,17231.0,1.42
租賃負債－非流動,1475.0,0.1,1203.0,0.07,1087.0,0.07,,
其他非流動負債,3231.0,0.21,18052.0,1.11,184.0,0.01,161746.0,13.33
非流動負債合計,166452.0,10.75,181001.0,11.15,8377.0,0.56,27.0,0.0
負債總額,171405.0,11.07,187440.0,11.54,,,18051.0,1.49
歸屬於母公司業主之權益,,,,,161746.0,10.82,179824.0,14.82
股本,,,,,928.0,0.06,197055.0,16.24
普通股股本,1397801.0,90.25,1397801.0,86.09,18052.0,1.21,,
股本合計,1397801.0,90.25,1397801.0,86.09,180726.0,12.09,,
資本公積,,,,,189103.0,12.65,1397801.0,115.21
資本公積合計,125137.0,8.08,93859.0,5.78,,,1397801.0,115.21
保留盈餘,,,29976.0,1.85,,,,
未分配盈餘（或待彌補虧損）,-23543.0,-1.52,1302.0,0.08,1397801.0,93.52,125137.0,10.31
保留盈餘合計,-23543.0,-1.52,125137.0,7.71,1397801.0,93.52,,
其他權益,,,,,,,-379482.0,-31.28
其他權益合計,-121950.0,-7.87,40895.0,2.52,125137.0,8.37,-379482.0,-31.28
庫藏股票,0.0,0.0,40895.0,2.52,,,,
歸屬於母公司業主之權益合計,1377445.0,88.93,,,-89802.0,-6.01,-127248.0,-10.49
非控制權益,0.0,0.0,-127641.0,-7.86,-89802.0,-6.01,0.0,0.0
權益總額,1377445.0,88.93,0.0,0.0,,,1016208.0,83.76
負債及權益總計,1548850.0,100.0,1436192.0,88.46,-127562.0,-8.53,0.0,0.0
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,0.0,0.0,0.0,1016208.0,83.76
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,1436192.0,88.46,1305574.0,87.35,1213263.0,100.0
