會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,125289.0,189727.0,59030.0,-230650.0
本期稅前淨利（淨損）,125289.0,189727.0,59030.0,-230650.0
折舊費用,1040.0,2084.0,3122.0,3936.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,12173.0,62.0,2798.0,2797.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,22.0,19034.0,20486.0,12057.0
利息費用,-817.0,42.0,60.0,74.0
利息收入,-498.0,-1822.0,-2939.0,-4273.0
股利收入,-144217.0,-3487.0,-5272.0,-5272.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-637.0,-223317.0,-110075.0,180712.0
處分及報廢不動產、廠房及設備損失（利益）,-132934.0,-87.0,-87.0,0.0
處分投資性不動產損失（利益）,0.0,8.0,8.0,1864.0
處分其他資產損失（利益）,32.0,-1096.0,-2149.0,-40.0
處分投資損失（利益）,20.0,-208579.0,1865.0,-88.0
未實現銷貨利益（損失）,-426.0,0.0,-92183.0,0.0
未實現外幣兌換損失（利益）,32.0,-11.0,0.0,-1557.0
收益費損項目合計,-342.0,0.0,-417.0,190210.0
應收票據（增加）減少,1.0,362.0,-3063.0,-101.0
應收帳款（增加）減少,-20.0,-1022.0,364.0,-2814.0
其他應收款（增加）減少,1983.0,32.0,-503.0,-3883.0
存貨（增加）減少,44.0,-639.0,32.0,418.0
預付款項（增加）減少,2008.0,-27.0,-48007.0,-116.0
其他流動資產（增加）減少,1666.0,0.0,-51594.0,32.0
其他金融資產（增加）減少,-131268.0,-20.0,-472.0,-48465.0
與營業活動相關之資產之淨變動合計,-5979.0,3185.0,0.0,-54929.0
應付票據增加（減少）,817.0,350.0,-20.0,0.0
應付帳款增加（減少）,-23.0,3488.0,4663.0,-20.0
其他應付款增加（減少）,-5185.0,2849.0,126.0,9254.0
其他流動負債增加（減少）,,-205730.0,4297.0,-326.0
與營業活動相關之負債之淨變動合計,-1978.0,-16003.0,-47297.0,8908.0
與營業活動相關之資產及負債之淨變動合計,13280.0,1793.0,-139480.0,-46021.0
調整項目合計,-15412.0,-12.0,-80450.0,144189.0
營運產生之現金流入（流出）,928.0,2.0,2882.0,-86461.0
收取之利息,498.0,-14220.0,-17.0,4129.0
支付之利息,-2684.0,,2.0,-74.0
退還（支付）之所得稅,,0.0,-77583.0,-30.0
營業活動之淨現金流入（流出）,0.0,11219.0,,-82436.0
投資活動之現金流量,-264.0,-15412.0,0.0,
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,928.0,0.0,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,0.0,0.0,15384.0,0.0
取得按攤銷後成本衡量之金融資產,-264.0,3487.0,-15412.0,0.0
處分按攤銷後成本衡量之金融資產,-498.0,0.0,928.0,17570.0
按攤銷後成本衡量之金融資產到期還本,-8631.0,222.0,0.0,0.0
取得透過損益按公允價值衡量之金融資產,88676.0,,0.0,-15412.0
處分透過損益按公允價值衡量之金融資產,80045.0,14821.0,-4.0,988.0
處分子公司,80045.0,0.0,5272.0,0.0
