民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,108037.0,-223211.0,,,,
本期稅前淨利（淨損）,108037.0,-223211.0,,,,
折舊費用,363365.0,334691.0,,,,
攤銷費用,35066.0,31388.0,,,,
呆帳費用提列（轉列收入）數,386.0,1499.0,,,,
利息費用,87069.0,111915.0,,,,
利息收入,-83329.0,-80499.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,2567.0,2340.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,-492.0,352.0,,,,
非金融資產減損損失,-222240.0,62294.0,,,,
收益費損項目合計,182392.0,463980.0,,,,
應收票據（增加）減少,-297559.0,51433.0,,,,
應收帳款（增加）減少,297366.0,-824623.0,,,,
其他應收款（增加）減少,-8792.0,-6260.0,,,,
其他應收款－關係人（增加）減少,-5768.0,-6714.0,,,,
存貨（增加）減少,89062.0,-852687.0,,,,
其他流動資產（增加）減少,129661.0,-220640.0,,,,
與營業活動相關之資產之淨變動合計,203970.0,-1859491.0,,,,
應付票據增加（減少）,113202.0,-131935.0,,,,
應付帳款增加（減少）,559474.0,96423.0,,,,
其他應付款增加（減少）,-24162.0,-62986.0,,,,
負債準備增加（減少）,-12580.0,24741.0,,,,
其他流動負債增加（減少）,-130763.0,743.0,,,,
淨確定福利負債增加(減少),2468.0,2134.0,,,,
與營業活動相關之負債之淨變動合計,507639.0,-70880.0,,,,
與營業活動相關之資產及負債之淨變動合計,711609.0,-1930371.0,,,,
調整項目合計,894001.0,-1466391.0,,,,
營運產生之現金流入（流出）,1002038.0,-1689602.0,,,,
收取之利息,77091.0,78642.0,,,,
退還（支付）之所得稅,-10914.0,-31553.0,,,,
營業活動之淨現金流入（流出）,1068215.0,-1642513.0,,,,
投資活動之現金流量,,,,,,
取得備供出售金融資產,0.0,-24922.0,,,,
取得無活絡市場之債務工具投資,-35851.0,-6432.0,,,,
處分無活絡市場之債務工具投資,76741.0,703970.0,,,,
取得以成本衡量之金融資產,0.0,-190.0,,,,
取得不動產、廠房及設備,-853448.0,-214375.0,,,,
處分不動產、廠房及設備,802.0,767.0,,,,
存出保證金增加,-60214.0,-76.0,,,,
存出保證金減少,2611.0,0.0,,,,
取得無形資產,0.0,-1581.0,,,,
其他金融資產增加,-1114577.0,0.0,,,,
其他非流動資產增加,-4966.0,-81001.0,,,,
其他預付款項增加,0.0,-4913.0,,,,
投資活動之淨現金流入（流出）,-1988902.0,371247.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,2859024.0,7951879.0,,,,
短期借款減少,-4465805.0,-7224835.0,,,,
應付短期票券增加,798950.0,0.0,,,,
舉借長期借款,1215484.0,1650000.0,,,,
償還長期借款,-1700000.0,-600000.0,,,,
存入保證金增加,603.0,0.0,,,,
存入保證金減少,-3.0,0.0,,,,
員工執行認股權,50885.0,10970.0,,,,
員工購買庫藏股,-35526.0,0.0,,,,
取得子公司股權,0.0,-107250.0,,,,
支付之利息,-91016.0,-100684.0,,,,
籌資活動之淨現金流入（流出）,-1367404.0,1580080.0,,,,
匯率變動對現金及約當現金之影響,-151076.0,633338.0,,,,
本期現金及約當現金增加（減少）數,-2439167.0,942152.0,,,,
期初現金及約當現金餘額,13568886.0,14166276.0,,,,
期末現金及約當現金餘額,11129719.0,15108428.0,,,,
資產負債表帳列之現金及約當現金,11129719.0,15108428.0,,,,
