會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,3655195.0,100.0,3321663.0,100.0,2464254.0,100.0,13123335.0,100.0
營業成本合計,3227318.0,88.29,2881015.0,86.73,2354248.0,95.54,11998884.0,91.43
營業毛利（毛損）,427877.0,11.71,440648.0,13.27,110006.0,4.46,1124451.0,8.57
營業毛利（毛損）淨額,427877.0,11.71,440648.0,13.27,110006.0,4.46,1124451.0,8.57
營業費用,,,,,,,,
推銷費用,21509.0,0.59,21298.0,0.64,11342.0,0.46,82775.0,0.63
管理費用,26204.0,0.72,26279.0,0.79,22882.0,0.93,97690.0,0.74
營業費用合計,47713.0,1.31,10073.0,0.3,4620.0,0.19,20980.0,0.16
營業利益（損失）,380164.0,10.4,-3620.0,-0.11,492.0,0.02,-1462.0,-0.01
營業外收入及支出,,,54030.0,1.63,39336.0,1.6,199983.0,1.52
利息收入,5.0,0.0,386618.0,11.64,70670.0,2.87,924468.0,7.04
其他收入,2492.0,0.07,,,,,,
其他利益及損失淨額,413.0,0.01,186.0,0.01,42.0,0.0,987.0,0.01
財務成本淨額,9263.0,0.25,14060.0,0.42,7302.0,0.3,29779.0,0.23
營業外收入及支出合計,-6353.0,-0.17,11529.0,0.35,8518.0,0.35,19674.0,0.15
稅前淨利（淨損）,373811.0,10.23,9259.0,0.28,13971.0,0.57,46883.0,0.36
所得稅費用（利益）合計,74545.0,2.04,16516.0,0.5,1891.0,0.08,3557.0,0.03
繼續營業單位本期淨利（淨損）,299266.0,8.19,403134.0,12.14,72561.0,2.94,928025.0,7.07
本期淨利（淨損）,299266.0,8.19,85775.0,2.58,11612.0,0.47,177627.0,1.35
其他綜合損益(淨額),,,317359.0,9.55,60949.0,2.47,750398.0,5.72
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,12319.0,0.34,317359.0,9.55,60949.0,2.47,750398.0,5.72
不重分類至損益之項目：,12319.0,0.34,,,,,,
其他綜合損益（淨額）,12319.0,0.34,-4420.0,-0.13,21584.0,0.88,8185.0,0.06
本期綜合損益總額,311585.0,8.52,-4420.0,-0.13,21584.0,0.88,37425.0,0.29
基本每股盈餘,,,-4420.0,-0.13,21584.0,0.88,45610.0,0.35
基本每股盈餘,0.92,,312939.0,9.42,82533.0,3.35,45610.0,0.35
稀釋每股盈餘,,,,,,,796008.0,6.07
稀釋每股盈餘,0.92,,0.97,,0.19,,,
