會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,53165861.0,14.21,61048738.0,15.5,64941352.0,15.16,61546836.0,14.45
透過損益按公允價值衡量之金融資產－流動,1404647.0,0.38,1449914.0,0.37,1392627.0,0.33,1759612.0,0.41
按攤銷後成本衡量之金融資產－流動,334253.0,0.09,316331.0,0.08,257856.0,0.06,265382.0,0.06
合約資產－流動,3130988.0,0.84,3610156.0,0.92,3939280.0,0.92,4135672.0,0.97
應收票據淨額,2998591.0,0.8,3201289.0,0.81,3589788.0,0.84,3123642.0,0.73
應收帳款淨額,68013252.0,18.18,71554046.0,18.16,84934013.0,19.83,84074069.0,19.74
應收帳款－關係人淨額,20732.0,0.01,30816.0,0.01,53784.0,0.01,29551.0,0.01
其他應收款淨額,2634460.0,0.7,1851363.0,0.47,2234537.0,0.52,2449171.0,0.58
本期所得稅資產,513015.0,0.14,464441.0,0.12,462391.0,0.11,379086.0,0.09
存貨,67188249.0,17.96,71344118.0,18.11,78751233.0,18.39,79844364.0,18.75
預付款項,2221718.0,0.59,2678000.0,0.68,2669269.0,0.62,2690148.0,0.63
待出售非流動資產（或處分群組）淨額,0.0,0.0,0.0,0.0,234578.0,0.05,0.0,0.0
其他流動資產,82226.0,0.02,83182.0,0.02,107109.0,0.03,152933.0,0.04
流動資產合計,201707992.0,53.9,217632394.0,55.24,243567817.0,56.87,240450466.0,56.46
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,3078138.0,0.82,2711600.0,0.69,2665895.0,0.62,2771627.0,0.65
透過其他綜合損益按公允價值衡量之金融資產－非流動,1626801.0,0.43,1638731.0,0.42,1547199.0,0.36,1740553.0,0.41
合約資產－非流動,490986.0,0.13,716632.0,0.18,460296.0,0.11,503403.0,0.12
採用權益法之投資,66847.0,0.02,73869.0,0.02,87928.0,0.02,92430.0,0.02
不動產、廠房及設備,79143617.0,21.15,80310399.0,20.39,84548986.0,19.74,86266587.0,20.26
使用權資產,3138962.0,0.84,4261646.0,1.08,4474833.0,1.04,5086323.0,1.19
投資性不動產淨額,14070.0,0.0,14070.0,0.0,14070.0,0.0,18128.0,0.0
無形資產,75163017.0,20.09,76308689.0,19.37,80693294.0,18.84,77169854.0,18.12
遞延所得稅資產,7439889.0,1.99,7428432.0,1.89,7849918.0,1.83,8175453.0,1.92
其他非流動資產,2322996.0,0.62,2852209.0,0.72,2392717.0,0.56,3598982.0,0.85
非流動資產合計,172485323.0,46.1,176316277.0,44.76,184735136.0,43.13,185423340.0,43.54
資產總額,374193315.0,100.0,393948671.0,100.0,428302953.0,100.0,425873806.0,100.0
流動負債,,,,,,,,
短期借款,3503632.0,0.94,2335181.0,0.59,2040552.0,0.48,2076762.0,0.49
透過損益按公允價值衡量之金融負債－流動,56377.0,0.02,229195.0,0.06,544395.0,0.13,74232.0,0.02
合約負債－流動,5454738.0,1.46,6052343.0,1.54,6740837.0,1.57,7536826.0,1.77
應付票據,268.0,0.0,1944.0,0.0,1613.0,0.0,1406.0,0.0
應付帳款,51418230.0,13.74,56404082.0,14.32,66869725.0,15.61,62685739.0,14.72
應付帳款－關係人,16512.0,0.0,6291.0,0.0,40029.0,0.01,28525.0,0.01
其他應付款,33883482.0,9.06,48788693.0,12.38,36943215.0,8.63,40718682.0,9.56
本期所得稅負債,4077918.0,1.09,3691010.0,0.94,4635045.0,1.08,5547274.0,1.3
其他流動負債,5243986.0,1.4,5014587.0,1.27,4988882.0,1.16,6343982.0,1.49
流動負債合計,103655143.0,27.7,122523326.0,31.1,122804293.0,28.67,125013428.0,29.35
非流動負債,,,,,,,,
長期借款,42072475.0,11.24,6600000.0,1.68,6600000.0,1.54,11600000.0,2.72
遞延所得稅負債,17428188.0,4.66,38727429.0,9.83,49407140.0,11.54,32737342.0,7.69
租賃負債－非流動,1443045.0,0.39,18387937.0,4.67,19475168.0,4.55,19342795.0,4.54
其他非流動負債,9741260.0,2.6,1506754.0,0.38,2240444.0,0.52,2302735.0,0.54
非流動負債合計,70684968.0,18.89,9168670.0,2.33,8541042.0,1.99,9510321.0,2.23
負債總額,174340111.0,46.59,74390790.0,18.88,86263794.0,20.14,75493193.0,17.73
歸屬於母公司業主之權益,,,196914116.0,49.98,209068087.0,48.81,200506621.0,47.08
股本,,,,,,,,
普通股股本,25975433.0,6.94,,,,,,
股本合計,25975433.0,6.94,25975433.0,6.59,25975433.0,6.06,25975433.0,6.1
資本公積,,,25975433.0,6.59,25975433.0,6.06,25975433.0,6.1
資本公積－發行溢價,48134650.0,12.86,,,,,,
資本公積－庫藏股票交易,673774.0,0.18,48134650.0,12.22,48134650.0,11.24,48134650.0,11.3
資本公積－其他,136537.0,0.04,673774.0,0.17,673774.0,0.16,673774.0,0.16
資本公積合計,48944961.0,13.08,211316.0,0.05,303415.0,0.07,513343.0,0.12
保留盈餘,,,49019740.0,12.44,49111839.0,11.47,49321767.0,11.58
法定盈餘公積,29697752.0,7.94,,,,,,
特別盈餘公積,12543208.0,3.35,32386305.0,8.22,32386305.0,7.56,32386305.0,7.6
未分配盈餘（或待彌補虧損）,59809936.0,15.98,16166722.0,4.1,16166722.0,3.77,16166722.0,3.8
保留盈餘合計,102050896.0,27.27,46927545.0,11.91,58039010.0,13.55,65907358.0,15.48
其他權益,,,95480572.0,24.24,106592037.0,24.89,114460385.0,26.88
國外營運機構財務報表換算之兌換差額,-9752381.0,-2.61,,,,,,
