會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,743812.0,953219.0,318802.0,-15610.0
本期稅前淨利（淨損）,743812.0,953219.0,318802.0,-15610.0
折舊費用,178783.0,380875.0,596444.0,800040.0
攤銷費用,160024.0,301846.0,362467.0,451133.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,28.0,102.0,106.0,-90.0
利息費用,46764.0,128685.0,45462.0,75829.0
利息收入,-21791.0,-58986.0,-103405.0,-161715.0
股利收入,-389633.0,-10634.0,-194872.0,-194872.0
採用權益法認列之關聯企業及合資損失（利益）之份額,0.0,-538388.0,-205808.0,-200288.0
處分及報廢不動產、廠房及設備損失（利益）,12872.0,-7.0,-485.0,-1218.0
不動產、廠房及設備轉列費用數,-118.0,20536.0,23708.0,21134.0
處分投資損失（利益）,0.0,-316.0,-513.0,-638.0
非金融資產減損損失,-919.0,0.0,600.0,0.0
其他項目,-13990.0,-1357.0,-1383.0,-1383.0
收益費損項目合計,28071.0,222356.0,522321.0,787932.0
強制透過損益按公允價值衡量之金融資產（增加）減少,10223.0,61861.0,66087.0,-15356.0
合約資產（增加）減少,203491.0,49733.0,54653.0,55975.0
應收票據（增加）減少,48926.0,28256.0,19279.0,30320.0
應收帳款（增加）減少,-3694.0,-251979.0,333957.0,541339.0
應收帳款－關係人（增加）減少,-5975.0,-1708.0,-3252.0,69.0
其他應收款（增加）減少,173708.0,15516.0,6558.0,24806.0
存貨（增加）減少,-314445.0,-384769.0,186260.0,686561.0
預付款項（增加）減少,0.0,-741458.0,-1151040.0,-1524967.0
其他流動資產（增加）減少,140305.0,-21.0,-9.0,-55.0
其他營業資產（增加）減少,-85.0,-1224569.0,-487507.0,-11345.0
與營業活動相關之資產之淨變動合計,-17626.0,-42917.0,7791.0,-212653.0
合約負債增加（減少）,-259702.0,468.0,-12656.0,-18267.0
應付票據增加（減少）,-351278.0,-25716.0,-650236.0,19775.0
應付帳款增加（減少）,358.0,-304670.0,-518314.0,-661250.0
其他應付款增加（減少）,-1046.0,1150.0,639.0,-366031.0
其他應付款－關係人增加（減少）,-1.0,-258.0,411.0,-3826.0
負債準備增加（減少）,1257.0,864.0,884.0,14799.0
預收款項增加（減少）,-191.0,1400.0,2784.0,888.0
其他流動負債增加（減少）,-628314.0,-744.0,-2915.0,569.0
淨確定福利負債增加(減少),-488009.0,-370423.0,-1171612.0,1678.0
與營業活動相關之負債之淨變動合計,-501999.0,-1594992.0,-1659119.0,-1011665.0
與營業活動相關之資產及負債之淨變動合計,241813.0,-1372636.0,-1136798.0,-1224318.0
調整項目合計,20166.0,-419417.0,-817996.0,-436386.0
營運產生之現金流入（流出）,939259.0,47710.0,81973.0,-451996.0
收取之利息,-54925.0,949893.0,2336975.0,125486.0
收取之股利,722.0,-69266.0,-37621.0,3419618.0
支付之利息,1147035.0,-870172.0,-870096.0,-63335.0
退還（支付）之所得稅,,-361252.0,693235.0,-875701.0
營業活動之淨現金流入（流出）,-76521.0,,,2154072.0
投資活動之現金流量,12324.0,-98937.0,-116994.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-1915317.0,17279.0,0.0,-209750.0
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,0.0,47647.0,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,501.0,-4948639.0,-7200.0,88060.0
取得透過損益按公允價值衡量之金融資產,-1021653.0,58.0,0.0,-7200.0
取得採用權益法之投資,-220535.0,-3094.0,-8247562.0,0.0
對子公司之收購（扣除所取得之現金）,-179284.0,-70.0,591.0,0.0
取得不動產、廠房及設備,-3400485.0,-32868.0,-19.0,-10560521.0
處分不動產、廠房及設備,,-1147643.0,-331.0,3603.0
存出保證金增加,-375044.0,-283474.0,-33195.0,235.0
取得無形資產,2605170.0,-958024.0,-440993.0,-326.0
取得使用權資產,0.0,-7455412.0,-1947992.0,-32638.0
取得投資性不動產,2.0,,-343798.0,-489690.0
其他金融資產減少,0.0,449868.0,-1407840.0,-2303633.0
其他非流動資產增加,-19620.0,6572500.0,-12497686.0,-446826.0
預付設備款增加,2210508.0,0.0,,-1470396.0
投資活動之淨現金流入（流出）,132933.0,-40.0,1609125.0,-15429082.0
籌資活動之現金流量,89991.0,-34646.0,0.0,
短期借款增加,7038195.0,0.0,11497936.0,805125.0
應付短期票券增加,7128186.0,-42920.0,0.0,300000.0
舉借長期借款,7128186.0,6944762.0,618.0,13206520.0
