會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,454592.0,100.0,505200.0,100.0,465362.0,100.0,1845955.0,100.0
營業成本合計,253279.0,55.72,281034.0,55.63,239605.0,51.49,1004048.0,54.39
營業毛利（毛損）,201313.0,44.28,224166.0,44.37,225757.0,48.51,841907.0,45.61
營業毛利（毛損）淨額,201313.0,44.28,224166.0,44.37,225757.0,48.51,841907.0,45.61
營業費用,,,,,,,,
推銷費用,57871.0,12.73,56055.0,11.1,43745.0,9.4,193512.0,10.48
管理費用,11753.0,2.59,11257.0,2.23,10574.0,2.27,44827.0,2.43
研究發展費用,1326.0,0.29,2154.0,0.43,1523.0,0.33,7757.0,0.42
預期信用減損損失（利益）,-1000.0,-0.22,0.0,0.0,0.0,0.0,-1000.0,-0.05
營業費用合計,69950.0,15.39,69466.0,13.75,55842.0,12.0,245096.0,13.28
營業利益（損失）,131363.0,28.9,154700.0,30.62,169915.0,36.51,596811.0,32.33
營業外收入及支出,,,,,,,,
利息收入,1041.0,0.23,2005.0,0.4,2178.0,0.47,9971.0,0.54
其他收入,1637.0,0.36,52244.0,10.34,16377.0,3.52,71841.0,3.89
其他利益及損失淨額,1822.0,0.4,-131248.0,-25.98,-34437.0,-7.4,-162608.0,-8.81
營業外收入及支出合計,4500.0,0.99,-76999.0,-15.24,49.0,0.01,252.0,0.01
稅前淨利（淨損）,135863.0,29.89,77701.0,15.38,-15931.0,-3.42,-81048.0,-4.39
所得稅費用（利益）合計,18853.0,4.15,32112.0,6.36,153984.0,33.09,515763.0,27.94
繼續營業單位本期淨利（淨損）,117010.0,25.74,45589.0,9.02,43511.0,9.35,123792.0,6.71
本期淨利（淨損）,117010.0,25.74,45589.0,9.02,110473.0,23.74,391971.0,21.23
本期綜合損益總額,117010.0,25.74,45589.0,9.02,110473.0,23.74,391971.0,21.23
基本每股盈餘,,,,,110473.0,23.74,,
繼續營業單位淨利（淨損）,1.5,,0.58,,,,5629.0,0.3
基本每股盈餘,1.5,,0.58,,1.42,,1126.0,0.06
稀釋每股盈餘,,,,,1.42,,4503.0,0.24
繼續營業單位淨利（淨損）,1.49,,0.58,,,,4503.0,0.24
稀釋每股盈餘,1.49,,0.58,,1.42,,396474.0,21.48
