民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年03月31日,104年03月31日,103年12月31日,103年12月31日,103年03月31日,103年03月31日,Unnamed: 7_level_2,Unnamed: 8_level_2
Unnamed: 0_level_3,金額,%,金額,%,金額,%,Unnamed: 7_level_3,Unnamed: 8_level_3
流動資產,,,,,,,,
現金及約當現金,3703528.0,8.93,3825014.0,9.24,4026127.0,10.44,,
透過損益按公允價值衡量之金融資產－流動,47233.0,0.11,126803.0,0.31,52591.0,0.14,,
應收票據淨額,935054.0,2.25,1092853.0,2.64,1044288.0,2.71,,
應收帳款淨額,4259202.0,10.27,4837885.0,11.69,3898351.0,10.11,,
應收帳款－關係人淨額,106674.0,0.26,115874.0,0.28,90690.0,0.24,,
其他應收款－關係人淨額,0.0,0.0,0.0,0.0,22852.0,0.06,,
存貨,7692563.0,18.55,7839628.0,18.94,7420829.0,19.24,,
生物資產－流動淨額,785866.0,1.89,807077.0,1.95,540971.0,1.4,,
預付款項,2017602.0,4.86,1037010.0,2.51,1838105.0,4.77,,
其他流動資產,2729268.0,6.58,2611581.0,6.31,2036769.0,5.28,,
流動資產合計,22276990.0,53.71,22293725.0,53.86,20971573.0,54.37,,
非流動資產,,,,,,,,
備供出售金融資產－非流動淨額,1559883.0,3.76,1253422.0,3.03,1463700.0,3.79,,
以成本衡量之金融資產－非流動淨額,109944.0,0.27,109250.0,0.26,109800.0,0.28,,
採用權益法之投資淨額,2404312.0,5.8,2472614.0,5.97,2171762.0,5.63,,
不動產、廠房及設備,12634789.0,30.46,13384162.0,32.33,12031555.0,31.19,,
投資性不動產淨額,920180.0,2.22,293911.0,0.71,299250.0,0.78,,
無形資產,146455.0,0.35,147462.0,0.36,146238.0,0.38,,
生物資產－非流動,56011.0,0.14,52418.0,0.13,31704.0,0.08,,
遞延所得稅資產,199657.0,0.48,208674.0,0.5,254393.0,0.66,,
其他非流動資產,1169108.0,2.82,1179499.0,2.85,1093562.0,2.84,,
非流動資產合計,19200339.0,46.29,19101412.0,46.14,17601964.0,45.63,,
資產總計,41477329.0,100.0,41395137.0,100.0,38573537.0,100.0,,
流動負債,,,,,,,,
短期借款,6186127.0,14.91,5314276.0,12.84,5305399.0,13.75,,
應付短期票券,1213761.0,2.93,1018798.0,2.46,1130000.0,2.93,,
透過損益按公允價值衡量之金融負債－流動,18787.0,0.05,170.0,0.0,160.0,0.0,,
應付票據,325076.0,0.78,517127.0,1.25,477809.0,1.24,,
應付帳款,4933324.0,11.89,5214309.0,12.6,4131451.0,10.71,,
應付帳款－關係人,101312.0,0.24,165939.0,0.4,146535.0,0.38,,
其他應付款,1450380.0,3.5,1655669.0,4.0,1197693.0,3.1,,
本期所得稅負債,271653.0,0.65,225828.0,0.55,282392.0,0.73,,
其他流動負債,1835797.0,4.43,2277295.0,5.5,1644666.0,4.26,,
流動負債合計,16336217.0,39.39,16389411.0,39.59,14316105.0,37.11,,
非流動負債,,,,,,,,
長期借款,4624121.0,11.15,4671872.0,11.29,4222043.0,10.95,,
負債準備－非流動,13957.0,0.03,13957.0,0.03,35078.0,0.09,,
遞延所得稅負債,137537.0,0.33,156035.0,0.38,134208.0,0.35,,
其他非流動負債,243501.0,0.59,219463.0,0.53,448560.0,1.16,,
非流動負債合計,5019116.0,12.1,5061327.0,12.23,4839889.0,12.55,,
負債總計,21355333.0,51.49,21450738.0,51.82,19155994.0,49.66,,
歸屬於母公司業主之權益,,,,,,,,
股本,,,,,,,,
普通股股本,7363944.0,17.75,7363944.0,17.79,5664572.0,14.69,,
股本合計,7363944.0,17.75,7363944.0,17.79,5664572.0,14.69,,
資本公積,,,,,,,,
資本公積合計,2377966.0,5.73,2377966.0,5.74,2320974.0,6.02,,
保留盈餘,,,,,,,,
法定盈餘公積,1448344.0,3.49,1448344.0,3.5,1268774.0,3.29,,
特別盈餘公積,42994.0,0.1,42994.0,0.1,42994.0,0.11,,
未分配盈餘（或待彌補虧損）,1658974.0,4.0,1500736.0,3.63,3143384.0,8.15,,
保留盈餘合計,3150312.0,7.6,2992074.0,7.23,4455152.0,11.55,,
其他權益,,,,,,,,
國外營運機構財務報表換算之兌換差額,276133.0,0.67,396064.0,0.96,68475.0,0.18,,
備供出售金融資產未實現損益,1281281.0,3.09,974816.0,2.35,946204.0,2.45,,
其他權益合計,1557414.0,3.75,1370880.0,3.31,1014679.0,2.63,,
庫藏股票,-306199.0,-0.74,-306199.0,-0.74,-306199.0,-0.79,,
歸屬於母公司業主之權益合計,14143437.0,34.1,13798665.0,33.33,13149178.0,34.09,,
非控制權益,5978559.0,14.41,6145734.0,14.85,6268365.0,16.25,,
權益總計,20121996.0,48.51,19944399.0,48.18,19417543.0,50.34,,
負債及權益總計,41477329.0,100.0,41395137.0,100.0,38573537.0,100.0,,
待註銷股本股數（單位：股）,0.0,,0.0,,0.0,,,
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,0.0,,,
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,52894691.0,,52894691.0,,40688225.0,,,
