民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,183073.0,473345.0,,,,
本期稅前淨利（淨損）,183073.0,473345.0,,,,
折舊費用,344614.0,368409.0,,,,
攤銷費用,11576.0,9975.0,,,,
呆帳費用提列（轉列收入）數,-33260.0,14506.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,101298.0,-28756.0,,,,
利息費用,58836.0,61041.0,,,,
利息收入,-3726.0,-4231.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,27830.0,-1473.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,5091.0,127.0,,,,
非金融資產減損損失,-439694.0,-418549.0,,,,
非金融資產減損迴轉利益,-109575.0,-70609.0,,,,
收益費損項目合計,-37010.0,-69560.0,,,,
持有供交易之金融資產（增加）減少,-4447.0,34694.0,,,,
應收票據（增加）減少,157799.0,61675.0,,,,
應收帳款（增加）減少,621143.0,304607.0,,,,
存貨（增加）減少,256640.0,685755.0,,,,
生物資產（增加）減少,455311.0,470185.0,,,,
預付款項（增加）減少,-980592.0,-1134408.0,,,,
其他流動資產（增加）減少,77620.0,-55853.0,,,,
其他金融資產（增加）減少,-195308.0,171787.0,,,,
與營業活動相關之資產之淨變動合計,388166.0,538442.0,,,,
持有供交易之金融負債增加（減少）,1337.0,160.0,,,,
應付票據增加（減少）,-266068.0,156088.0,,,,
應付帳款增加（減少）,-452836.0,-687973.0,,,,
其他應付款增加（減少）,-206352.0,-159842.0,,,,
其他流動負債增加（減少）,-260077.0,-86604.0,,,,
與營業活動相關之負債之淨變動合計,-1183996.0,-778171.0,,,,
與營業活動相關之資產及負債之淨變動合計,-795830.0,-239729.0,,,,
調整項目合計,-832840.0,-309289.0,,,,
營運產生之現金流入（流出）,-649767.0,164056.0,,,,
退還（支付）之所得稅,-57037.0,-83512.0,,,,
營業活動之淨現金流入（流出）,-706804.0,80544.0,,,,
投資活動之現金流量,,,,,,
取得採用權益法之投資,0.0,50888.0,,,,
取得不動產、廠房及設備,-640834.0,-524132.0,,,,
處分不動產、廠房及設備,278421.0,27832.0,,,,
其他應收款－關係人減少,0.0,5691.0,,,,
其他非流動資產增加,-1185.0,-27855.0,,,,
收取之利息,3726.0,4231.0,,,,
投資活動之淨現金流入（流出）,-359872.0,-463345.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,1098482.0,37669.0,,,,
舉借長期借款,0.0,1313826.0,,,,
償還長期借款,-2045.0,-1192925.0,,,,
存入保證金增加,24610.0,1885.0,,,,
其他非流動負債減少,-572.0,-13172.0,,,,
支付之利息,-57773.0,-61449.0,,,,
非控制權益變動,1274.0,-11090.0,,,,
籌資活動之淨現金流入（流出）,1063976.0,74744.0,,,,
匯率變動對現金及約當現金之影響,-118786.0,102298.0,,,,
本期現金及約當現金增加（減少）數,-121486.0,-205759.0,,,,
期初現金及約當現金餘額,3825014.0,4231886.0,,,,
期末現金及約當現金餘額,3703528.0,4026127.0,,,,
資產負債表帳列之現金及約當現金,3703528.0,4026127.0,,,,
