會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,206217.0,474428.0,709881.0,808366.0
本期稅前淨利（淨損）,206217.0,474428.0,709881.0,808366.0
折舊費用,73115.0,150770.0,254068.0,409507.0
攤銷費用,11644.0,22741.0,33271.0,44907.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,230.0,995.0,48560.0,28468.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-12096.0,-29619.0,-73700.0,-58054.0
利息費用,3034.0,7438.0,16478.0,27635.0
利息收入,-2193.0,-4866.0,-10473.0,-21790.0
股份基礎給付酬勞成本,-2488.0,-4054.0,-6201.0,22536.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-67.0,-140.0,-2807.0,-4962.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,8686.0,0.0,-3662.0
處分其他資產損失（利益）,2303.0,151951.0,0.0,-745.0
處分投資損失（利益）,73482.0,-844438.0,14904.0,0.0
非金融資產減損迴轉利益,-471351.0,-45470.0,274100.0,0.0
其他項目,-25614.0,601543.0,878.0,19358.0
收益費損項目合計,262306.0,754.0,-686757.0,463198.0
應收帳款（增加）減少,2949.0,-11416.0,-38489.0,-219090.0
其他應收款（增加）減少,-57364.0,10733.0,629898.0,-35741.0
存貨（增加）減少,0.0,-288294.0,-12533.0,802326.0
預付款項（增加）減少,-289074.0,-18315.0,40253.0,-1178.0
其他流動資產（增加）減少,-37410.0,-10722.0,151648.0,52005.0
其他金融資產（增加）減少,-2.0,-211416.0,84898.0,165955.0
與營業活動相關之資產之淨變動合計,-79640.0,-83809.0,3726.0,764277.0
合約負債增加（減少）,-95373.0,6418.0,10738.0,-4613.0
應付票據增加（減少）,3927.0,-1526.0,-469547.0,-16715.0
應付帳款增加（減少）,-1704.0,-319370.0,-91421.0,-571252.0
其他應付款增加（減少）,-210202.0,-607664.0,-326.0,-105376.0
其他流動負債增加（減少）,-499276.0,-455713.0,-1273.0,-8303.0
淨確定福利負債增加(減少),-425794.0,18715.0,-548103.0,-908.0
與營業活動相關之負債之淨變動合計,-219577.0,4866.0,-463205.0,-707167.0
與營業活動相關之資產及負債之淨變動合計,2193.0,-69479.0,-189105.0,57110.0
調整項目合計,-4390.0,-45898.0,520776.0,520308.0
營運產生之現金流入（流出）,-221774.0,,10473.0,1328674.0
收取之利息,,0.0,-81314.0,21790.0
退還（支付）之所得稅,0.0,-75835.0,449935.0,-155402.0
營業活動之淨現金流入（流出）,-68789.0,-1690000.0,,1195062.0
投資活動之現金流量,0.0,-108574.0,0.0,
處分按攤銷後成本衡量之金融資產,0.0,757.0,-69882.0,79442.0
取得採用權益法之投資,-59870.0,-342.0,0.0,0.0
對子公司之收購（扣除所取得之現金）,155.0,-2767.0,-1619800.0,-1619800.0
取得不動產、廠房及設備,-881.0,0.0,-89633.0,-250643.0
處分不動產、廠房及設備,-1373.0,-37992.0,15541.0,23726.0
存出保證金增加,-25541.0,2500.0,-2207.0,-2221.0
取得無形資產,-156299.0,-1912253.0,-4968.0,-10182.0
處分無形資產,,,1075853.0,28.0
因合併產生之現金流入,1166801.0,2836844.0,-131053.0,1075853.0
其他非流動資產增加,-1139419.0,-2291648.0,2500.0,-202319.0
收取之股利,130000.0,790000.0,0.0,2500.0
其他投資活動,-260000.0,-590000.0,-823649.0,8976.0
投資活動之淨現金流入（流出）,-46000.0,-52000.0,,-894640.0
籌資活動之現金流量,-2900.0,-5740.0,5303491.0,
短期借款增加,-3034.0,-7438.0,-4337153.0,8590210.0
短期借款減少,-154552.0,-10998.0,1700000.0,-8291420.0
應付短期票券增加,53859.0,669020.0,-1580000.0,1700000.0
應付短期票券減少,-478766.0,69380.0,59516.0,-1830000.0
舉借長期借款,2634448.0,-1219751.0,-67864.0,217510.0
償還長期借款,2155682.0,2634448.0,-11833.0,-195850.0
租賃本金償還,2155682.0,1414697.0,-514553.0,-25193.0
