會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1813099.0,100.0,2330418.0,100.0,2480776.0,100.0,9383925.0,100.0
營業成本合計,1617354.0,89.2,2023865.0,86.85,2131893.0,85.94,8040146.0,85.68
營業毛利（毛損）,195745.0,10.8,306553.0,13.15,348883.0,14.06,1343779.0,14.32
營業毛利（毛損）淨額,195745.0,10.8,306553.0,13.15,348883.0,14.06,1343779.0,14.32
營業費用,,,,,,,,
推銷費用,89056.0,4.91,98518.0,4.23,87917.0,3.54,376114.0,4.01
管理費用,144264.0,7.96,140694.0,6.04,122088.0,4.92,551571.0,5.88
研究發展費用,70058.0,3.86,84778.0,3.64,86281.0,3.48,319550.0,3.41
其他費用,10819.0,0.6,-622.0,-0.03,-6203.0,-0.25,-985.0,-0.01
營業費用合計,314197.0,17.33,323368.0,13.88,290083.0,11.69,1246250.0,13.28
營業利益（損失）,-118452.0,-6.53,-16815.0,-0.72,58800.0,2.37,97529.0,1.04
營業外收入及支出,,,,,,,,
利息收入,10281.0,0.57,8086.0,0.35,7670.0,0.31,33909.0,0.36
其他收入,2188.0,0.12,1833.0,0.08,5358.0,0.22,-155856.0,-1.66
其他利益及損失淨額,-88608.0,-4.89,-53091.0,-2.28,-105100.0,-4.24,-141109.0,-1.5
財務成本淨額,21986.0,1.21,27471.0,1.18,42044.0,1.69,148654.0,1.58
營業外收入及支出合計,-98125.0,-5.41,-70643.0,-3.03,-134116.0,-5.41,-411710.0,-4.39
稅前淨利（淨損）,-216577.0,-11.95,-87458.0,-3.75,-75316.0,-3.04,-314181.0,-3.35
所得稅費用（利益）合計,-20139.0,-1.11,3999.0,0.17,59823.0,2.41,130194.0,1.39
繼續營業單位本期淨利（淨損）,-196438.0,-10.83,-91457.0,-3.92,-135139.0,-5.45,-444375.0,-4.74
本期淨利（淨損）,-196438.0,-10.83,-91457.0,-3.92,-135139.0,-5.45,-444375.0,-4.74
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,395197.0,21.8,421.0,0.02,832.0,0.03,-14791.0,-0.16
後續可能重分類至損益之項目：,395197.0,21.8,421.0,0.02,832.0,0.03,-14791.0,-0.16
其他綜合損益（淨額）,395197.0,21.8,-191722.0,-8.23,90895.0,3.66,182934.0,1.95
本期綜合損益總額,198759.0,10.96,-191722.0,-8.23,90895.0,3.66,182934.0,1.95
淨利（損）歸屬於：,,,-191301.0,-8.21,91727.0,3.7,168143.0,1.79
母公司業主（淨利∕損）,-193620.0,-10.68,-282758.0,-12.13,-43412.0,-1.75,-276232.0,-2.94
非控制權益（淨利∕損）,-2818.0,-0.16,,,,,,
母公司業主（綜合損益）,197102.0,10.87,-89982.0,-3.86,-133731.0,-5.39,-438462.0,-4.67
非控制權益（綜合損益）,1657.0,0.09,-1475.0,-0.06,-1408.0,-0.06,-5913.0,-0.06
基本每股盈餘,,,-278662.0,-11.96,-41923.0,-1.69,-278948.0,-2.97
繼續營業單位淨利（淨損）,-1.75,,-4096.0,-0.18,-1489.0,-0.06,2716.0,0.03
基本每股盈餘,-1.75,,,,,,,
稀釋每股盈餘,,,-0.81,,-1.21,,-3.96,
繼續營業單位淨利（淨損）,-1.75,,-0.81,,-1.21,,-3.96,
稀釋每股盈餘,-1.75,,,,,,,
