會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,1804499.0,100.0,2254260.0,100.0,1833262.0,100.0,7412234.0,100.0
營業成本合計,1628862.0,90.27,1796931.0,79.71,1502124.0,81.94,6337724.0,85.5
營業毛利（毛損）,175637.0,9.73,457329.0,20.29,331138.0,18.06,1074510.0,14.5
未實現銷貨（損）益,9.0,0.0,113.0,0.01,263.0,0.01,285.0,0.0
已實現銷貨（損）益,139.0,0.01,0.0,0.0,0.0,0.0,139.0,0.0
營業毛利（毛損）淨額,175767.0,9.74,457216.0,20.28,330875.0,18.05,1074364.0,14.49
營業費用,,,,,,,,
推銷費用,332989.0,18.45,299198.0,13.27,226418.0,12.35,1009216.0,13.62
管理費用,91466.0,5.07,96100.0,4.26,122289.0,6.67,395110.0,5.33
研究發展費用,18250.0,1.01,17153.0,0.76,19629.0,1.07,76583.0,1.03
預期信用減損損失（利益）,1500.0,0.08,-1130.0,-0.05,549.0,0.03,2767.0,0.04
營業費用合計,444205.0,24.62,411321.0,18.25,368885.0,20.12,1483676.0,20.02
營業利益（損失）,-268438.0,-14.88,45895.0,2.04,,,-409312.0,-5.52
營業外收入及支出,,,,,0.0,0.0,,
利息收入,1011.0,0.06,1649.0,0.07,-38010.0,-2.07,8862.0,0.12
其他收入,1467.0,0.08,3183.0,0.14,,,49809.0,0.67
其他利益及損失淨額,-28202.0,-1.56,9107.0,0.4,1430.0,0.08,48477.0,0.65
財務成本淨額,24390.0,1.35,27684.0,1.23,39353.0,2.15,126695.0,1.71
採用權益法認列之關聯企業及合資損益之份額淨額,18263.0,1.01,-180274.0,-8.0,891.0,0.05,-641608.0,-8.66
營業外收入及支出合計,-31851.0,-1.77,-194019.0,-8.61,35389.0,1.93,-661155.0,-8.92
稅前淨利（淨損）,-300289.0,-16.64,-148124.0,-6.57,-71561.0,-3.9,-1070467.0,-14.44
所得稅費用（利益）合計,-6485.0,-0.36,18160.0,0.81,-65276.0,-3.56,-46885.0,-0.63
繼續營業單位本期淨利（淨損）,-293804.0,-16.28,-166284.0,-7.38,-103286.0,-5.63,-1023582.0,-13.81
本期淨利（淨損）,-293804.0,-16.28,-166284.0,-7.38,-24610.0,-1.34,-1023582.0,-13.81
其他綜合損益(淨額),,,,,-78676.0,-4.29,,
國外營運機構財務報表換算之兌換差額,185483.0,10.28,-101419.0,-4.5,-78676.0,-4.29,29155.0,0.39
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,12252.0,0.68,-3516.0,-0.16,,,167.0,0.0
與可能重分類之項目相關之所得稅,0.0,0.0,-104935.0,-4.65,30059.0,1.64,5831.0,0.08
後續可能重分類至損益之項目：,197735.0,10.96,-104935.0,-4.65,4349.0,0.24,23491.0,0.32
其他綜合損益（淨額）,197735.0,10.96,-271219.0,-12.03,34408.0,1.88,53080.0,0.72
本期綜合損益總額,-96069.0,-5.32,,,34408.0,1.88,8803.0,0.12
淨利（損）歸屬於：,,,-166284.0,-7.38,-44268.0,-2.41,0.0,0.0
母公司業主（淨利∕損）,-293804.0,-16.28,-271219.0,-12.03,,,61883.0,0.83
母公司業主（綜合損益）,-96069.0,-5.32,,,-78676.0,-4.29,85374.0,1.15
基本每股盈餘,,,-0.2,,-44268.0,-2.41,-938208.0,-12.66
基本每股盈餘,-0.35,,,,,,,
稀釋每股盈餘,,,-0.2,,-0.09,,-1023582.0,-13.81
稀釋每股盈餘,-0.35,,,,,,0.0,0.0
