會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,1591489.0,4223469.0,7496557.0,10275923.0
本期稅前淨利（淨損）,1591489.0,4223469.0,7496557.0,10275923.0
折舊費用,196637.0,396351.0,598791.0,804961.0
攤銷費用,14361.0,29375.0,44782.0,61693.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,42.0,323.0,-1310.0,-1106.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-9924.0,-3929.0,38710.0,64149.0
利息費用,14574.0,27778.0,44120.0,68062.0
利息收入,-9595.0,-25528.0,-63453.0,-179228.0
股利收入,-25.0,-53.0,-11888.0,-12677.0
採用權益法認列之關聯企業及合資損失（利益）之份額,227.0,540.0,894.0,1139.0
處分及報廢不動產、廠房及設備損失（利益）,-498.0,-535.0,-578.0,2699.0
非金融資產減損迴轉利益,0.0,105804.0,188371.0,201622.0
未實現外幣兌換損失（利益）,-6573.0,51123.0,-30142.0,152175.0
其他項目,208649.0,-4776.0,-6879.0,-8839.0
收益費損項目合計,-2648.0,576473.0,801418.0,1154650.0
應收帳款（增加）減少,405227.0,-1571414.0,-642493.0,-2944220.0
應收帳款－關係人（增加）減少,233612.0,-48.0,-167.0,-1104.0
其他應收款（增加）減少,39.0,-373045.0,-124510.0,-144198.0
其他應收款－關係人（增加）減少,35557.0,148.0,-22.0,-145.0
存貨（增加）減少,156.0,-1007069.0,618512.0,247108.0
預付款項（增加）減少,-1291412.0,26375.0,-10009.0,-145274.0
其他流動資產（增加）減少,35633.0,1227.0,12554.0,9886.0
與營業活動相關之資產之淨變動合計,5389.0,-2923826.0,-146135.0,-2977947.0
合約負債增加（減少）,-981026.0,-10459.0,16484.0,34836.0
應付帳款增加（減少）,-42118.0,-1384804.0,-540753.0,1027828.0
其他應付款增加（減少）,-1199055.0,608393.0,705326.0,1138436.0
其他應付款－關係人增加（減少）,207577.0,0.0,0.0,0.0
負債準備增加（減少）,3081.0,-1257.0,82808.0,161939.0
其他金融負債增加（減少）,-2683.0,-6177.0,10069.0,35779.0
淨確定福利負債增加(減少),-5191.0,-994.0,-1632.0,-1790.0
與營業活動相關之負債之淨變動合計,-966.0,-795298.0,272302.0,2397028.0
與營業活動相關之資產及負債之淨變動合計,-1039355.0,-3719124.0,126167.0,-580919.0
調整項目合計,-2020381.0,-3142651.0,927585.0,573731.0
營運產生之現金流入（流出）,-1615154.0,1080818.0,8424142.0,10849654.0
支付之利息,-23665.0,-20040.0,-33047.0,-54737.0
退還（支付）之所得稅,-10168.0,-910392.0,-1000489.0,-1071555.0
營業活動之淨現金流入（流出）,-40718.0,150386.0,7390606.0,9723362.0
投資活動之現金流量,-74551.0,,,
取得透過其他綜合損益按公允價值衡量之金融資產,,-286307.0,0.0,-30290.0
處分透過其他綜合損益按公允價值衡量之金融資產,-213912.0,967562.0,0.0,0.0
取得按攤銷後成本衡量之金融資產,771302.0,-429284.0,-318251.0,-6241187.0
處分按攤銷後成本衡量之金融資產,-379285.0,502609.0,1145767.0,1163599.0
取得透過損益按公允價值衡量之金融資產,462573.0,-266845.0,-883265.0,-1169445.0
處分透過損益按公允價值衡量之金融資產,-123256.0,3700.0,758187.0,1118644.0
預付投資款增加,1271.0,14586.0,-368415.0,-30039.0
處分子公司,0.0,-21920.0,4633.0,0.0
取得不動產、廠房及設備,12022.0,-4.0,0.0,-951531.0
處分不動產、廠房及設備,-14984.0,25361.0,2244.0,6106.0
存出保證金增加,0.0,53.0,-37310.0,0.0
存出保證金減少,-4.0,509511.0,-4.0,3447.0
取得無形資產,9841.0,,58102.0,-120087.0
取得使用權資產,25.0,100000.0,11888.0,0.0
其他金融資產增加,525593.0,-100000.0,373576.0,-3318.0
收取之利息,,-25046.0,,136933.0
收取之股利,100000.0,-117023.0,750000.0,12677.0
投資活動之淨現金流入（流出）,-100000.0,1728.0,-400000.0,-6104491.0
籌資活動之現金流量,-56519.0,-140341.0,2500000.0,
短期借款增加,1728.0,118340.0,-100186.0,776886.0
短期借款減少,-54791.0,637896.0,-176484.0,-776886.0
舉借長期借款,15628.0,6257744.0,-3346320.0,2500000.0
償還長期借款,411879.0,6895640.0,1859.0,-175325.0
租賃本金償還,6257744.0,6895640.0,-771131.0,-263711.0
發放現金股利,6669623.0,,326916.0,-3346320.0
員工執行認股權,6669623.0,,7319967.0,2927.0
