會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,37850.0,-6601.0,86558.0,70047.0
本期稅前淨利（淨損）,37850.0,-6601.0,86558.0,70047.0
折舊費用,12691.0,24920.0,37014.0,48880.0
攤銷費用,437.0,876.0,1305.0,1732.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,0.0,0.0,0.0,-393.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-56577.0,62881.0,88090.0,75363.0
利息費用,12816.0,29850.0,48839.0,73963.0
利息收入,-1118.0,-4819.0,-6400.0,-6667.0
股利收入,479.0,-584.0,-25648.0,-26713.0
股份基礎給付酬勞成本,0.0,742.0,7568.0,9354.0
採用權益法認列之關聯企業及合資損失（利益）之份額,337.0,-55.0,742.0,742.0
處分及報廢不動產、廠房及設備損失（利益）,2911.0,0.0,-55.0,-55.0
處分投資損失（利益）,-28024.0,-50.0,0.0,0.0
未實現外幣兌換損失（利益）,-12461.0,5078.0,-67.0,-1263.0
買回應付公司債損失（利益）,-25908.0,118839.0,-590.0,0.0
其他項目,-93.0,-21468.0,150798.0,-590.0
收益費損項目合計,-224331.0,-14814.0,-11095.0,174353.0
合約資產（增加）減少,-87216.0,-3250.0,-20279.0,-30383.0
應收票據（增加）減少,-5428.0,-407352.0,18687.0,-6027.0
應收帳款（增加）減少,-39.0,-36441.0,-5297.0,22709.0
其他應收款（增加）減少,-355476.0,-19937.0,-1106675.0,-741.0
存貨（增加）減少,271818.0,-19891.0,0.0,-1065138.0
生物資產（增加）減少,-560.0,-523153.0,-83360.0,0.0
預付款項（增加）減少,-82051.0,228123.0,-3909.0,-113337.0
其他流動資產（增加）減少,36788.0,-570.0,-82.0,-11114.0
其他營業資產（增加）減少,24860.0,4909.0,-1212010.0,429.0
與營業活動相關之資產之淨變動合計,-2.0,-35720.0,108346.0,-1203602.0
合約負債增加（減少）,250853.0,15075.0,-593.0,139277.0
應付票據增加（減少）,-104623.0,-5.0,432461.0,-712.0
應付帳款增加（減少）,-132647.0,211812.0,-63618.0,234846.0
其他應付款增加（減少）,-94797.0,-311341.0,14637.0,54108.0
其他流動負債增加（減少）,1118.0,-192502.0,-6.0,14772.0
淨確定福利負債增加(減少),-16868.0,-199103.0,491227.0,-237.0
與營業活動相關之負債之淨變動合計,-121.0,4819.0,-720783.0,442054.0
與營業活動相關之資產及負債之淨變動合計,-110668.0,584.0,-569985.0,-761548.0
調整項目合計,,-35942.0,-483427.0,-587195.0
營運產生之現金流入（流出）,5778.0,-9273.0,6400.0,-517148.0
收取之利息,-70907.0,-238915.0,23230.0,6667.0
收取之股利,52210.0,,-56106.0,26713.0
支付之利息,-553.0,-23563.0,-14688.0,-78256.0
退還（支付）之所得稅,806.0,15366.0,-524591.0,-15534.0
營業活動之淨現金流入（流出）,0.0,-173319.0,,-577558.0
投資活動之現金流量,0.0,98433.0,-23563.0,
取得透過其他綜合損益按公允價值衡量之金融資產,141266.0,0.0,19359.0,-23563.0
處分透過其他綜合損益按公允價值衡量之金融資產,128600.0,-34146.0,-208162.0,21673.0
取得按攤銷後成本衡量之金融資產,,55.0,129720.0,-13900.0
取得透過損益按公允價值衡量之金融資產,221320.0,-3252.0,0.0,-208555.0
處分透過損益按公允價值衡量之金融資產,-147173.0,-122.0,0.0,147433.0
取得採用權益法之投資,4.0,0.0,-99499.0,0.0
取得不動產、廠房及設備,0.0,174815.0,55.0,-120746.0
處分不動產、廠房及設備,0.0,54267.0,0.0,55.0
存出保證金減少,-3000.0,,1718.0,1529.0
其他應收款減少,0.0,852718.0,-122.0,32710.0
取得無形資產,-118.0,-780585.0,0.0,-918.0
因合併產生之現金流入,-1163.0,8.0,209288.0,-43218.0
其他金融資產增加,0.0,0.0,28794.0,-20418.0
其他金融資產減少,-28050.0,294665.0,,109328.0
其他非流動資產增加,41820.0,76000.0,1455330.0,-42002.0
投資活動之淨現金流入（流出）,345.0,-6000.0,-1289480.0,-160592.0
籌資活動之現金流量,60097.0,7121.0,104923.0,
短期借款增加,820350.0,-2095.0,-79915.0,2201984.0
短期借款減少,880447.0,-27380.0,294665.0,-1753206.0
應付短期票券增加,880447.0,-82396.0,0.0,154726.0
