會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,436490.0,796110.0,1657724.0,1472526.0
本期稅前淨利（淨損）,436490.0,796110.0,1657724.0,1472526.0
折舊費用,268920.0,566418.0,873738.0,1197834.0
攤銷費用,19261.0,40011.0,61109.0,90537.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,35932.0,35997.0,-4212.0,-13828.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-346.0,-886.0,-1800.0,-3290.0
利息費用,86966.0,191291.0,330636.0,496128.0
利息收入,-7456.0,-18777.0,-73066.0,-142617.0
股利收入,17378.0,35794.0,-3315.0,-3315.0
股份基礎給付酬勞成本,4098.0,-15855.0,47018.0,39476.0
採用權益法認列之關聯企業及合資損失（利益）之份額,2.0,3433.0,-6331.0,-65919.0
處分及報廢不動產、廠房及設備損失（利益）,10799.0,34443.0,3440.0,5023.0
處分投資損失（利益）,0.0,0.0,-1843.0,0.0
處分採用權益法之投資損失（利益）,-11300.0,-2803.0,36324.0,-1843.0
非金融資產減損損失,0.0,0.0,-22405.0,411332.0
未實現外幣兌換損失（利益）,424254.0,869066.0,0.0,7160.0
其他項目,-172947.0,-308381.0,1239293.0,0.0
收益費損項目合計,-623475.0,-859465.0,-220754.0,2016678.0
應收票據（增加）減少,0.0,0.0,-1233716.0,-201173.0
應收帳款（增加）減少,-317016.0,-612175.0,0.0,-322934.0
應收帳款－關係人（增加）減少,-21924.0,-204129.0,-866149.0,0.0
存貨（增加）減少,-112124.0,-32894.0,-305865.0,-483397.0
其他流動資產（增加）減少,-1247486.0,-2017044.0,-243850.0,-168166.0
其他金融資產（增加）減少,-285997.0,-585827.0,-2870334.0,-138744.0
與營業活動相關之資產之淨變動合計,28476.0,-3319.0,-891539.0,-1314414.0
合約負債增加（減少）,25895.0,163119.0,-3319.0,-1249269.0
應付票據增加（減少）,130588.0,20599.0,173222.0,-3319.0
應付帳款增加（減少）,-12208.0,234877.0,-13516.0,-158321.0
應付帳款－關係人增加（減少）,1260.0,-10030.0,-37149.0,-36309.0
其他應付款增加（減少）,-111986.0,3592.0,-13547.0,-41555.0
負債準備增加（減少）,-1359472.0,-176989.0,6832.0,-461.0
其他流動負債增加（減少）,-935218.0,-2194033.0,-779016.0,28919.0
淨確定福利負債增加(減少),-498728.0,-1324967.0,-3649350.0,1272.0
與營業活動相關之負債之淨變動合計,7456.0,-528857.0,-2410057.0,-1459043.0
與營業活動相關之資產及負債之淨變動合計,8397.0,18777.0,-752333.0,-2773457.0
調整項目合計,-482875.0,-197959.0,73066.0,-756779.0
營運產生之現金流入（流出）,,-708039.0,-215393.0,715747.0
收取之利息,0.0,,-894660.0,133166.0
退還（支付）之所得稅,0.0,0.0,,-87458.0
營業活動之淨現金流入（流出）,-1091524.0,0.0,0.0,761455.0
投資活動之現金流量,991.0,-1981035.0,0.0,
取得透過其他綜合損益按公允價值衡量之金融資產,1511006.0,129.0,0.0,0.0
取得採用權益法之投資,-2136.0,-238.0,-2667448.0,0.0
處分子公司,0.0,3448040.0,127.0,0.0
取得不動產、廠房及設備,0.0,-15524.0,-1258.0,-3159605.0
處分不動產、廠房及設備,11111.0,0.0,-154682.0,128.0
取得使用權資產,429448.0,-9996.0,0.0,0.0
其他金融資產減少,,1441376.0,-31154.0,5243839.0
其他非流動資產增加,1992257.0,,0.0,-48032.0
預付設備款增加,-349605.0,2444574.0,-15422.0,0.0
預付設備款減少,0.0,-349605.0,3315.0,29980.0
收取之股利,-11262.0,1723500.0,-2866522.0,3315.0
投資活動之淨現金流入（流出）,18148.0,-1797247.0,,2069625.0
籌資活動之現金流量,-80280.0,-26744.0,2655283.0,
短期借款增加,1569258.0,0.0,0.0,0.0
短期借款減少,224583.0,-1737.0,-349605.0,-706094.0
應付短期票券增加,1740414.0,-191332.0,2149950.0,0.0
應付短期票券減少,10761870.0,1801409.0,-2125134.0,-339628.0
舉借長期借款,12502284.0,693835.0,-36027.0,4686350.0
償還長期借款,12502284.0,3228581.0,0.0,-2162869.0
