會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,101997.0,436059.0,325313.0,243537.0
本期稅前淨利（淨損）,101997.0,436059.0,325313.0,243537.0
折舊費用,56031.0,112492.0,171190.0,229841.0
攤銷費用,15.0,30.0,44.0,58.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-274.0,-252.0,-193.0,-148.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-41.0,3104.0,4076.0,3570.0
利息費用,36672.0,74492.0,113933.0,152861.0
利息收入,-2787.0,-5035.0,-7652.0,-10700.0
股份基礎給付酬勞成本,0.0,0.0,0.0,0.0
非金融資產減損損失,-17853.0,-9805.0,13112.0,11585.0
其他項目,-82.0,-573.0,-570.0,-632.0
收益費損項目合計,71681.0,174453.0,293940.0,386435.0
應收票據（增加）減少,-9891.0,31360.0,57930.0,50925.0
應收帳款（增加）減少,318243.0,199265.0,184994.0,409043.0
其他應收款（增加）減少,64066.0,139248.0,106414.0,168491.0
存貨（增加）減少,244572.0,317468.0,1548984.0,1373870.0
預付款項（增加）減少,-30892.0,14820.0,67631.0,23723.0
其他流動資產（增加）減少,1665.0,1051.0,3345.0,7870.0
與營業活動相關之資產之淨變動合計,587763.0,703212.0,1969298.0,2033922.0
合約負債增加（減少）,28242.0,-19784.0,-60612.0,-1401.0
應付票據增加（減少）,-41485.0,-37459.0,-37287.0,-26368.0
應付帳款增加（減少）,-90428.0,-90678.0,-189748.0,-94636.0
其他應付款增加（減少）,-80553.0,-34152.0,-124421.0,-125501.0
其他營業負債增加（減少）,436.0,14761.0,842.0,-100.0
與營業活動相關之負債之淨變動合計,-183788.0,-167312.0,-411226.0,-248006.0
與營業活動相關之資產及負債之淨變動合計,403975.0,535900.0,1558072.0,1785916.0
調整項目合計,475656.0,710353.0,1852012.0,2172351.0
營運產生之現金流入（流出）,577653.0,1146412.0,2177325.0,2415888.0
收取之利息,1245.0,1906.0,2939.0,4545.0
支付之利息,-36568.0,-72807.0,-111089.0,-147764.0
退還（支付）之所得稅,0.0,-140252.0,-140252.0,-133966.0
營業活動之淨現金流入（流出）,542330.0,935259.0,1928923.0,2138703.0
投資活動之現金流量,,,,
取得不動產、廠房及設備,-78307.0,-143667.0,-188451.0,-240495.0
處分不動產、廠房及設備,1965.0,1965.0,1965.0,2027.0
其他金融資產增加,0.0,86254.0,0.0,235546.0
其他非流動資產增加,145352.0,0.0,232421.0,-702.0
投資活動之淨現金流入（流出）,-1256.0,-1560.0,-1440.0,-3624.0
籌資活動之現金流量,67754.0,-57008.0,44495.0,
短期借款增加,,,,0.0
短期借款減少,0.0,0.0,0.0,-875132.0
應付短期票券增加,-542823.0,-305270.0,-1047806.0,80000.0
應付短期票券減少,60000.0,10000.0,90000.0,0.0
發行公司債,0.0,0.0,0.0,0.0
償還公司債,0.0,0.0,1174800.0,0.0
舉借長期借款,0.0,0.0,-2000237.0,1269800.0
償還長期借款,949800.0,949800.0,6398.0,-2370793.0
存入保證金增加,-1129950.0,-1489986.0,0.0,6397.0
存入保證金減少,444.0,0.0,-55.0,0.0
租賃本金償還,0.0,0.0,-363081.0,-83.0
發放現金股利,0.0,-28.0,0.0,-363081.0
現金增資,0.0,0.0,584.0,0.0
庫藏股票買回成本,0.0,0.0,-2139397.0,0.0
庫藏股票處分,0.0,0.0,129812.0,0.0
其他籌資活動,0.0,0.0,-36167.0,870.0
籌資活動之淨現金流入（流出）,-662529.0,584.0,212990.0,-2252022.0
匯率變動對現金及約當現金之影響,70641.0,-834900.0,176823.0,94775.0
本期現金及約當現金增加（減少）數,18196.0,76777.0,176823.0,-22168.0
期初現金及約當現金餘額,212990.0,120128.0,,212990.0
期末現金及約當現金餘額,231186.0,212990.0,,190822.0
資產負債表帳列之現金及約當現金,231186.0,333118.0,,190822.0
