會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,69833.0,178345.0,291870.0,360673.0
本期稅前淨利（淨損）,69833.0,178345.0,291870.0,360673.0
折舊費用,29197.0,58915.0,88701.0,118598.0
攤銷費用,440.0,704.0,853.0,1604.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-135.0,1691.0,-236.0,-473.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,143.0,1577.0,208.0,-595.0
利息費用,362.0,817.0,1226.0,1739.0
利息收入,-295.0,-714.0,-1173.0,-1740.0
股利收入,-1280.0,-2161.0,-9088.0,-10025.0
處分及報廢不動產、廠房及設備損失（利益）,28432.0,-1400.0,-1620.0,-1631.0
收益費損項目合計,5143.0,59429.0,78871.0,107477.0
應收票據（增加）減少,-20062.0,10243.0,-2557.0,1788.0
應收帳款（增加）減少,-187378.0,-159552.0,-13224.0,23325.0
存貨（增加）減少,-31094.0,-249790.0,-352986.0,-371842.0
預付款項（增加）減少,-25320.0,-46272.0,-24293.0,-1517.0
其他流動資產（增加）減少,-258711.0,-34942.0,-5433.0,7353.0
與營業活動相關之資產之淨變動合計,-1088.0,-480313.0,-398493.0,-340893.0
應付票據增加（減少）,134526.0,-269.0,-269.0,25.0
應付帳款增加（減少）,300.0,179754.0,67967.0,-60154.0
其他應付款增加（減少）,-39397.0,1684.0,1274.0,-23759.0
負債準備增加（減少）,5132.0,100390.0,131630.0,16431.0
其他流動負債增加（減少）,31975.0,9748.0,13267.0,-11023.0
淨確定福利負債增加(減少),1.0,18006.0,4277.0,5.0
與營業活動相關之負債之淨變動合計,131449.0,2.0,3.0,-78475.0
與營業活動相關之資產及負債之淨變動合計,-127262.0,309315.0,218149.0,-419368.0
調整項目合計,-98830.0,-170998.0,-180344.0,-311891.0
營運產生之現金流入（流出）,-28997.0,-111569.0,-101473.0,48782.0
收取之利息,295.0,66776.0,190397.0,1740.0
收取之股利,-331.0,714.0,1173.0,10025.0
支付之利息,-29033.0,2161.0,9088.0,-1739.0
退還（支付）之所得稅,,-817.0,-1226.0,-99078.0
營業活動之淨現金流入（流出）,-1659.0,-51077.0,-98260.0,-40270.0
投資活動之現金流量,0.0,17757.0,101172.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-852000.0,,,-1918.0
取得按攤銷後成本衡量之金融資產,866500.0,-1918.0,-1918.0,-10732.0
處分按攤銷後成本衡量之金融資產,-13814.0,-8859.0,-12200.0,0.0
取得透過損益按公允價值衡量之金融資產,1463.0,0.0,0.0,0.0
處分透過損益按公允價值衡量之金融資產,3517.0,0.0,299340.0,470340.0
取得不動產、廠房及設備,4007.0,261500.0,-64317.0,-97531.0
處分不動產、廠房及設備,,-42457.0,1802.0,1813.0
取得無形資產,54444.0,1582.0,-2053.0,-1546.0
取得投資性不動產,-1217.0,-1290.0,220654.0,-6620.0
其他非流動資產增加,566.0,208558.0,,-535.0
投資活動之淨現金流入（流出）,-2451.0,,2802.0,353271.0
籌資活動之現金流量,51342.0,0.0,0.0,
短期借款增加,26316.0,-3618.0,-3697.0,0.0
短期借款減少,81371.0,-2456.0,2454.0,-14057.0
租賃本金償還,107687.0,2770.0,-320205.0,-4941.0
其他非流動負債增加,107687.0,-2452.0,-2452.0,2553.0
