會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,45466.0,112087.0,105444.0,99726.0
本期稅前淨利（淨損）,45466.0,112087.0,105444.0,99726.0
折舊費用,16313.0,32634.0,49835.0,67871.0
利息費用,-42.0,2.0,2.0,15379.0
利息收入,3556.0,7405.0,11292.0,-73.0
採用權益法認列之關聯企業及合資損失（利益）之份額,0.0,-20.0,-20.0,1386.0
處分及報廢不動產、廠房及設備損失（利益）,257.0,611.0,983.0,93.0
處分投資損失（利益）,62.0,93.0,93.0,2.0
其他項目,20146.0,40725.0,0.0,13395.0
收益費損項目合計,-2000.0,-2.0,13395.0,98053.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-25455.0,-39411.0,75580.0,-2.0
應收票據（增加）減少,-26128.0,-22889.0,-2.0,3423.0
應收票據－關係人（增加）減少,-8592.0,44008.0,-5677.0,-10860.0
應收帳款（增加）減少,0.0,0.0,-8824.0,11544.0
應收帳款－關係人（增加）減少,-2274.0,-1734.0,20637.0,-5632.0
其他應收款（增加）減少,1193.0,1256.0,-2588.0,-412.0
其他應收款－關係人（增加）減少,-73022.0,-42698.0,-1.0,327.0
存貨（增加）減少,516.0,-3391.0,-2493.0,39940.0
預付款項（增加）減少,-408.0,0.0,34620.0,1299.0
其他流動資產（增加）減少,-136170.0,-64861.0,2115.0,1.0
與營業活動相關之資產之淨變動合計,12713.0,-38666.0,0.0,39628.0
合約負債增加（減少）,-4350.0,-10158.0,37787.0,-55838.0
應付票據增加（減少）,-1126.0,-1126.0,-45822.0,-12502.0
應付票據－關係人增加（減少）,4460.0,-78361.0,-19530.0,-1126.0
應付帳款增加（減少）,-107.0,-107.0,-1126.0,-47052.0
應付帳款－關係人增加（減少）,-21202.0,-14203.0,-86208.0,-107.0
其他應付款增加（減少）,0.0,0.0,-107.0,-10169.0
其他應付款－關係人增加（減少）,5.0,689.0,-16222.0,0.0
預收款項增加（減少）,-9607.0,0.0,0.0,0.0
其他流動負債增加（減少）,-145777.0,-141932.0,0.0,-163.0
淨確定福利負債增加(減少),-125631.0,-206793.0,-9.0,0.0
與營業活動相關之負債之淨變動合計,-80165.0,-166068.0,0.0,-126957.0
與營業活動相關之資產及負債之淨變動合計,0.0,-53981.0,-169024.0,-87329.0
調整項目合計,-3504.0,20.0,-131237.0,10724.0
營運產生之現金流入（流出）,0.0,-7391.0,-55657.0,110450.0
收取之利息,-83669.0,0.0,49787.0,73.0
收取之股利,,-61352.0,20.0,0.0
支付之利息,-6187.0,,0.0,-15220.0
退還（支付）之所得稅,-3709.0,-25187.0,-11265.0,0.0
營業活動之淨現金流入（流出）,0.0,-20871.0,0.0,95303.0
投資活動之現金流量,-190.0,0.0,38542.0,
取得透過損益按公允價值衡量之金融資產,0.0,-190.0,,0.0
處分透過損益按公允價值衡量之金融資產,0.0,0.0,0.0,0.0
取得採用權益法之投資,0.0,0.0,-25187.0,-25187.0
採用權益法之被投資公司減資退回股款,0.0,-46248.0,-28834.0,0.0
取得不動產、廠房及設備,-10086.0,,0.0,-33019.0
處分不動產、廠房及設備,,32383.0,-190.0,0.0
取得投資性不動產,47868.0,0.0,0.0,-190.0
其他金融資產增加,0.0,-22264.0,-213.0,0.0
其他非流動資產增加,-11132.0,0.0,-54424.0,-131.0
投資活動之淨現金流入（流出）,0.0,10119.0,,-58527.0
籌資活動之現金流量,0.0,-97481.0,-31505.0,
短期借款增加,36736.0,158555.0,0.0,-74103.0
短期借款減少,-57019.0,61074.0,0.0,0.0
舉借長期借款,158555.0,61074.0,-33396.0,0.0
償還長期借款,101536.0,,0.0,-49528.0
其他應付款－關係人減少,101536.0,,-64901.0,0.0
