會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,17549401.0,100.0,16332573.0,100.0,21691712.0,100.0,76419408.0,100.0
營業成本合計,13969449.0,79.6,13191485.0,80.77,17329906.0,79.89,60970511.0,79.78
營業毛利（毛損）,3579952.0,20.4,3141088.0,19.23,4361806.0,20.11,15448897.0,20.22
營業毛利（毛損）淨額,3579952.0,20.4,3141088.0,19.23,4361806.0,20.11,15448897.0,20.22
營業費用,,,,,,,,
推銷費用,301992.0,1.72,312271.0,1.91,378315.0,1.74,1351066.0,1.77
管理費用,309679.0,1.76,274077.0,1.68,345547.0,1.59,1258252.0,1.65
研究發展費用,586484.0,3.34,710672.0,4.35,725594.0,3.35,2688774.0,3.52
預期信用減損損失（利益）,-19730.0,-0.11,32780.0,0.2,16092.0,0.07,28766.0,0.04
營業費用合計,1178425.0,6.71,1329800.0,8.14,1465548.0,6.76,5326858.0,6.97
營業利益（損失）,2401527.0,13.68,1811288.0,11.09,2896258.0,13.35,10122039.0,13.25
營業外收入及支出,,,,,,,,
利息收入,23711.0,0.14,32574.0,0.2,51068.0,0.24,208178.0,0.27
其他收入,41923.0,0.24,51502.0,0.32,83285.0,0.38,294205.0,0.38
其他利益及損失淨額,216838.0,1.24,-126963.0,-0.78,342211.0,1.58,-40543.0,-0.05
財務成本淨額,81749.0,0.47,94738.0,0.58,97748.0,0.45,447655.0,0.59
營業外收入及支出合計,200723.0,1.14,-137625.0,-0.84,378816.0,1.75,14185.0,0.02
稅前淨利（淨損）,2602250.0,14.83,1673663.0,10.25,3275074.0,15.1,10136224.0,13.26
所得稅費用（利益）合計,716347.0,4.08,233441.0,1.43,762319.0,3.51,2135247.0,2.79
繼續營業單位本期淨利（淨損）,1885903.0,10.75,1440222.0,8.82,2512755.0,11.58,8000977.0,10.47
本期淨利（淨損）,1885903.0,10.75,1440222.0,8.82,2512755.0,11.58,8000977.0,10.47
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,130.0,0.0,146.0,0.0,529.0,0.0,123634.0,0.16
與不重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,111.0,0.0
不重分類至損益之項目：,130.0,0.0,146.0,0.0,529.0,0.0,24727.0,0.03
國外營運機構財務報表換算之兌換差額,972536.0,5.54,-404541.0,-2.48,339099.0,1.56,99018.0,0.13
與可能重分類之項目相關之所得稅,194507.0,1.11,-80908.0,-0.5,67820.0,0.31,494678.0,0.65
後續可能重分類至損益之項目：,778029.0,4.43,-323633.0,-1.98,271279.0,1.25,98936.0,0.13
其他綜合損益（淨額）,778159.0,4.43,-323487.0,-1.98,271808.0,1.25,395742.0,0.52
本期綜合損益總額,2664062.0,15.18,1116735.0,6.84,2784563.0,12.84,494760.0,0.65
淨利（損）歸屬於：,,,,,,,8495737.0,11.12
母公司業主（淨利∕損）,1885903.0,10.75,1440222.0,8.82,2512755.0,11.58,,
母公司業主（綜合損益）,2664062.0,15.18,1116735.0,6.84,2784563.0,12.84,8000977.0,10.47
基本每股盈餘,,,,,,,8495737.0,11.12
基本每股盈餘,1.58,,1.21,,2.11,,,
稀釋每股盈餘,,,,,,,6.71,
稀釋每股盈餘,1.58,,1.2,,2.1,,,
