會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,197247.0,100.0,238659.0,100.0,227466.0,100.0,934137.0,100.0
銷貨收入淨額,197247.0,100.0,238659.0,100.0,227466.0,100.0,934137.0,100.0
營業收入合計,197247.0,100.0,238659.0,100.0,227466.0,100.0,934137.0,100.0
營業成本合計,142766.0,72.38,165620.0,69.4,152789.0,67.17,635281.0,68.01
營業毛利（毛損）,54481.0,27.62,73039.0,30.6,74677.0,32.83,298856.0,31.99
營業毛利（毛損）淨額,54481.0,27.62,73039.0,30.6,74677.0,32.83,298856.0,31.99
營業費用,,,,,,,,
推銷費用,12700.0,6.44,15083.0,6.32,14629.0,6.43,60965.0,6.53
管理費用,31302.0,15.87,30647.0,12.84,33063.0,14.54,126650.0,13.56
研究發展費用,20865.0,10.58,20050.0,8.4,21374.0,9.4,89825.0,9.62
營業費用合計,64867.0,32.89,65780.0,27.56,69066.0,30.36,71.0,0.01
營業利益（損失）,-10386.0,-5.27,7259.0,3.04,5611.0,2.47,277511.0,29.71
營業外收入及支出,,,,,,,21345.0,2.28
利息收入,45.0,0.02,92.0,0.04,250.0,0.11,,
其他收入,8754.0,4.44,12341.0,5.17,9080.0,3.99,1398.0,0.15
其他利益及損失淨額,14252.0,7.23,7093.0,2.97,23339.0,10.26,37443.0,4.01
財務成本淨額,2533.0,1.28,2832.0,1.19,2991.0,1.31,29746.0,3.18
營業外收入及支出合計,20518.0,10.4,16694.0,6.99,29678.0,13.05,11446.0,1.23
稅前淨利（淨損）,10132.0,5.14,23953.0,10.04,35289.0,15.51,57141.0,6.12
所得稅費用（利益）合計,51.0,0.03,82.0,0.03,1.0,0.0,78486.0,8.4
繼續營業單位本期淨利（淨損）,10081.0,5.11,23871.0,10.0,35288.0,15.51,977.0,0.1
本期淨利（淨損）,10081.0,5.11,23871.0,10.0,35288.0,15.51,77509.0,8.3
其他綜合損益(淨額),,,,,,,77509.0,8.3
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-288.0,-0.15,-645.0,-0.27,-96.0,-0.04,,
與不重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,-1124.0,-0.12
不重分類至損益之項目：,-288.0,-0.15,-645.0,-0.27,-96.0,-0.04,0.0,0.0
國外營運機構財務報表換算之兌換差額,-7990.0,-4.05,-654.0,-0.27,-7536.0,-3.31,-1124.0,-0.12
與可能重分類之項目相關之所得稅,0.0,0.0,0.0,0.0,0.0,0.0,-11085.0,-1.19
後續可能重分類至損益之項目：,-7990.0,-4.05,-654.0,-0.27,-7536.0,-3.31,0.0,0.0
其他綜合損益（淨額）,-8278.0,-4.2,-1299.0,-0.54,-7632.0,-3.36,-11085.0,-1.19
本期綜合損益總額,1803.0,0.91,22572.0,9.46,27656.0,12.16,-12209.0,-1.31
淨利（損）歸屬於：,,,,,,,65300.0,6.99
母公司業主（淨利∕損）,10384.0,5.26,23899.0,10.01,35575.0,15.64,,
非控制權益（淨利∕損）,-303.0,-0.15,-28.0,-0.01,-287.0,-0.13,79598.0,8.52
母公司業主（綜合損益）,2654.0,1.35,23227.0,9.73,29140.0,12.81,-2089.0,-0.22
非控制權益（綜合損益）,-851.0,-0.43,-655.0,-0.27,-1484.0,-0.65,69176.0,7.41
基本每股盈餘,,,,,,,-3876.0,-0.41
基本每股盈餘,0.42,,0.96,,1.43,,,
稀釋每股盈餘,,,,,,,3.21,
稀釋每股盈餘,0.41,,0.96,,1.43,,,
