會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入淨額,4194557.0,100.0,3726425.0,100.0,2513570.0,100.0,12796257.0,100.0
營業收入合計,4194557.0,100.0,3726425.0,100.0,2513570.0,100.0,12796257.0,100.0
銷貨成本,3649793.0,87.01,3127987.0,83.94,2640180.0,105.04,11588841.0,90.56
營業成本合計,3649793.0,87.01,3127987.0,83.94,2640180.0,105.04,11588841.0,90.56
營業毛利（毛損）,544764.0,12.99,598438.0,16.06,-126610.0,-5.04,1207416.0,9.44
營業毛利（毛損）淨額,544764.0,12.99,598438.0,16.06,-126610.0,-5.04,1207416.0,9.44
營業費用,,,,,,,,
推銷費用,175753.0,4.19,98726.0,2.65,53629.0,2.13,358056.0,2.8
管理費用,59385.0,1.42,72980.0,1.96,53621.0,2.13,232975.0,1.82
研究發展費用,20529.0,0.49,21971.0,0.59,18418.0,0.73,77212.0,0.6
營業費用合計,255667.0,6.1,193677.0,5.2,125668.0,5.0,9560.0,0.07
營業利益（損失）,289097.0,6.89,404761.0,10.86,-252278.0,-10.04,677803.0,5.3
營業外收入及支出,,,,,,,529613.0,4.14
利息收入,2769.0,0.07,4484.0,0.12,6907.0,0.27,,
其他收入,11.0,0.0,0.0,0.0,0.0,0.0,24965.0,0.2
其他利益及損失淨額,38694.0,0.92,22413.0,0.6,58963.0,2.35,11.0,0.0
財務成本淨額,1400.0,0.03,1626.0,0.04,51.0,0.0,121540.0,0.95
採用權益法認列之關聯企業及合資損益之份額淨額,-10800.0,-0.26,-8112.0,-0.22,-5919.0,-0.24,4434.0,0.03
營業外收入及支出合計,29274.0,0.7,17159.0,0.46,59900.0,2.38,-26556.0,-0.21
稅前淨利（淨損）,318371.0,7.59,421920.0,11.32,-192378.0,-7.65,115526.0,0.9
所得稅費用（利益）合計,65778.0,1.57,94693.0,2.54,-35763.0,-1.42,645139.0,5.04
繼續營業單位本期淨利（淨損）,252593.0,6.02,327227.0,8.78,-156615.0,-6.23,149601.0,1.17
本期淨利（淨損）,252593.0,6.02,327227.0,8.78,-156615.0,-6.23,495538.0,3.87
其他綜合損益(淨額),,,,,,,495538.0,3.87
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,101.0,0.0,-550.0,-0.01,5641.0,0.22,,
不重分類至損益之項目：,101.0,0.0,-550.0,-0.01,5641.0,0.22,152401.0,1.19
國外營運機構財務報表換算之兌換差額,16967.0,0.4,-10686.0,-0.29,1424.0,0.06,4256.0,0.03
後續可能重分類至損益之項目：,16967.0,0.4,-10686.0,-0.29,1424.0,0.06,30480.0,0.24
其他綜合損益（淨額）,17068.0,0.41,-11236.0,-0.3,7065.0,0.28,126177.0,0.99
本期綜合損益總額,269661.0,6.43,315991.0,8.48,-149550.0,-5.95,2800.0,0.02
淨利（損）歸屬於：,,,,,,,495.0,0.0
母公司業主（淨利∕損）,251913.0,6.01,340817.0,9.15,-155275.0,-6.18,2305.0,0.02
非控制權益（淨利∕損）,680.0,0.02,-13590.0,-0.36,-1340.0,-0.05,128482.0,1.0
母公司業主（綜合損益）,266972.0,6.36,332189.0,8.91,-147115.0,-5.85,624020.0,4.88
非控制權益（綜合損益）,2689.0,0.06,-16198.0,-0.43,-2435.0,-0.1,,
基本每股盈餘,,,,,,,505180.0,3.95
繼續營業單位淨利（淨損）,0.78,,1.06,,-0.48,,-9642.0,-0.08
基本每股盈餘,0.78,,1.06,,-0.48,,635142.0,4.96
稀釋每股盈餘,,,,,,,-11122.0,-0.09
繼續營業單位淨利（淨損）,0.78,,1.06,,-0.48,,,
稀釋每股盈餘,0.78,,1.06,,-0.48,,1.57,
