會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,729511.0,12.97,759489.0,13.37,548209.0,10.27,653472.0,12.15
透過損益按公允價值衡量之金融資產－流動,190613.0,3.39,174000.0,3.06,184921.0,3.46,183859.0,3.42
透過其他綜合損益按公允價值衡量之金融資產－流動,83900.0,1.49,81800.0,1.44,84200.0,1.58,83600.0,1.55
按攤銷後成本衡量之金融資產－流動,787101.0,13.99,788958.0,13.89,747154.0,14.0,676707.0,12.58
應收票據淨額,81978.0,1.46,98756.0,1.74,100783.0,1.89,117828.0,2.19
應收票據－關係人淨額,1356.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
應收帳款淨額,136584.0,2.43,161303.0,2.84,135747.0,2.54,151202.0,2.81
應收帳款－關係人淨額,147.0,0.0,199.0,0.0,110.0,0.0,16.0,0.0
存貨,539165.0,9.58,566144.0,9.97,513240.0,9.61,494311.0,9.19
其他流動資產,10715.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0
流動資產合計,2561070.0,45.52,14284.0,0.25,12911.0,0.24,14815.0,0.28
非流動資產,,,2644933.0,46.58,2327275.0,43.59,2375810.0,44.18
透過其他綜合損益按公允價值衡量之金融資產－非流動,116028.0,2.06,,,,,,
採用權益法之投資,34602.0,0.62,101728.0,1.79,101999.0,1.91,104581.0,1.94
不動產、廠房及設備,793949.0,14.11,34471.0,0.61,34866.0,0.65,33915.0,0.63
使用權資產,64819.0,1.15,789796.0,13.91,785698.0,14.72,787021.0,14.63
投資性不動產淨額,1841520.0,32.73,57717.0,1.02,48664.0,0.91,43894.0,0.82
遞延所得稅資產,156329.0,2.78,1839564.0,32.4,1837607.0,34.42,1829991.0,34.03
其他非流動資產,57674.0,1.03,154184.0,2.72,158601.0,2.97,159015.0,2.96
非流動資產合計,3064921.0,54.48,56149.0,0.99,43694.0,0.82,43648.0,0.81
資產總額,5625991.0,100.0,3033609.0,53.42,3011129.0,56.41,3002065.0,55.82
流動負債,,,5678542.0,100.0,5338404.0,100.0,5377875.0,100.0
短期借款,600000.0,10.66,,,,,,
合約負債－流動,89295.0,1.59,600000.0,10.57,600000.0,11.24,600000.0,11.16
應付帳款,224968.0,4.0,72051.0,1.27,64855.0,1.21,62325.0,1.16
應付帳款－關係人,1844.0,0.03,300606.0,5.29,214589.0,4.02,244357.0,4.54
其他應付款,68711.0,1.22,2022.0,0.04,2690.0,0.05,2579.0,0.05
本期所得稅負債,11373.0,0.2,327194.0,5.76,61025.0,1.14,61367.0,1.14
租賃負債－流動,36848.0,0.65,7922.0,0.14,9086.0,0.17,10557.0,0.2
其他流動負債,661.0,0.01,31486.0,0.55,27235.0,0.51,24427.0,0.45
流動負債合計,1033700.0,18.37,574.0,0.01,771.0,0.01,1523.0,0.03
非流動負債,,,1341855.0,23.63,980251.0,18.36,1007135.0,18.73
遞延所得稅負債,127099.0,2.26,,,,,,
租賃負債－非流動,30766.0,0.55,127099.0,2.24,133205.0,2.5,0.0,0.0
其他非流動負債,11598.0,0.21,28166.0,0.5,23304.0,0.44,0.0,0.0
非流動負債合計,169463.0,3.01,11418.0,0.2,11582.0,0.22,131001.0,2.44
負債總額,1203163.0,21.39,166683.0,2.94,168091.0,3.15,20966.0,0.39
歸屬於母公司業主之權益,,,1508538.0,26.57,1148342.0,21.51,11583.0,0.22
股本,,,,,,,163550.0,3.04
普通股股本,3227358.0,57.37,,,,,1170685.0,21.77
股本合計,3227358.0,57.37,3227358.0,56.83,3227358.0,60.46,,
資本公積,,,3227358.0,56.83,3227358.0,60.46,,
資本公積合計,5802.0,0.1,,,,,3227358.0,60.01
保留盈餘,,,5857.0,0.1,5857.0,0.11,3227358.0,60.01
法定盈餘公積,146521.0,2.6,,,,,,
特別盈餘公積,311389.0,5.53,175444.0,3.09,175444.0,3.29,5857.0,0.11
未分配盈餘（或待彌補虧損）,767529.0,13.64,311389.0,5.48,311389.0,5.83,,
保留盈餘合計,1225439.0,21.78,501625.0,8.83,519013.0,9.72,175444.0,3.26
其他權益,,,988458.0,17.41,1005846.0,18.84,311389.0,5.79
國外營運機構財務報表換算之兌換差額,-1534.0,-0.03,,,,,534160.0,9.93
透過其他綜合損益按公允價值衡量之金融資產未實現評價損益,-34237.0,-0.61,-1534.0,-0.03,-1534.0,-0.03,1020993.0,18.99
其他權益合計,-35771.0,-0.64,-50135.0,-0.88,-47465.0,-0.89,,
歸屬於母公司業主之權益合計,4422828.0,78.61,-51669.0,-0.91,-48999.0,-0.92,-47018.0,-0.87
權益總額,4422828.0,78.61,0.0,0.0,0.0,0.0,0.0,0.0
負債及權益總計,5625991.0,100.0,4170004.0,73.43,4190062.0,78.49,4207190.0,78.23
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,0.0,0.0,0.0,0.0,0.0
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,4170004.0,73.43,4190062.0,78.49,4207190.0,78.23
