會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,26216.0,50686.0,71160.0,85359.0
本期稅前淨利（淨損）,26216.0,50686.0,71160.0,85359.0
折舊費用,16862.0,33743.0,49777.0,65663.0
攤銷費用,1931.0,3579.0,4563.0,5140.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-3235.0,-3950.0,-1805.0,809.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,4606.0,26166.0,38030.0,40233.0
利息費用,1809.0,3937.0,6308.0,8774.0
利息收入,-1209.0,-2588.0,-3403.0,-9448.0
股利收入,-83.0,-9138.0,-10021.0,-10094.0
股份基礎給付酬勞成本,267.0,398.0,3.0,0.0
採用權益法認列之關聯企業及合資損失（利益）之份額,6738.0,0.0,72.0,955.0
處分及報廢不動產、廠房及設備損失（利益）,-10273.0,8696.0,2128.0,72.0
處分投資性不動產損失（利益）,0.0,-21970.0,20435.0,0.0
處分投資損失（利益）,17413.0,0.0,-44065.0,0.0
處分採用權益法之投資損失（利益）,-40811.0,38873.0,37.0,0.0
金融資產減損損失,85346.0,-45758.0,62059.0,2211.0
非金融資產減損損失,-1356.0,68568.0,-67234.0,21611.0
非金融資產減損迴轉利益,24149.0,0.0,66542.0,-186.0
未實現銷貨利益（損失）,-188.0,-1302.0,22108.0,0.0
已實現銷貨損失（利益）,21243.0,-149.0,-60.0,0.0
未實現外幣兌換損失（利益）,76067.0,-7694.0,33471.0,-26688.0
其他項目,164450.0,73323.0,71581.0,37.0
收益費損項目合計,18452.0,86988.0,126408.0,99089.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-82878.0,1208.0,-5988.0,-68375.0
應收票據（增加）減少,2101.0,-7240.0,-93257.0,49497.0
應收票據－關係人（增加）減少,-27429.0,-1922.0,-1159.0,0.0
應收帳款（增加）減少,142.0,-22949.0,-31160.0,4039.0
應收帳款－關係人（增加）減少,-89612.0,56.0,253.0,34.0
存貨（增加）減少,74838.0,-30847.0,-131311.0,51224.0
其他流動資產（增加）減少,92251.0,56141.0,-4903.0,70102.0
與營業活動相關之資產之淨變動合計,118467.0,95014.0,57156.0,106521.0
合約負債增加（減少）,1897.0,145700.0,128316.0,-8518.0
應付帳款增加（減少）,83.0,2363.0,5238.0,-63489.0
應付帳款－關係人增加（減少）,-1590.0,9138.0,10021.0,-1270.0
其他應付款增加（減少）,-166.0,-3509.0,-5696.0,-29937.0
預收款項增加（減少）,118691.0,-4643.0,-5131.0,0.0
其他流動負債增加（減少）,,149049.0,132748.0,1005.0
其他營業負債增加（減少）,-90000.0,,,0.0
與營業活動相關之負債之淨變動合計,0.0,-90000.0,-90000.0,-102209.0
與營業活動相關之資產及負債之淨變動合計,-362281.0,0.0,0.0,4312.0
調整項目合計,382921.0,500.0,500.0,103401.0
營運產生之現金流入（流出）,-469.0,-363069.0,-703738.0,188760.0
收取之利息,130547.0,382921.0,786984.0,8439.0
收取之股利,-253.0,0.0,-1828.0,10094.0
支付之利息,728.0,-1208.0,130547.0,-8756.0
退還（支付）之所得稅,61193.0,0.0,0.0,-2911.0
營業活動之淨現金流入（流出）,,130547.0,9696.0,195626.0
投資活動之現金流量,0.0,0.0,1356.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-9442.0,0.0,133517.0,-90000.0
處分透過其他綜合損益按公允價值衡量之金融資產,-9442.0,353.0,,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-10483.0,0.0,600000.0,500.0
取得按攤銷後成本衡量之金融資產,159959.0,0.0,-600000.0,-651074.0
按攤銷後成本衡量之金融資產到期還本,569552.0,1356.0,0.0,786985.0
處分透過損益按公允價值衡量之金融資產,729511.0,0.0,-16.0,0.0
取得採用權益法之投資,729511.0,61400.0,-30106.0,0.0
