會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-29477.0,-114704.0,-43083.0,-81061.0
本期稅前淨利（淨損）,-29477.0,-114704.0,-43083.0,-81061.0
折舊費用,46949.0,90738.0,134167.0,173448.0
攤銷費用,18823.0,37696.0,59994.0,80321.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,44796.0,60912.0,76325.0,112526.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-8655.0,-16624.0,-40070.0,768.0
利息費用,19960.0,40283.0,62589.0,84529.0
利息收入,-161.0,-439.0,-746.0,-2275.0
股份基礎給付酬勞成本,24497.0,29928.0,35358.0,40788.0
採用權益法認列之關聯企業及合資損失（利益）之份額,1635.0,4314.0,7940.0,1967.0
處分及報廢不動產、廠房及設備損失（利益）,-217.0,-161.0,-31.0,-433.0
處分無形資產損失（利益）,0.0,0.0,0.0,0.0
非金融資產減損損失,334.0,35971.0,48138.0,73502.0
非金融資產減損迴轉利益,-99356.0,-200275.0,-488469.0,24882.0
未實現外幣兌換損失（利益）,48605.0,82343.0,28118.0,-409046.0
其他項目,7.0,-1424.0,-76687.0,28080.0
收益費損項目合計,32150.0,384467.0,618.0,209057.0
應收票據（增加）減少,1487.0,8744.0,605538.0,550.0
應收帳款（增加）減少,606844.0,867246.0,-3020.0,601778.0
應收帳款－關係人（增加）減少,32243.0,22447.0,947012.0,-24909.0
其他應收款（增加）減少,-6707.0,11667.0,-7621.0,-36586.0
存貨（增加）減少,666024.0,1293147.0,8747.0,768900.0
預付款項（增加）減少,-9303.0,1128.0,1551274.0,-86992.0
其他流動資產（增加）減少,-19389.0,-20445.0,8551.0,8126.0
與營業活動相關之資產之淨變動合計,-496688.0,-697856.0,-16309.0,1230867.0
合約負債增加（減少）,-34990.0,-191456.0,-738730.0,156097.0
應付票據增加（減少）,6128.0,329.0,-132307.0,12846.0
應付帳款增加（減少）,-4417.0,-47405.0,2536.0,-476108.0
其他應付款增加（減少）,88.0,210.0,-378.0,-200542.0
負債準備增加（減少）,-558571.0,-955495.0,-37118.0,-5012.0
其他流動負債增加（減少）,107453.0,337652.0,191.0,-35572.0
淨確定福利負債增加(減少),156058.0,419995.0,-913564.0,-233.0
與營業活動相關之負債之淨變動合計,126581.0,305291.0,637710.0,-548524.0
與營業活動相關之資產及負債之淨變動合計,161.0,439.0,561023.0,682343.0
調整項目合計,-16615.0,-30236.0,517940.0,891400.0
營運產生之現金流入（流出）,-122.0,-3216.0,746.0,810339.0
收取之利息,110005.0,272278.0,-48514.0,2275.0
支付之利息,,,-6922.0,-65346.0
退還（支付）之所得稅,-11760.0,-11760.0,463250.0,-120502.0
營業活動之淨現金流入（流出）,137517.0,114720.0,,626766.0
投資活動之現金流量,-4000.0,-4000.0,-11760.0,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,-38341.0,102815.0,-11761.0
取得按攤銷後成本衡量之金融資產,-7470.0,-126086.0,-600.0,21106.0
取得透過損益按公允價值衡量之金融資產,-48809.0,13905.0,-4000.0,-600.0
取得採用權益法之投資,13867.0,1363.0,-28000.0,-4000.0
對子公司之收購（扣除所取得之現金）,4418.0,-5317.0,-57107.0,-49951.0
取得不動產、廠房及設備,-3243.0,714.0,-159331.0,-355560.0
處分不動產、廠房及設備,348.0,-54802.0,14017.0,17216.0
存出保證金增加,80868.0,,-16083.0,-12872.0
取得無形資產,,-584202.0,-20846.0,-32811.0
其他非流動資產增加,-434547.0,0.0,1063.0,-7387.0
其他非流動資產減少,-41078.0,-81128.0,-179832.0,0.0
投資活動之淨現金流入（流出）,73.0,-408.0,,-436620.0
籌資活動之現金流量,-4267.0,-10257.0,-729844.0,
短期借款增加,3413.0,3413.0,0.0,0.0
短期借款減少,26791.0,-35423.0,400000.0,-502054.0
發行公司債,-449615.0,26791.0,-121164.0,0.0
舉借長期借款,13641.0,0.0,-102.0,723145.0
償還長期借款,-245101.0,-681214.0,-14699.0,-166873.0
存入保證金增加,1212636.0,34511.0,-317502.0,176.0
租賃本金償還,967535.0,-429227.0,3413.0,-25962.0
發放現金股利,967535.0,1212636.0,-96415.0,-317502.0
