民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,72264.0,86331.0,,,,
本期稅前淨利（淨損）,72264.0,86331.0,,,,
折舊費用,15804.0,8857.0,,,,
攤銷費用,411.0,410.0,,,,
呆帳費用提列（轉列收入）數,0.0,-1437.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-2426.0,-1848.0,,,,
利息費用,1701.0,576.0,,,,
利息收入,-675.0,-500.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,0.0,510.0,,,,
非金融資產減損損失,3120.0,0.0,,,,
其他項目,378.0,115.0,,,,
收益費損項目合計,18313.0,6683.0,,,,
應收票據（增加）減少,-1614.0,3003.0,,,,
應收帳款（增加）減少,3927.0,-10762.0,,,,
應收帳款－關係人（增加）減少,-18867.0,0.0,,,,
其他應收款（增加）減少,-376.0,-95.0,,,,
存貨（增加）減少,-10584.0,-14705.0,,,,
生物資產（增加）減少,48.0,-88.0,,,,
預付費用（增加）減少,285.0,3123.0,,,,
預付款項（增加）減少,5419.0,11814.0,,,,
其他流動資產（增加）減少,261.0,-91.0,,,,
其他金融資產（增加）減少,397.0,2049.0,,,,
與營業活動相關之資產之淨變動合計,-21104.0,-5752.0,,,,
應付帳款增加（減少）,-2099.0,6570.0,,,,
其他應付款增加（減少）,-37058.0,-28859.0,,,,
預收款項增加（減少）,-1560.0,-2809.0,,,,
其他流動負債增加（減少）,-619.0,1105.0,,,,
與營業活動相關之負債之淨變動合計,-41336.0,-23993.0,,,,
與營業活動相關之資產及負債之淨變動合計,-62440.0,-29745.0,,,,
調整項目合計,-44127.0,-23062.0,,,,
營運產生之現金流入（流出）,28137.0,63269.0,,,,
支付之利息,-1602.0,-557.0,,,,
退還（支付）之所得稅,-16585.0,-31206.0,,,,
營業活動之淨現金流入（流出）,9950.0,31506.0,,,,
投資活動之現金流量,,,,,,
處分原始認列時指定為透過損益按公允價值衡量之金融資產,100469.0,0.0,,,,
取得不動產、廠房及設備,-25480.0,-26236.0,,,,
存出保證金增加,-923.0,0.0,,,,
存出保證金減少,38805.0,0.0,,,,
取得無形資產,-304.0,-593.0,,,,
其他金融資產增加,-8002.0,0.0,,,,
其他非流動資產增加,0.0,-1088.0,,,,
預付設備款增加,-9435.0,-5474.0,,,,
其他預付款項增加,-70881.0,0.0,,,,
收取之利息,675.0,500.0,,,,
投資活動之淨現金流入（流出）,24924.0,-32891.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,98918.0,38004.0,,,,
存入保證金增加,3114.0,20041.0,,,,
存入保證金減少,-724.0,-17722.0,,,,
籌資活動之淨現金流入（流出）,101308.0,40323.0,,,,
匯率變動對現金及約當現金之影響,-1094.0,-1375.0,,,,
本期現金及約當現金增加（減少）數,135088.0,37563.0,,,,
期初現金及約當現金餘額,319280.0,278068.0,,,,
期末現金及約當現金餘額,454368.0,315631.0,,,,
資產負債表帳列之現金及約當現金,454368.0,315631.0,,,,
