會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,181015.0,100.0,172103.0,100.0,252642.0,100.0,801868.0,100.0
營業成本合計,61726.0,34.1,70525.0,40.98,96289.0,38.11,315712.0,39.37
營業毛利（毛損）,119289.0,65.9,101578.0,59.02,156353.0,61.89,486156.0,60.63
營業毛利（毛損）淨額,119289.0,65.9,101578.0,59.02,156353.0,61.89,486156.0,60.63
營業費用,,,,,,,,
推銷費用,2756.0,1.52,2171.0,1.26,2925.0,1.16,10910.0,1.36
管理費用,12250.0,6.77,17567.0,10.21,20513.0,8.12,59039.0,7.36
營業費用合計,15006.0,8.29,19738.0,11.47,23438.0,9.28,69949.0,8.72
營業利益（損失）,104283.0,57.61,81840.0,47.55,132915.0,52.61,416207.0,51.9
營業外收入及支出,,,,,,,,
利息收入,605.0,0.33,1547.0,0.9,4092.0,1.62,13996.0,1.75
其他收入,371.0,0.2,631.0,0.37,5806.0,2.3,7338.0,0.92
其他利益及損失淨額,-15699.0,-8.67,-1914.0,-1.11,-14595.0,-5.78,-26846.0,-3.35
財務成本淨額,13656.0,7.54,14281.0,8.3,18116.0,7.17,65519.0,8.17
預期信用減損損失（利益）,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
採用權益法認列之關聯企業及合資損益之份額淨額,20341.0,11.24,47644.0,27.68,19901.0,7.88,123000.0,15.34
營業外收入及支出合計,-8038.0,-4.44,33627.0,19.54,-2912.0,-1.15,51969.0,6.48
稅前淨利（淨損）,96245.0,53.17,115467.0,67.09,130003.0,51.46,468176.0,58.39
所得稅費用（利益）合計,12574.0,6.95,22443.0,13.04,15062.0,5.96,61409.0,7.66
繼續營業單位本期淨利（淨損）,83671.0,46.22,93024.0,54.05,114941.0,45.5,406767.0,50.73
本期淨利（淨損）,83671.0,46.22,93024.0,54.05,114941.0,45.5,406767.0,50.73
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,48140.0,26.59,35099.0,20.39,-89144.0,-35.28,2486.0,0.31
不重分類至損益之項目：,48140.0,26.59,35099.0,20.39,-89144.0,-35.28,2486.0,0.31
國外營運機構財務報表換算之兌換差額,26804.0,14.81,32498.0,18.88,61950.0,24.52,89114.0,11.11
後續可能重分類至損益之項目：,26804.0,14.81,32498.0,18.88,61950.0,24.52,26.0,0.0
其他綜合損益（淨額）,74944.0,41.4,67597.0,39.28,-27194.0,-10.76,89140.0,11.12
本期綜合損益總額,158615.0,87.63,160621.0,93.33,87747.0,34.73,91626.0,11.43
淨利（損）歸屬於：,,,,,,,498393.0,62.15
母公司業主（淨利∕損）,83650.0,46.21,93374.0,54.25,115672.0,45.78,,
非控制權益（淨利∕損）,21.0,0.01,-350.0,-0.2,-731.0,-0.29,407483.0,50.82
母公司業主（綜合損益）,158594.0,87.61,160971.0,93.53,88478.0,35.02,-716.0,-0.09
非控制權益（綜合損益）,21.0,0.01,-350.0,-0.2,-731.0,-0.29,499109.0,62.24
基本每股盈餘,,,,,,,-716.0,-0.09
基本每股盈餘,0.41,,0.46,,0.57,,,
稀釋每股盈餘,,,,,,,2.0,
稀釋每股盈餘,0.41,,0.46,,0.57,,,
