會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,96245.0,211712.0,341715.0,468176.0
本期稅前淨利（淨損）,96245.0,211712.0,341715.0,468176.0
折舊費用,25943.0,51954.0,78465.0,105004.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,138.0,147.0,140.0,-96.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,19701.0,26168.0,52532.0,42612.0
利息費用,13656.0,27937.0,46053.0,65519.0
利息收入,-605.0,-2152.0,-6244.0,-13996.0
股利收入,-924.0,-256.0,-5643.0,-5643.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-20341.0,-67985.0,-87886.0,-123000.0
處分及報廢不動產、廠房及設備損失（利益）,4.0,13.0,-2912.0,0.0
處分投資損失（利益）,0.0,0.0,-151.0,-2963.0
處分採用權益法之投資損失（利益）,-7006.0,-14011.0,-21017.0,-153.0
其他項目,30566.0,21815.0,53337.0,-28022.0
收益費損項目合計,-38694.0,-42326.0,-58271.0,39262.0
強制透過損益按公允價值衡量之金融資產（增加）減少,759.0,25.0,626.0,-85191.0
應收票據（增加）減少,-4662.0,-13118.0,-28068.0,716.0
應收帳款（增加）減少,13788.0,11727.0,13780.0,-32788.0
其他應收款（增加）減少,-2638.0,30153.0,75177.0,16810.0
存貨（增加）減少,229.0,-9056.0,-3186.0,115971.0
其他流動資產（增加）減少,-1.0,-1.0,0.0,389.0
其他營業資產（增加）減少,-31219.0,-22596.0,58.0,0.0
與營業活動相關之資產之淨變動合計,-963.0,-1232.0,1306.0,15907.0
應付票據增加（減少）,-57171.0,-86494.0,-86746.0,16104.0
應付帳款增加（減少）,-2689.0,17119.0,4248.0,-86402.0
其他流動負債增加（減少）,-60823.0,-70607.0,-81192.0,-23623.0
與營業活動相關之負債之淨變動合計,-92042.0,-93203.0,-81134.0,-93921.0
與營業活動相關之資產及負債之淨變動合計,-61476.0,-71388.0,-27797.0,-78014.0
調整項目合計,34769.0,140324.0,313918.0,-38752.0
營運產生之現金流入（流出）,596.0,2143.0,5414.0,429424.0
收取之利息,924.0,2266.0,40076.0,9585.0
收取之股利,-13631.0,-27920.0,-46016.0,40987.0
支付之利息,2199.0,-39624.0,-72146.0,-65226.0
退還（支付）之所得稅,24857.0,77189.0,241246.0,-73479.0
營業活動之淨現金流入（流出）,,,,341291.0
投資活動之現金流量,0.0,-585234.0,-585234.0,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,270.0,270.0,-629497.0
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,0.0,0.0,270.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,0.0,0.0,0.0,0.0
取得採用權益法之投資,0.0,0.0,0.0,0.0
處分子公司,-69464.0,-42.0,2925.0,0.0
採用權益法之被投資公司減資退回股款,-7934.0,0.0,-82.0,2925.0
取得不動產、廠房及設備,-77398.0,-79079.0,-152.0,-1717.0
處分不動產、廠房及設備,,-19169.0,0.0,0.0
存出保證金減少,174000.0,-683254.0,-84379.0,-152.0
取得投資性不動產,-162000.0,,-22272.0,-99619.0
預付設備款增加,-12500.0,846000.0,-688924.0,-22272.0
投資活動之淨現金流入（流出）,0.0,-337000.0,,-750062.0
籌資活動之現金流量,-500.0,-12500.0,1330000.0,
短期借款增加,20156.0,1053.0,-772000.0,1545000.0
短期借款減少,-32885.0,0.0,-37500.0,-1061000.0
舉借長期借款,949383.0,497553.0,1092.0,0.0
償還長期借款,916498.0,44382.0,0.0,-37500.0
存入保證金減少,916498.0,-64130.0,-183034.0,-8.0
