會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,8055532.0,16422693.0,24685251.0,31128020.0
本期稅前淨利（淨損）,8055532.0,16422693.0,24685251.0,31128020.0
折舊費用,1724843.0,3385824.0,5149522.0,6991227.0
攤銷費用,188986.0,389718.0,561199.0,696791.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-5561.0,7245.0,2112.0,-194.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-437590.0,-360214.0,-722352.0,-757192.0
利息費用,235121.0,504956.0,848484.0,1259408.0
利息收入,-268717.0,-592128.0,-1013359.0,-1560937.0
股利收入,-48644.0,-5398.0,-24281.0,-32614.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-1507.0,-137389.0,-173690.0,-184656.0
處分及報廢不動產、廠房及設備損失（利益）,5492.0,-35792.0,-31378.0,-24127.0
處分無形資產損失（利益）,-73011.0,0.0,0.0,0.0
非金融資產減損損失,2550.0,156541.0,388360.0,720580.0
非金融資產減損迴轉利益,1321962.0,46841.0,82528.0,0.0
未實現外幣兌換損失（利益）,1180726.0,-43807.0,-36092.0,-44914.0
其他項目,-49459.0,3316397.0,5031053.0,-39923.0
收益費損項目合計,-1637482.0,938884.0,1221390.0,7023449.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-20038.0,51087.0,87229.0,1836238.0
應收票據（增加）減少,88057.0,-2611089.0,-136235.0,78493.0
應收帳款（增加）減少,-4531.0,-173106.0,-177790.0,1223819.0
應收帳款－關係人（增加）減少,-1006355.0,8509.0,-162082.0,-177790.0
其他應收款（增加）減少,-834807.0,-10047.0,2405.0,-1011760.0
其他應收款－關係人（增加）減少,-164182.0,-2823027.0,-2053364.0,2405.0
存貨（增加）減少,-2448071.0,-1014594.0,-812234.0,-951823.0
預付款項（增加）減少,-3710.0,-65033.0,316300.0,-676588.0
其他流動資產（增加）減少,-1030526.0,-5698416.0,-1714381.0,-141495.0
與營業活動相關之資產之淨變動合計,-179846.0,-4248.0,-3551.0,181499.0
應付票據增加（減少）,819280.0,-237588.0,-1880741.0,-3870.0
應付帳款增加（減少）,-2135.0,-169175.0,-100731.0,-4955637.0
應付帳款－關係人增加（減少）,639515.0,2476106.0,2434683.0,-100731.0
其他應付款增加（減少）,86803.0,-7554.0,-9912.0,5605629.0
其他應付款－關係人增加（減少）,36822.0,639515.0,639515.0,-9912.0
預收款項增加（減少）,366203.0,-22452.0,21377.0,639515.0
其他流動負債增加（減少）,-2081868.0,-19287.0,-41035.0,416473.0
淨確定福利負債增加(減少),-759906.0,2655317.0,1059605.0,-252564.0
與營業活動相關之負債之淨變動合計,7295626.0,-3043099.0,-654776.0,1338903.0
與營業活動相關之資產及負債之淨變動合計,274154.0,273298.0,4376277.0,1520402.0
調整項目合計,-184722.0,16695991.0,29061528.0,8543851.0
營運產生之現金流入（流出）,-535240.0,541836.0,901314.0,39671871.0
收取之利息,6849818.0,5398.0,24281.0,1390272.0
收取之股利,,-422760.0,-760848.0,32614.0
支付之利息,-53785.0,-4151046.0,-5231193.0,-1117427.0
退還（支付）之所得稅,-4955840.0,12669419.0,23995082.0,-6966937.0
營業活動之淨現金流入（流出）,4073413.0,,,33010393.0
投資活動之現金流量,-5296915.0,-188984.0,-188984.0,
取得透過其他綜合損益按公允價值衡量之金融資產,4367764.0,-13671191.0,-17105017.0,-188984.0
取得按攤銷後成本衡量之金融資產,0.0,5158343.0,5373897.0,-17939852.0
處分按攤銷後成本衡量之金融資產,0.0,-12552048.0,-16632285.0,5373897.0
取得透過損益按公允價值衡量之金融資產,0.0,11540957.0,13878247.0,-19707311.0
處分透過損益按公允價值衡量之金融資產,-2884322.0,-115679.0,-115679.0,17801403.0
取得採用權益法之投資,66118.0,0.0,0.0,-151291.0
處分採用權益法之投資,-18718.0,0.0,0.0,0.0
對子公司之收購（扣除所取得之現金）,-90652.0,-1566609.0,-1566609.0,0.0
處分子公司,0.0,-5637526.0,-9301880.0,-1566609.0
採用權益法之被投資公司減資退回股款,-4792937.0,148105.0,274303.0,16250.0
取得不動產、廠房及設備,,-18718.0,-33144.0,-12444277.0
處分不動產、廠房及設備,-7683814.0,720.0,720.0,549856.0
存出保證金增加,0.0,-382729.0,-505622.0,-33144.0
存出保證金減少,4494395.0,120679.0,120679.0,3478.0
處分無形資產,13788313.0,0.0,0.0,-709742.0
處分投資性不動產,-12231860.0,32264.0,0.0,120679.0
其他非流動資產減少,60115.0,-17132416.0,96827.0,0.0
預付設備款增加,0.0,,-25704547.0,-736795.0
收取之股利,848.0,-1341588.0,,98642.0
投資活動之淨現金流入（流出）,-39004.0,-5688296.0,-3208664.0,-29513800.0
籌資活動之現金流量,-1611007.0,4494395.0,-1429.0,
短期借款增加,3320580.0,25710120.0,4494395.0,-13512249.0
應付短期票券增加,3766454.0,-23315759.0,-131200.0,8000851.0
發行公司債,39126405.0,60115.0,48970768.0,4494395.0
償還公司債,42892859.0,-45354.0,-44242405.0,-131200.0
舉借長期借款,42892859.0,848.0,60115.0,62810784.0
