會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,17210637.0,2.12,14402064.0,1.78,20447386.0,2.46,28216965.0,3.38
存放央行及拆借銀行同業,41734407.0,5.15,37985918.0,4.71,41710159.0,5.01,40921600.0,4.9
透過損益按公允價值衡量之金融資產－流動,34534895.0,4.26,33249598.0,4.12,37354080.0,4.49,29219088.0,3.5
附賣回票券及債券投資,11392750.0,1.41,6217996.0,0.77,11351278.0,1.36,11643340.0,1.39
應收款項淨額,16459655.0,2.03,16228595.0,2.01,16191094.0,1.94,16210248.0,1.94
應收款項－關係人,2341.0,0.0,1020.0,0.0,5327.0,0.0,6966.0,0.0
本期所得稅資產,10581.0,0.0,2726.0,0.0,5031.0,0.0,1824464.0,0.22
存貨,1624111.0,0.2,1441581.0,0.18,1647642.0,0.2,1512572.0,0.18
預付款項,1176801.0,0.15,1152180.0,0.14,1247983.0,0.15,0.0,0.0
其他流動資產,551783.0,0.07,586749.0,0.07,0.0,0.0,717064.0,0.09
貼現及放款淨額,487907936.0,60.18,501484282.0,62.14,632572.0,0.08,514112826.0,61.52
流動資產合計,612605897.0,75.57,612752709.0,75.93,504307425.0,60.58,644385133.0,77.11
非流動資產,,,,,634899977.0,76.27,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,54276711.0,6.7,52922661.0,6.56,,,49607665.0,5.94
按攤銷後成本衡量之金融資產－非流動,109314388.0,13.48,106081022.0,13.15,51055273.0,6.13,104757966.0,12.54
採用權益法之投資,1084311.0,0.13,1022990.0,0.13,110046674.0,13.22,1084375.0,0.13
不動產、廠房及設備淨額,25114786.0,3.1,25871234.0,3.21,1031062.0,0.12,27015984.0,3.23
使用權資產淨額,1057600.0,0.13,1042653.0,0.13,26414076.0,3.17,1038871.0,0.12
投資性不動產淨額,2554029.0,0.32,2722369.0,0.34,1043560.0,0.13,3483974.0,0.42
無形資產淨額,244202.0,0.03,240323.0,0.03,3308017.0,0.4,266612.0,0.03
遞延所得稅資產淨額,1551249.0,0.19,1573566.0,0.19,248718.0,0.03,1344012.0,0.16
其他資產,2881691.0,0.36,2739979.0,0.34,1374834.0,0.17,2717369.0,0.33
非流動資產合計,198078967.0,24.43,194216797.0,24.07,3056031.0,0.37,191316828.0,22.89
資產總計,810684864.0,100.0,806969506.0,100.0,197578245.0,23.73,835701961.0,100.0
流動負債,,,,,832478222.0,100.0,,
短期借款,20063230.0,2.47,15916799.0,1.97,,,19057710.0,2.28
應付短期票券,4569340.0,0.56,4790036.0,0.59,16327471.0,1.96,4871403.0,0.58
附買回票券及債券負債,1206045.0,0.15,1203820.0,0.15,4342283.0,0.52,0.0,0.0
透過損益按公允價值衡量之金融負債－流動,1003490.0,0.12,1568174.0,0.19,901409.0,0.11,1630985.0,0.2
央行及銀行同業存款,3453700.0,0.43,4653700.0,0.58,2078233.0,0.25,8703740.0,1.04
應付款項,7402719.0,0.91,8199744.0,1.02,3253759.0,0.39,10752812.0,1.29
應付款項－關係人,24956.0,0.0,15793.0,0.0,7815828.0,0.94,281658.0,0.03
本期所得稅負債,744244.0,0.09,672005.0,0.08,310860.0,0.04,578622.0,0.07
應付到期長期負債（一年或一營業週期內到期長期負債）,2235828.0,0.28,982803.0,0.12,303179.0,0.04,1445539.0,0.17
租賃負債－流動,189675.0,0.02,195443.0,0.02,1011498.0,0.12,198587.0,0.02
其他流動負債,658719.0,0.08,1702694.0,0.21,194610.0,0.02,694384.0,0.08
存款及匯款,671236122.0,82.8,667650184.0,82.74,867174.0,0.1,682831623.0,81.71
流動負債總額,712788068.0,87.92,707551195.0,87.68,693437861.0,83.3,731047063.0,87.48
非流動負債,,,,,730844165.0,87.79,,
應付債券,14990000.0,1.85,14990000.0,1.86,,,14990000.0,1.79
長期借款,4728400.0,0.58,6284600.0,0.78,14990000.0,1.8,6772764.0,0.81
負債準備,1594960.0,0.2,1636672.0,0.2,6723606.0,0.81,1461472.0,0.17
存入保證金,827847.0,0.1,741220.0,0.09,1596432.0,0.19,637475.0,0.08
租賃負債－非流動,764897.0,0.09,750118.0,0.09,735057.0,0.09,750813.0,0.09
