會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,3660.0,13004.0,-3871.0,-2437.0
停業單位稅前淨利（淨損）,152.0,159.0,159.0,434.0
本期稅前淨利（淨損）,3812.0,13163.0,-3712.0,-2003.0
折舊費用,4360.0,8339.0,13101.0,19236.0
攤銷費用,9493.0,18987.0,28455.0,37920.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-152.0,-159.0,-159.0,-159.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,3490.0,11797.0,12270.0,14316.0
利息費用,3658.0,7932.0,12338.0,16773.0
利息收入,-168.0,-683.0,-1286.0,-2863.0
股利收入,0.0,298.0,-2009.0,-2584.0
處分及報廢不動產、廠房及設備損失（利益）,3215.0,-2730.0,-722.0,-722.0
處分無形資產損失（利益）,3593.0,3320.0,590.0,590.0
處分採用權益法之投資損失（利益）,27489.0,7107.0,-2730.0,-2730.0
逾期未領董監酬勞轉列其他收入,-62316.0,54208.0,4800.0,22923.0
投資性不動產公允價值調整損失(利益),24906.0,-115821.0,12969.0,14670.0
其他項目,-13389.0,24906.0,77617.0,0.0
收益費損項目合計,-55.0,17073.0,-126093.0,117370.0
合約資產（增加）減少,0.0,-76.0,24906.0,-113516.0
應收票據（增加）減少,-12577.0,0.0,13257.0,24906.0
應收帳款（增加）減少,-63431.0,-9666.0,-89.0,17159.0
其他應收款（增加）減少,-8908.0,-83584.0,0.0,-97.0
存貨（增加）減少,-10888.0,3019.0,-78992.0,0.0
預付款項（增加）減少,-4367.0,-4784.0,-2501.0,-79664.0
其他流動資產（增加）減少,-1216.0,374.0,-169512.0,-3681.0
與營業活動相關之資產之淨變動合計,5169.0,-1047.0,4442.0,-154893.0
合約負債增加（減少）,-20210.0,-93.0,6909.0,123146.0
應付票據增加（減少）,-83641.0,-957.0,4681.0,24803.0
應付帳款增加（減少）,-56152.0,-3488.0,1169.0,68232.0
其他應付款增加（減少）,-52340.0,-87072.0,-93.0,10964.0
負債準備增加（減少）,168.0,-32864.0,-7973.0,-93.0
其他流動負債增加（減少）,-2905.0,-19701.0,9135.0,-8147.0
與營業活動相關之負債之淨變動合計,-678.0,683.0,-160377.0,218905.0
與營業活動相關之資產及負債之淨變動合計,-55755.0,-7247.0,-82760.0,64012.0
調整項目合計,,-1322.0,-86472.0,181382.0
營運產生之現金流入（流出）,0.0,-27587.0,1286.0,179379.0
收取之利息,0.0,,2009.0,2863.0
收取之股利,0.0,0.0,-11507.0,2584.0
支付之利息,-1619.0,0.0,-2415.0,-15828.0
退還（支付）之所得稅,0.0,4209.0,-97099.0,-3608.0
營業活動之淨現金流入（流出）,0.0,0.0,,165390.0
投資活動之現金流量,-92.0,2074.0,0.0,
取得透過其他綜合損益按公允價值衡量之金融資產,-47337.0,-2717.0,0.0,0.0
處分透過其他綜合損益按公允價值衡量之金融資產,-49048.0,514.0,4209.0,0.0
取得透過損益按公允價值衡量之金融資產,,0.0,0.0,0.0
處分透過損益按公允價值衡量之金融資產,403900.0,-3320.0,2074.0,4209.0
對子公司之收購（扣除所取得之現金）,-123467.0,-169829.0,-6355.0,0.0
處分子公司,-288900.0,-169069.0,3038.0,2074.0
取得不動產、廠房及設備,-11065.0,,0.0,-7852.0
處分不動產、廠房及設備,160.0,1021800.0,-4800.0,3038.0
取得無形資產,-931.0,-867873.0,-217716.0,-155.0
取得投資性不動產,-20303.0,-288900.0,-219550.0,-4800.0
其他金融資產增加,102.0,241500.0,,-244068.0
投資活動之淨現金流入（流出）,-125004.0,-30240.0,1369673.0,-247554.0
籌資活動之現金流量,283190.0,33.0,-1219684.0,
短期借款增加,158186.0,-1779.0,-288900.0,372400.0
短期借款減少,158186.0,74541.0,413273.0,-583971.0
