會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,3169571.0,6307255.0,10274102.0,13442860.0
本期稅前淨利（淨損）,3169571.0,6307255.0,10274102.0,13442860.0
折舊費用,212912.0,429034.0,649214.0,873114.0
攤銷費用,45739.0,92187.0,138522.0,183966.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,10509.0,17508.0,41279.0,50702.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,66860.0,92875.0,123000.0,189415.0
利息費用,4535.0,12500.0,19047.0,26991.0
利息收入,-4784.0,-12531.0,-21514.0,-43487.0
股利收入,0.0,0.0,-237261.0,-249959.0
股份基礎給付酬勞成本,83147.0,166293.0,195900.0,233443.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-29948.0,-84816.0,-274657.0,-447404.0
處分及報廢不動產、廠房及設備損失（利益）,624.0,569.0,1183.0,987.0
處分投資損失（利益）,-409.0,-409.0,-409.0,-8367.0
非金融資產減損損失,389185.0,0.0,0.0,0.0
其他項目,144394.0,713210.0,634304.0,0.0
收益費損項目合計,30861.0,-1292966.0,1334639.0,809401.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-635239.0,204355.0,506553.0,-1432673.0
應收票據（增加）減少,-9490.0,-1838778.0,-2971533.0,604159.0
應收帳款（增加）減少,-179211.0,-17623.0,1996.0,-1477223.0
應收帳款－關係人（增加）減少,-2848870.0,-207790.0,-1706.0,5520.0
其他應收款（增加）減少,56182.0,-2840086.0,-2420630.0,-26991.0
存貨（增加）減少,-3441373.0,-141871.0,-234027.0,-1490349.0
其他流動資產（增加）減少,17712.0,-6134759.0,-3784708.0,-328004.0
與營業活動相關之資產之淨變動合計,108420.0,494.0,12757.0,-4145561.0
持有供交易之金融負債增加（減少）,-82598.0,314940.0,213729.0,18947.0
合約負債增加（減少）,-976724.0,407635.0,-164931.0,363003.0
應付帳款增加（減少）,21335.0,-432641.0,-114324.0,-369329.0
其他應付款增加（減少）,10785.0,24809.0,62825.0,559101.0
負債準備增加（減少）,1598.0,7108.0,65767.0,55936.0
其他流動負債增加（減少）,-899472.0,-100759.0,-111192.0,44819.0
其他營業負債增加（減少）,-4340845.0,221586.0,-35369.0,-59057.0
與營業活動相關之負債之淨變動合計,-3951660.0,-5913173.0,-3820077.0,613420.0
與營業活動相關之資產及負債之淨變動合計,-782089.0,-5199963.0,-3185773.0,-3532141.0
調整項目合計,4784.0,1107292.0,7088329.0,-2722740.0
營運產生之現金流入（流出）,0.0,12531.0,21514.0,10720120.0
收取之利息,-4346.0,0.0,237261.0,43487.0
收取之股利,-254292.0,-11063.0,-18840.0,249959.0
支付之利息,-1035943.0,-515937.0,-901165.0,-26923.0
退還（支付）之所得稅,,592823.0,6427099.0,-1255369.0
營業活動之淨現金流入（流出）,0.0,,,9731274.0
投資活動之現金流量,-15616.0,0.0,0.0,
處分透過其他綜合損益按公允價值衡量之金融資產,0.0,-24858.0,-36072.0,0.0
透過其他綜合損益按公允價值衡量之金融資產減資退回股款,-13050.0,58940.0,58926.0,0.0
取得按攤銷後成本衡量之金融資產,940.0,-227837.0,-547168.0,-78075.0
處分按攤銷後成本衡量之金融資產,-331974.0,-53050.0,-53050.0,62024.0
取得透過損益按公允價值衡量之金融資產,983.0,940.0,940.0,-885907.0
取得採用權益法之投資,-2097.0,-574315.0,-849134.0,-53050.0
處分採用權益法之投資,-28225.0,6372.0,6456.0,14232.0
取得不動產、廠房及設備,-4399.0,-11202.0,-10343.0,-1320449.0
處分不動產、廠房及設備,-61642.0,0.0,-81432.0,9494.0
存出保證金增加,-455080.0,-32497.0,-3564.0,-12722.0
取得無形資產,,-5897.0,-104912.0,-124429.0
其他非流動資產增加,99880.0,0.0,172843.0,-2245.0
其他非流動資產減少,0.0,-88588.0,-1446510.0,0.0
預付設備款增加,118000.0,6000.0,,-32587.0
收取之股利,1.0,-945992.0,304184.0,184112.0
投資活動之淨現金流入（流出）,0.0,,110500.0,-2239602.0
籌資活動之現金流量,-61883.0,155300.0,-89.0,
短期借款增加,137675.0,0.0,-188433.0,279530.0
舉借長期借款,-32499.0,115000.0,-6195710.0,121500.0
存入保證金減少,261174.0,2.0,411875.0,-120.0
租賃本金償還,422750.0,0.0,-38603.0,-251492.0
發放現金股利,-807099.0,-123960.0,0.0,-6195710.0
員工執行認股權,9301152.0,-27106.0,-5596276.0,436270.0
非控制權益變動,8494053.0,182831.0,728634.0,-38603.0
籌資活動之淨現金流入（流出）,8494053.0,-31508.0,112947.0,-5648625.0
