會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,8494053.0,13.88,9706454.0,14.99,9414099.0,15.01,12029785.0,18.12
透過損益按公允價值衡量之金融資產－流動,3361615.0,5.49,3000445.0,4.63,454934.0,0.73,3211182.0,4.84
按攤銷後成本衡量之金融資產－流動,137508.0,0.22,81906.0,0.13,94000.0,0.15,139910.0,0.21
應收票據淨額,2008087.0,3.28,1834603.0,2.83,1532355.0,2.44,1434823.0,2.16
應收帳款淨額,8837376.0,14.44,10035572.0,15.5,11145110.0,17.77,9641564.0,14.52
應收帳款－關係人淨額,47410.0,0.08,55543.0,0.09,35924.0,0.06,32400.0,0.05
其他應收款淨額,233708.0,0.38,262285.0,0.41,56203.0,0.09,80598.0,0.12
其他應收款－關係人淨額,77906.0,0.13,119908.0,0.19,0.0,0.0,890.0,0.0
存貨,15366286.0,25.11,15357502.0,23.72,14938046.0,23.82,14007765.0,21.1
其他流動資產,775473.0,1.27,973526.0,1.5,1065682.0,1.7,1168431.0,1.76
流動資產合計,39339422.0,64.29,41427744.0,63.98,38736353.0,61.76,41747348.0,62.89
非流動資產,,,,,,,,
透過損益按公允價值衡量之金融資產－非流動,97530.0,0.16,2097882.0,3.24,2471549.0,3.94,2703431.0,4.07
透過其他綜合損益按公允價值衡量之金融資產－非流動,2788556.0,4.56,2193033.0,3.39,2053946.0,3.28,2199556.0,3.31
採用權益法之投資,3872174.0,6.33,3940642.0,6.09,4187195.0,6.68,4383238.0,6.6
不動產、廠房及設備,10585544.0,17.3,10623168.0,16.41,10789753.0,17.2,11039395.0,16.63
使用權資產,733941.0,1.2,688842.0,1.06,675667.0,1.08,614655.0,0.93
無形資產,2712124.0,4.43,2714932.0,4.19,2830513.0,4.51,2789279.0,4.2
遞延所得稅資產,862236.0,1.41,838222.0,1.29,743046.0,1.18,700239.0,1.05
其他非流動資產,194824.0,0.32,226430.0,0.35,227768.0,0.36,207797.0,0.31
非流動資產合計,21846929.0,35.71,23323151.0,36.02,23979437.0,38.24,24637590.0,37.11
資產總額,61186351.0,100.0,64750895.0,100.0,62715790.0,100.0,66384938.0,100.0
流動負債,,,,,,,,
短期借款,351380.0,0.57,394900.0,0.61,545184.0,0.87,531330.0,0.8
透過損益按公允價值衡量之金融負債－流動,20399.0,0.03,3181.0,0.0,15444.0,0.02,21634.0,0.03
合約負債－流動,1059112.0,1.73,1265632.0,1.95,1164421.0,1.86,1313695.0,1.98
應付帳款,7404377.0,12.1,7894610.0,12.19,7322044.0,11.67,7126418.0,10.73
其他應付款,9806667.0,16.03,10351998.0,15.99,4473375.0,7.13,5146661.0,7.75
本期所得稅負債,2895899.0,4.73,2443473.0,3.77,3029498.0,4.83,3588177.0,5.41
負債準備－流動,217833.0,0.36,221307.0,0.34,259323.0,0.41,252434.0,0.38
