會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-236125.0,26463.0,642587.0,435091.0
本期稅前淨利（淨損）,-236125.0,26463.0,642587.0,435091.0
折舊費用,384997.0,770660.0,1145365.0,1526606.0
攤銷費用,13838.0,28480.0,43752.0,59398.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,731.0,-4307.0,-19609.0,-19458.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-692.0,-816.0,-1451.0,-1926.0
利息費用,40189.0,89134.0,128758.0,176054.0
利息收入,-440.0,-866.0,-1184.0,-4140.0
股利收入,-6016.0,-6395.0,5500.0,-5837.0
股份基礎給付酬勞成本,-63.0,2566.0,-13129.0,5500.0
採用權益法認列之關聯企業及合資損失（利益）之份額,868.0,0.0,6913.0,-3379.0
處分及報廢不動產、廠房及設備損失（利益）,433412.0,868.0,0.0,7934.0
處分採用權益法之投資損失（利益）,-6324.0,879324.0,0.0,0.0
非金融資產減損損失,92213.0,-9599.0,868.0,0.0
其他項目,-1967.0,-343123.0,1295783.0,868.0
收益費損項目合計,338.0,-5153.0,-3464.0,1741620.0
應收票據（增加）減少,-327437.0,332.0,-1700131.0,-5779.0
應收帳款（增加）減少,-75785.0,-606762.0,-4643.0,-209749.0
其他應收款（增加）減少,1317.0,-55003.0,320.0,6163.0
其他應收款－關係人（增加）減少,-27071.0,2779.0,-329090.0,-81.0
存貨（增加）減少,-344716.0,-10313.0,-52782.0,-342040.0
預付款項（增加）減少,-39629.0,-1026842.0,1607.0,-10271.0
其他流動資產（增加）減少,-222181.0,889.0,-11809.0,-227.0
其他金融資產（增加）減少,3404.0,-202754.0,-2099992.0,384.0
與營業活動相關之資產之淨變動合計,-19949.0,50765.0,295154.0,-561600.0
應付帳款增加（減少）,-278355.0,-21949.0,-77048.0,-345222.0
其他應付款增加（減少）,-623071.0,-173049.0,57108.0,-33176.0
其他流動負債增加（減少）,-189659.0,-1199891.0,-24404.0,47979.0
淨確定福利負債增加(減少),-425784.0,-320567.0,0.0,-26903.0
與營業活動相關之負債之淨變動合計,440.0,-294104.0,250810.0,-357322.0
與營業活動相關之資產及負債之淨變動合計,-37338.0,866.0,-1849182.0,-918922.0
調整項目合計,-4798.0,-83605.0,-553399.0,822698.0
營運產生之現金流入（流出）,-467480.0,-3037.0,89188.0,1257789.0
收取之利息,,-379880.0,1184.0,4140.0
收取之股利,0.0,,34637.0,5837.0
支付之利息,-265500.0,0.0,-120923.0,-168896.0
退還（支付）之所得稅,266156.0,-487906.0,-1971.0,-26764.0
營業活動之淨現金流入（流出）,-127418.0,400084.0,2115.0,1072106.0
投資活動之現金流量,329.0,0.0,,
處分透過其他綜合損益按公允價值衡量之金融資產,95.0,-270763.0,0.0,0.0
取得透過損益按公允價值衡量之金融資產,-2047.0,1126.0,-488039.0,-487300.0
處分透過損益按公允價值衡量之金融資產,-2425.0,110.0,441192.0,444586.0
處分採用權益法之投資,0.0,-46973.0,0.0,0.0
取得不動產、廠房及設備,-130810.0,-25876.0,-491635.0,-827039.0
處分不動產、廠房及設備,,0.0,2808.0,3299.0
存出保證金增加,3154133.0,-430198.0,316.0,-16981.0
存出保證金減少,-2366346.0,,-49023.0,0.0
取得無形資產,0.0,7010652.0,-30022.0,-49407.0
其他非流動資產增加,1330375.0,-5968526.0,0.0,-15345.0
其他非流動資產減少,-1261386.0,109987.0,-614403.0,0.0
收取之股利,-30125.0,0.0,,34636.0
投資活動之淨現金流入（流出）,826651.0,1631287.0,10558514.0,-913551.0
籌資活動之現金流量,-39616.0,-1840189.0,-10084318.0,
短期借款增加,188745.0,-57986.0,0.0,11346747.0
短期借款減少,612449.0,885225.0,1635319.0,-11037821.0
應付短期票券減少,801194.0,52535.0,-2124105.0,0.0
舉借長期借款,801194.0,127682.0,-87397.0,1638942.0
