會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,75098.0,407663.0,-170136.0,-880501.0
本期稅前淨利（淨損）,75098.0,407663.0,-170136.0,-880501.0
折舊費用,696739.0,1402310.0,2078340.0,2775448.0
攤銷費用,7549.0,14843.0,21562.0,27587.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-28296.0,-37085.0,-85634.0,-81039.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,41590.0,-146862.0,-264635.0,-215691.0
利息費用,364708.0,730822.0,1102820.0,1495120.0
利息收入,-3113.0,-10395.0,-13005.0,-19052.0
股利收入,57.0,-9224.0,-12096.0,-12096.0
股份基礎給付酬勞成本,-24094.0,-292159.0,-343727.0,4597.0
採用權益法認列之關聯企業及合資損失（利益）之份額,9464.0,38635.0,36977.0,-313753.0
處分及報廢不動產、廠房及設備損失（利益）,25804.0,56522.0,77333.0,40365.0
不動產、廠房及設備轉列費用數,0.0,-84832.0,-45585.0,100210.0
處分投資損失（利益）,-84495.0,1662575.0,2552350.0,50.0
非金融資產減損損失,1005913.0,1563175.0,311302.0,115125.0
其他項目,820632.0,927465.0,852273.0,-47317.0
收益費損項目合計,506609.0,208193.0,100595.0,3869554.0
應收票據（增加）減少,-547822.0,-151732.0,-134980.0,1958041.0
應收帳款（增加）減少,-4829.0,1368997.0,1283782.0,1176481.0
應收帳款－關係人（增加）減少,464993.0,375068.0,195010.0,181380.0
其他應收款（增加）減少,44701.0,-27959.0,-12028.0,-47196.0
存貨（增加）減少,18993.0,4263207.0,2595954.0,1647426.0
預付款項（增加）減少,1303277.0,4878.0,49752.0,933854.0
其他流動資產（增加）減少,35613.0,38582.0,64672.0,28140.0
與營業活動相關之資產之淨變動合計,54688.0,-3472462.0,-2290050.0,5878126.0
合約負債增加（減少）,-997652.0,-50474.0,-53113.0,17912.0
應付票據增加（減少）,-109905.0,-383236.0,-228683.0,34989.0
應付帳款增加（減少）,-317304.0,46618.0,20970.0,-3495190.0
應付帳款－關係人增加（減少）,-8194.0,-1719.0,-2427.0,-61486.0
其他應付款增加（減少）,-935.0,47424.0,-10127.0,-427783.0
負債準備增加（減少）,-3563.0,-3770389.0,-2449006.0,-9453.0
其他流動負債增加（減少）,-1347252.0,492818.0,146948.0,-18894.0
淨確定福利負債增加(減少),-43975.0,2155393.0,2699298.0,-24352.0
與營業活動相關之負債之淨變動合計,961938.0,2563056.0,2529162.0,-3984257.0
與營業活動相關之資產及負債之淨變動合計,1037036.0,10339.0,12977.0,1893869.0
調整項目合計,3112.0,41690.0,44562.0,5763423.0
營運產生之現金流入（流出）,-57.0,-713554.0,-1079889.0,4882922.0
收取之利息,-371474.0,-548223.0,-535095.0,19054.0
收取之股利,-76274.0,1353308.0,971717.0,44562.0
支付之利息,592343.0,,,-1476799.0
退還（支付）之所得稅,,18558.0,18218.0,-581257.0
營業活動之淨現金流入（流出）,-338.0,-98202.0,-110137.0,2888482.0
投資活動之現金流量,-77286.0,-996987.0,-1740587.0,
取得按攤銷後成本衡量之金融資產,0.0,7367.0,49158.0,0.0
處分按攤銷後成本衡量之金融資產,-265121.0,-12515.0,0.0,18868.0
取得透過損益按公允價值衡量之金融資產,5010.0,0.0,12109.0,0.0
處分透過損益按公允價值衡量之金融資產,-12121.0,-149632.0,-248.0,52980.0
對子公司之收購（扣除所取得之現金）,-149047.0,-1632.0,-149672.0,2937.0
取得不動產、廠房及設備,-1451.0,-627448.0,-1893.0,-2538890.0
處分不動產、廠房及設備,-417421.0,-1860491.0,-924597.0,63272.0
存出保證金增加,-917775.0,,-2847649.0,0.0
存出保證金減少,,1378573.0,,13484.0
取得無形資產,4773898.0,0.0,5418870.0,-509.0
取得使用權資產,699570.0,0.0,599412.0,-149446.0
其他非流動資產增加,1001200.0,-399769.0,6390272.0,-2363.0
預付設備款增加,-1591054.0,5254383.0,-7466985.0,-1015178.0
投資活動之淨現金流入（流出）,91947.0,-5321702.0,0.0,-3554845.0
籌資活動之現金流量,-22586.0,1328.0,-1068.0,
短期借款增加,1589.0,-35410.0,-58913.0,763620.0
應付短期票券增加,4954564.0,-242.0,-1533223.0,0.0
應付短期票券減少,-573660.0,877161.0,-31894.0,-399769.0
發行公司債,4055472.0,-335872.0,-316.0,0.0
舉借長期借款,1514365.0,34106.0,3316155.0,20011661.0
償還長期借款,5569837.0,1514365.0,-463000.0,-18262664.0
存入保證金增加,5569837.0,1548471.0,977223.0,0.0
