會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,338394.0,100.0,290459.0,100.0,307607.0,100.0,1245105.0,100.0
銷貨收入淨額,338394.0,100.0,290459.0,100.0,307607.0,100.0,1245105.0,100.0
營業收入合計,338394.0,100.0,290459.0,100.0,307607.0,100.0,1245105.0,100.0
銷貨成本,113676.0,33.59,98509.0,33.91,107263.0,34.87,428548.0,34.42
營業成本合計,113676.0,33.59,98509.0,33.91,107263.0,34.87,816557.0,65.58
營業毛利（毛損）,224718.0,66.41,191950.0,66.09,200344.0,65.13,816557.0,65.58
營業毛利（毛損）淨額,224718.0,66.41,191950.0,66.09,200344.0,65.13,,
營業費用,,,,,,,519603.0,41.73
推銷費用,136562.0,40.36,111850.0,38.51,128835.0,41.88,98447.0,7.91
管理費用,24168.0,7.14,24994.0,8.61,23460.0,7.63,-652.0,-0.05
預期信用減損損失（利益）,-177.0,-0.05,-235.0,-0.08,118.0,0.04,617398.0,49.59
營業費用合計,160553.0,47.45,136609.0,47.03,152413.0,49.55,,
營業利益（損失）,64165.0,18.96,55341.0,19.05,,,0.0,0.0
營業外收入及支出,,,,,0.0,0.0,199159.0,16.0
利息收入,1301.0,0.38,1342.0,0.46,0.0,0.0,,
其他收入,4417.0,1.31,8028.0,2.76,47931.0,15.58,5403.0,0.43
其他利益及損失淨額,1146.0,0.34,-670.0,-0.23,,,22694.0,1.82
財務成本淨額,1370.0,0.4,1104.0,0.38,1172.0,0.38,1364.0,0.11
採用權益法認列之關聯企業及合資損益之份額淨額,-5681.0,-1.68,-4109.0,-1.41,6232.0,2.03,2561.0,0.21
營業外收入及支出合計,-187.0,-0.06,3487.0,1.2,876.0,0.28,-17706.0,-1.42
稅前淨利（淨損）,63978.0,18.91,58828.0,20.25,48.0,0.02,9194.0,0.74
所得稅費用（利益）合計,14441.0,4.27,13387.0,4.61,-306.0,-0.1,208353.0,16.73
繼續營業單位本期淨利（淨損）,49537.0,14.64,45441.0,15.64,7926.0,2.58,46523.0,3.74
本期淨利（淨損）,49537.0,14.64,45441.0,15.64,55857.0,18.16,161830.0,13.0
其他綜合損益(淨額),,,,,10994.0,3.57,161830.0,13.0
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-7815.0,-2.31,-15289.0,-5.26,44863.0,14.58,,
採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,1876.0,0.55,-7655.0,-2.64,44863.0,14.58,10039.0,0.81
不重分類至損益之項目：,-5939.0,-1.76,-22944.0,-7.9,,,-28237.0,-2.27
國外營運機構財務報表換算之兌換差額,5324.0,1.57,-2187.0,-0.75,-5714.0,-1.86,768.0,0.06
後續可能重分類至損益之項目：,5324.0,1.57,-2187.0,-0.75,2289.0,0.74,-17430.0,-1.4
其他綜合損益（淨額）,-615.0,-0.18,-25131.0,-8.65,-3425.0,-1.11,2114.0,0.17
本期綜合損益總額,48922.0,14.46,20310.0,6.99,1118.0,0.36,2114.0,0.17
淨利（損）歸屬於：,,,,,1118.0,0.36,-15316.0,-1.23
母公司業主（淨利∕損）,49537.0,14.64,45441.0,15.64,-2307.0,-0.75,146514.0,11.77
母公司業主（綜合損益）,48922.0,14.46,20310.0,6.99,42556.0,13.83,,
基本每股盈餘,,,,,,,161830.0,13.0
基本每股盈餘,0.37,,0.34,,44863.0,14.58,146514.0,11.77
稀釋每股盈餘,,,,,42556.0,13.83,,
稀釋每股盈餘,0.37,,0.34,,,,1.22,
