會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
流動資產,,,,,,,,
現金及約當現金,197219.0,7.32,196162.0,8.23,167071.0,6.98,177504.0,7.02
透過損益按公允價值衡量之金融資產－流動,30018.0,1.11,5008.0,0.21,20003.0,0.84,52004.0,2.06
應收票據淨額,24197.0,0.9,28729.0,1.21,21390.0,0.89,22025.0,0.87
應收帳款淨額,220683.0,8.19,217466.0,9.12,232537.0,9.72,205802.0,8.13
其他應收款淨額,12783.0,0.47,3680.0,0.15,4310.0,0.18,2045.0,0.08
存貨,232260.0,8.62,239673.0,10.05,229401.0,9.59,232375.0,9.19
預付款項,2163.0,0.08,1698.0,0.07,1520.0,0.06,1430.0,0.06
其他流動資產,619796.0,23.01,306572.0,12.86,339296.0,14.18,355769.0,14.06
流動資產合計,1339119.0,49.71,998988.0,41.91,1015528.0,42.45,1048954.0,41.46
非流動資產,,,,,,,,
透過其他綜合損益按公允價值衡量之金融資產－非流動,138322.0,5.14,123033.0,5.16,117319.0,4.9,119228.0,4.71
採用權益法之投資,521097.0,19.35,509348.0,21.37,511346.0,21.38,508011.0,20.08
不動產、廠房及設備,573615.0,21.3,634542.0,26.62,630720.0,26.37,725048.0,28.66
使用權資產,14722.0,0.55,12481.0,0.52,10443.0,0.44,8404.0,0.33
無形資產,1229.0,0.05,996.0,0.04,766.0,0.03,3609.0,0.14
遞延所得稅資產,25501.0,0.95,24248.0,1.02,25887.0,1.08,23993.0,0.95
其他非流動資產,80053.0,2.97,80088.0,3.36,80055.0,3.35,92662.0,3.66
非流動資產合計,1354539.0,50.29,1384736.0,58.09,1376536.0,57.55,1480955.0,58.54
資產總額,2693658.0,100.0,2383724.0,100.0,2392064.0,100.0,2529909.0,100.0
流動負債,,,,,,,,
應付票據,20.0,0.0,15.0,0.0,15.0,0.0,250.0,0.01
應付帳款,77389.0,2.87,67501.0,2.83,69159.0,2.89,78255.0,3.09
其他應付款,169683.0,6.3,326598.0,13.7,178020.0,7.44,180388.0,7.13
本期所得稅負債,52696.0,1.96,28472.0,1.19,14331.0,0.6,20265.0,0.8
租賃負債－流動,8424.0,0.31,8194.0,0.34,8190.0,0.34,8168.0,0.32
其他流動負債,322220.0,11.96,26924.0,1.13,23404.0,0.98,25097.0,0.99
流動負債合計,630432.0,23.4,457704.0,19.2,293119.0,12.25,312423.0,12.35
非流動負債,,,,,,,,
應付公司債,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
租賃負債－非流動,6468.0,0.24,4448.0,0.19,132235.0,5.53,218185.0,8.62
其他非流動負債,1893.0,0.07,1893.0,0.08,148.0,0.01,16.0,0.0
非流動負債合計,8361.0,0.31,6341.0,0.27,2419.0,0.1,399.0,0.02
負債總額,638793.0,23.71,464045.0,19.47,1893.0,0.08,1893.0,0.07
歸屬於母公司業主之權益,,,,,136695.0,5.71,220493.0,8.72
股本,,,,,429814.0,17.97,532916.0,21.06
普通股股本,1329152.0,49.34,1329152.0,55.76,,,,
股本合計,1329152.0,49.34,1329152.0,55.76,,,,
資本公積,,,,,1329152.0,55.57,1329152.0,52.54
資本公積合計,187995.0,6.98,188010.0,7.89,1329152.0,55.57,1329152.0,52.54
保留盈餘,,,,,,,,
法定盈餘公積,162234.0,6.02,178465.0,7.49,188025.0,7.86,188042.0,7.43
特別盈餘公積,147620.0,5.48,59357.0,2.49,,,,
未分配盈餘（或待彌補虧損）,308033.0,11.44,271248.0,11.38,178465.0,7.46,178465.0,7.05
保留盈餘合計,617887.0,22.94,509070.0,21.36,59357.0,2.48,59357.0,2.35
其他權益,,,,,316111.0,13.21,348139.0,13.76
其他權益合計,-80169.0,-2.98,-106553.0,-4.47,553933.0,23.16,585961.0,23.16
歸屬於母公司業主之權益合計,2054865.0,76.29,1919679.0,80.53,,,,
權益總額,2054865.0,76.29,1919679.0,80.53,-108860.0,-4.55,-106162.0,-4.2
負債及權益總計,2693658.0,100.0,2383724.0,100.0,1962250.0,82.03,1996993.0,78.94
預收股款（權益項下）之約當發行股數（單位：股）,0.0,,0.0,,1962250.0,82.03,1996993.0,78.94
母公司暨子公司所持有之母公司庫藏股股數（單位：股）,0.0,,0.0,,2392064.0,100.0,2529909.0,100.0
