會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,158443.0,100.0,168643.0,100.0,144065.0,100.0,775474.0,100.0
營業成本合計,160443.0,101.26,171187.0,101.51,137153.0,95.2,728429.0,93.93
營業毛利（毛損）,-2000.0,-1.26,-2544.0,-1.51,6912.0,4.8,47045.0,6.07
營業毛利（毛損）淨額,-2000.0,-1.26,-2544.0,-1.51,6912.0,4.8,47045.0,6.07
營業費用,,,,,,,,
推銷費用,16190.0,10.22,15131.0,8.97,13719.0,9.52,93402.0,12.04
管理費用,24578.0,15.51,22542.0,13.37,16920.0,11.74,86731.0,11.18
研究發展費用,678.0,0.43,461.0,0.27,461.0,0.32,3459.0,0.45
預期信用減損損失（利益）,11119.0,7.02,-363.0,-0.22,309.0,0.21,13050.0,1.68
營業費用合計,52565.0,33.18,37771.0,22.4,31409.0,21.8,196642.0,25.36
營業利益（損失）,-54565.0,-34.44,-40315.0,-23.91,-24497.0,-17.0,-149597.0,-19.29
營業外收入及支出,,,,,,,,
利息收入,909.0,0.57,53.0,0.03,19.0,0.01,1272.0,0.16
其他收入,6272.0,3.96,6696.0,3.97,5064.0,3.52,23013.0,2.97
其他利益及損失淨額,4721.0,2.98,-35466.0,-21.03,10969.0,7.61,-57526.0,-7.42
財務成本淨額,8358.0,5.28,8003.0,4.75,8819.0,6.12,34584.0,4.46
採用權益法認列之關聯企業及合資損益之份額淨額,3015.0,1.9,6851.0,4.06,8243.0,5.72,36479.0,4.7
營業外收入及支出合計,6559.0,4.14,-29869.0,-17.71,15476.0,10.74,-31346.0,-4.04
稅前淨利（淨損）,-48006.0,-30.3,-70184.0,-41.62,-9021.0,-6.26,-180943.0,-23.33
所得稅費用（利益）合計,0.0,0.0,7372.0,4.37,5.0,0.0,3699.0,0.48
繼續營業單位本期淨利（淨損）,-48006.0,-30.3,-77556.0,-45.99,-9026.0,-6.27,-184642.0,-23.81
本期淨利（淨損）,-48006.0,-30.3,-77556.0,-45.99,-9026.0,-6.27,-184642.0,-23.81
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,10952.0,6.91,241265.0,143.06,9.0,0.01,11209.0,1.45
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,3434.0,2.17,2366.0,1.4,0.0,0.0,348973.0,45.0
與可能重分類之項目相關之所得稅,2190.0,1.38,238899.0,141.66,9.0,0.01,215.0,0.03
後續可能重分類至損益之項目：,12196.0,7.7,-4268.0,-2.53,2019.0,1.4,1489.0,0.19
其他綜合損益（淨額）,12196.0,7.7,122.0,0.07,-637.0,-0.44,358908.0,46.28
本期綜合損益總額,-35810.0,-22.6,-852.0,-0.51,403.0,0.28,4791.0,0.62
淨利（損）歸屬於：,,,-3294.0,-1.95,979.0,0.68,1161.0,0.15
母公司業主（淨利∕損）,-48006.0,-30.3,235605.0,139.71,988.0,0.69,958.0,0.12
母公司業主（綜合損益）,-35810.0,-22.6,158049.0,93.72,-8038.0,-5.58,4994.0,0.64
基本每股盈餘,,,,,,,363902.0,46.93
繼續營業單位淨利（淨損）,-0.19,,-77556.0,-45.99,-9026.0,-6.27,179260.0,23.12
基本每股盈餘,-0.19,,158049.0,93.72,-8038.0,-5.58,,
稀釋每股盈餘,,,,,,,-184642.0,-23.81
繼續營業單位淨利（淨損）,-0.19,,-0.31,,-0.04,,179260.0,23.12
稀釋每股盈餘,-0.19,,,,-0.04,,,
