民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,-4898.0,28038.0,,,,
本期稅前淨利（淨損）,-4898.0,28038.0,,,,
折舊費用,14918.0,18841.0,,,,
攤銷費用,1833.0,1445.0,,,,
呆帳費用提列（轉列收入）數,7379.0,1245.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,3821.0,-3395.0,,,,
利息費用,641.0,1868.0,,,,
利息收入,-173.0,-218.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,55.0,48.0,,,,
收益費損項目合計,28474.0,19834.0,,,,
持有供交易之金融資產（增加）減少,0.0,-200000.0,,,,
應收票據（增加）減少,98263.0,78717.0,,,,
應收票據－關係人（增加）減少,18011.0,5651.0,,,,
應收帳款（增加）減少,125680.0,137090.0,,,,
應收帳款－關係人（增加）減少,-1154.0,-4264.0,,,,
其他應收款（增加）減少,-4941.0,-1494.0,,,,
其他應收款－關係人（增加）減少,0.0,1.0,,,,
存貨（增加）減少,-49148.0,-21583.0,,,,
預付費用（增加）減少,31529.0,355.0,,,,
預付款項（增加）減少,65720.0,30037.0,,,,
其他流動資產（增加）減少,-5092.0,-4666.0,,,,
其他金融資產（增加）減少,2000.0,-15032.0,,,,
其他營業資產（增加）減少,-9995.0,-11719.0,,,,
與營業活動相關之資產之淨變動合計,270873.0,-6907.0,,,,
持有供交易之金融負債增加（減少）,44.0,0.0,,,,
應付票據增加（減少）,-1049.0,-508.0,,,,
應付票據－關係人增加（減少）,3597.0,2481.0,,,,
應付帳款增加（減少）,-26216.0,-31100.0,,,,
應付帳款－關係人增加（減少）,-16580.0,-546.0,,,,
其他應付款增加（減少）,-10131.0,-9619.0,,,,
其他應付款－關係人增加（減少）,-545.0,0.0,,,,
負債準備增加（減少）,-650.0,-641.0,,,,
預收款項增加（減少）,566.0,3156.0,,,,
其他流動負債增加（減少）,-24.0,56.0,,,,
淨確定福利負債增加(減少),234.0,-4338.0,,,,
與營業活動相關之負債之淨變動合計,-50754.0,-41059.0,,,,
與營業活動相關之資產及負債之淨變動合計,220119.0,-47966.0,,,,
調整項目合計,248593.0,-28132.0,,,,
營運產生之現金流入（流出）,243695.0,-94.0,,,,
收取之利息,199.0,240.0,,,,
支付之利息,-1974.0,-1475.0,,,,
營業活動之淨現金流入（流出）,241920.0,-1329.0,,,,
投資活動之現金流量,,,,,,
取得不動產、廠房及設備,-14569.0,-8812.0,,,,
處分不動產、廠房及設備,45.0,167.0,,,,
存出保證金增加,-13890.0,0.0,,,,
存出保證金減少,2669.0,2157.0,,,,
取得投資性不動產,-10.0,0.0,,,,
其他金融資產增加,-10083.0,0.0,,,,
其他金融資產減少,2000.0,0.0,,,,
其他非流動資產增加,0.0,-464.0,,,,
預付設備款增加,-3318.0,-12248.0,,,,
投資活動之淨現金流入（流出）,-37156.0,-19200.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,215382.0,252843.0,,,,
短期借款減少,-421828.0,-209827.0,,,,
償還長期借款,-685.0,-1933.0,,,,
存入保證金增加,30.0,0.0,,,,
其他應付款－關係人增加,0.0,4464.0,,,,
籌資活動之淨現金流入（流出）,-207101.0,45547.0,,,,
匯率變動對現金及約當現金之影響,-559.0,-1047.0,,,,
本期現金及約當現金增加（減少）數,-2896.0,23971.0,,,,
期初現金及約當現金餘額,420127.0,471418.0,,,,
期末現金及約當現金餘額,417231.0,495389.0,,,,
資產負債表帳列之現金及約當現金,417231.0,495389.0,,,,
其他符合國際會計準則第七號現金及約當現金定義之項目,0.0,0.0,,,,
