會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4550665.0,100.0,4912482.0,100.0,5751267.0,100.0,19972832.0,100.0
營業成本合計,3250986.0,71.44,3535523.0,71.97,4129745.0,71.81,14474786.0,72.47
營業毛利（毛損）,1299679.0,28.56,1376959.0,28.03,1621522.0,28.19,5498046.0,27.53
營業毛利（毛損）淨額,1299679.0,28.56,1376959.0,28.03,1621522.0,28.19,5498046.0,27.53
營業費用,,,,,,,,
推銷費用,924574.0,20.32,967388.0,19.69,1204179.0,20.94,4107491.0,20.57
管理費用,204753.0,4.5,215453.0,4.39,208036.0,3.62,846046.0,4.24
研究發展費用,51936.0,1.14,48936.0,1.0,54564.0,0.95,210338.0,1.05
預期信用減損損失（利益）,63.0,0.0,-133.0,0.0,4.0,0.0,-6.0,0.0
營業費用合計,1181326.0,25.96,1231644.0,25.07,1466783.0,25.5,5163869.0,25.85
營業利益（損失）,118353.0,2.6,145315.0,2.96,154739.0,2.69,334177.0,1.67
營業外收入及支出,,,,,,,,
利息收入,3755.0,0.08,4889.0,0.1,6507.0,0.11,21024.0,0.11
其他收入,57294.0,1.26,72507.0,1.48,129273.0,2.25,313214.0,1.57
其他利益及損失淨額,-34094.0,-0.75,-78617.0,-1.6,-70442.0,-1.22,-267432.0,-1.34
財務成本淨額,26610.0,0.58,32831.0,0.67,31357.0,0.55,120397.0,0.6
預期信用減損損失（利益）,-5496.0,-0.12,-143.0,0.0,-3039.0,-0.05,-20833.0,-0.1
採用權益法認列之關聯企業及合資損益之份額淨額,-551.0,-0.01,-356.0,-0.01,-338.0,-0.01,-1619.0,-0.01
營業外收入及支出合計,5290.0,0.12,-34265.0,-0.7,36682.0,0.64,-34377.0,-0.17
稅前淨利（淨損）,123643.0,2.72,111050.0,2.26,191421.0,3.33,299800.0,1.5
所得稅費用（利益）合計,27355.0,0.6,20628.0,0.42,51049.0,0.89,58717.0,0.29
繼續營業單位本期淨利（淨損）,96288.0,2.12,90422.0,1.84,140372.0,2.44,241083.0,1.21
本期淨利（淨損）,96288.0,2.12,90422.0,1.84,140372.0,2.44,241083.0,1.21
其他綜合損益(淨額),,,,,,,,
國外營運機構財務報表換算之兌換差額,137346.0,3.02,-49950.0,-1.02,50043.0,0.87,113133.0,0.57
與可能重分類之項目相關之所得稅,2125.0,0.05,-1051.0,-0.02,577.0,0.01,113133.0,0.57
後續可能重分類至損益之項目：,135221.0,2.97,-48899.0,-1.0,49466.0,0.86,81520.0,0.41
其他綜合損益（淨額）,135221.0,2.97,-48899.0,-1.0,49466.0,0.86,828.0,0.0
本期綜合損益總額,231509.0,5.09,41523.0,0.85,189838.0,3.3,80692.0,0.4
淨利（損）歸屬於：,,,,,,,193825.0,0.97
母公司業主（淨利∕損）,96151.0,2.11,90243.0,1.84,140128.0,2.44,434908.0,2.18
非控制權益（淨利∕損）,137.0,0.0,179.0,0.0,244.0,0.0,,
母公司業主（綜合損益）,231260.0,5.08,41399.0,0.84,189563.0,3.3,240283.0,1.2
非控制權益（綜合損益）,249.0,0.01,124.0,0.0,275.0,0.0,800.0,0.0
基本每股盈餘,,,,,,,433983.0,2.17
繼續營業單位淨利（淨損）,0.19,,0.18,,0.28,,925.0,0.0
基本每股盈餘,0.19,,0.18,,0.28,,,
稀釋每股盈餘,,,,,,,0.47,
繼續營業單位淨利（淨損）,0.19,,0.18,,0.28,,0.47,
稀釋每股盈餘,0.19,,0.18,,0.28,,,
