會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,5680402.0,9690175.0,11766883.0,12283685.0
本期稅前淨利（淨損）,5680402.0,9690175.0,11766883.0,12283685.0
折舊費用,355812.0,715248.0,1060827.0,1402814.0
攤銷費用,42.0,85.0,247.0,439.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,62002.0,20967.0,42242.0,46381.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,281120.0,86737.0,681542.0,50058.0
利息費用,3426.0,17650.0,34677.0,38238.0
利息收入,-17585.0,-41847.0,-74189.0,-145683.0
處分及報廢不動產、廠房及設備損失（利益）,213.0,1222.0,413.0,552.0
收益費損項目合計,685030.0,800062.0,1745759.0,1392799.0
強制透過損益按公允價值衡量之金融資產（增加）減少,-30741.0,-129842.0,-130720.0,-97029.0
應收票據（增加）減少,-102755.0,-126330.0,-30049.0,-86368.0
應收帳款（增加）減少,-2098857.0,2148442.0,10583909.0,10713349.0
其他應收款（增加）減少,-65484.0,17803.0,134658.0,-215.0
存貨（增加）減少,-8639989.0,-507655.0,7276780.0,8644507.0
預付款項（增加）減少,-423604.0,-273515.0,-270483.0,-93405.0
其他營業資產（增加）減少,-81746.0,-17497.0,-31729.0,-36736.0
與營業活動相關之資產之淨變動合計,-11443176.0,1111406.0,17532366.0,19044103.0
合約負債增加（減少）,-687294.0,-15857445.0,-16495274.0,841490.0
應付帳款增加（減少）,763418.0,621940.0,-1391402.0,-9260537.0
其他應付款增加（減少）,1089897.0,-1163534.0,-2090165.0,-1972776.0
負債準備增加（減少）,87976.0,185934.0,-302691.0,-1195978.0
其他流動負債增加（減少）,-1801.0,-3668.0,-5557.0,-586063.0
淨確定福利負債增加(減少),-87161.0,-57107.0,-87161.0,-7438.0
其他營業負債增加（減少）,1165035.0,-16273880.0,-20372250.0,-56718.0
與營業活動相關之負債之淨變動合計,-10278141.0,-15162474.0,-2839884.0,-12238020.0
與營業活動相關之資產及負債之淨變動合計,-9593111.0,-14362412.0,-1094125.0,6806083.0
調整項目合計,-3912709.0,-4672237.0,10672758.0,8198882.0
營運產生之現金流入（流出）,16333.0,43208.0,78039.0,20482567.0
收取之利息,-4648.0,-13206.0,-36222.0,140624.0
支付之利息,-278194.0,-2900913.0,-4918088.0,-39627.0
退還（支付）之所得稅,-4179218.0,-7543148.0,5796487.0,-4944268.0
營業活動之淨現金流入（流出）,,,,15639296.0
投資活動之現金流量,-4019683.0,-3234650.0,-71572.0,
取得按攤銷後成本衡量之金融資產,-124655.0,-291561.0,-529151.0,-52875.0
處分按攤銷後成本衡量之金融資產,352.0,206.0,1168.0,0.0
取得不動產、廠房及設備,-6311.0,24638.0,0.0,-821223.0
處分不動產、廠房及設備,-4150297.0,0.0,33891.0,1203.0
存出保證金增加,,-3501367.0,-86.0,0.0
存出保證金減少,-2000000.0,,-565750.0,31068.0
取得投資性不動產,0.0,1596120.0,,-512.0
投資活動之淨現金流入（流出）,2053.0,0.0,-2000000.0,-842339.0
籌資活動之現金流量,-73601.0,0.0,0.0,
短期借款減少,562.0,27156.0,35976.0,-2000000.0
償還長期借款,-2070986.0,-146459.0,-220351.0,0.0
存入保證金增加,233609.0,562.0,-8870990.0,0.0
存入保證金減少,-10166892.0,1477379.0,562.0,30576.0
租賃本金償還,23654801.0,153957.0,-11054803.0,-295601.0
發放現金股利,13487909.0,-9413179.0,211277.0,-8870438.0
籌資活動之淨現金流入（流出）,13487909.0,23654801.0,-5612789.0,-11135463.0
