民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,2531422.0,7047876.0,,,,
本期稅前淨利（淨損）,2531422.0,7047876.0,,,,
折舊費用,4131165.0,4363135.0,,,,
攤銷費用,833484.0,795390.0,,,,
呆帳費用提列（轉列收入）數,-126.0,3197.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-6095.0,26.0,,,,
利息費用,565390.0,645999.0,,,,
利息收入,-101632.0,-113537.0,,,,
股利收入,0.0,0.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-282616.0,-2520514.0,,,,
處分及報廢不動產、廠房及設備損失（利益）,1574.0,-178290.0,,,,
處分投資損失（利益）,-62914.0,-2604587.0,,,,
非金融資產減損損失,0.0,0.0,,,,
收益費損項目合計,5078230.0,390819.0,,,,
持有供交易之金融資產（增加）減少,0.0,-400000.0,,,,
應收票據（增加）減少,1217925.0,2855669.0,,,,
應收票據－關係人（增加）減少,-592.0,2454.0,,,,
應收帳款（增加）減少,1702275.0,-853286.0,,,,
應收帳款－關係人（增加）減少,-256702.0,1546724.0,,,,
其他應收款（增加）減少,-405578.0,-2986902.0,,,,
存貨（增加）減少,9771239.0,-1996041.0,,,,
其他流動資產（增加）減少,608552.0,-3309477.0,,,,
其他營業資產（增加）減少,470011.0,50962.0,,,,
與營業活動相關之資產之淨變動合計,13107130.0,-5089897.0,,,,
持有供交易之金融負債增加（減少）,0.0,0.0,,,,
應付票據增加（減少）,61173.0,50407.0,,,,
應付票據－關係人增加（減少）,0.0,0.0,,,,
應付帳款增加（減少）,1651232.0,1571995.0,,,,
應付帳款－關係人增加（減少）,-770296.0,-3961874.0,,,,
其他應付款增加（減少）,-1471793.0,-1371872.0,,,,
其他流動負債增加（減少）,265208.0,-335214.0,,,,
淨確定福利負債增加(減少),-102744.0,-20302.0,,,,
與營業活動相關之負債之淨變動合計,-367220.0,-4066860.0,,,,
與營業活動相關之資產及負債之淨變動合計,12739910.0,-9156757.0,,,,
調整項目合計,17818140.0,-8765938.0,,,,
營運產生之現金流入（流出）,20349562.0,-1718062.0,,,,
收取之利息,106044.0,100334.0,,,,
收取之股利,0.0,0.0,,,,
支付之利息,-796221.0,-476021.0,,,,
退還（支付）之所得稅,0.0,-166.0,,,,
營業活動之淨現金流入（流出）,19659385.0,-2093915.0,,,,
投資活動之現金流量,,,,,,
取得備供出售金融資產,-4401.0,-896.0,,,,
處分備供出售金融資產,97671.0,0.0,,,,
取得以成本衡量之金融資產,-25000.0,0.0,,,,
處分以成本衡量之金融資產,0.0,0.0,,,,
取得採用權益法之投資,-600000.0,0.0,,,,
處分採用權益法之投資,0.0,3744168.0,,,,
預付投資款增加,0.0,0.0,,,,
處分子公司,0.0,0.0,,,,
取得不動產、廠房及設備,-4398539.0,-3133610.0,,,,
處分不動產、廠房及設備,35965.0,219814.0,,,,
其他應收款減少,-941616.0,-4659300.0,,,,
取得無形資產,0.0,-10.0,,,,
其他非流動資產增加,-455344.0,-570914.0,,,,
投資活動之淨現金流入（流出）,-6291264.0,-4400748.0,,,,
籌資活動之現金流量,,,,,,
短期借款增加,-149484.0,2716622.0,,,,
應付短期票券增加,350148.0,-99966.0,,,,
發行公司債,0.0,10000000.0,,,,
償還公司債,0.0,0.0,,,,
舉借長期借款,4482742.0,2684172.0,,,,
償還長期借款,-6609369.0,-6757759.0,,,,
存入保證金增加,30915.0,97951.0,,,,
其他應付款－關係人減少,-1331220.0,653325.0,,,,
其他非流動負債增加,184730.0,101229.0,,,,
發放現金股利,0.0,0.0,,,,
非控制權益變動,0.0,0.0,,,,
籌資活動之淨現金流入（流出）,-3041538.0,9395574.0,,,,
匯率變動對現金及約當現金之影響,-573433.0,321271.0,,,,
本期現金及約當現金增加（減少）數,9753150.0,3222182.0,,,,
期初現金及約當現金餘額,14335920.0,11459481.0,,,,
期末現金及約當現金餘額,24089070.0,14681663.0,,,,
資產負債表帳列之現金及約當現金,24089070.0,14681663.0,,,,
