會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,4742993.0,,5500106.0,100.0,5851037.0,100.0,20051241.0,100.0
營業成本合計,3481869.0,,4071811.0,74.03,4138711.0,70.73,14550795.0,72.57
營業毛利（毛損）,1261124.0,,1428295.0,25.97,1712326.0,29.27,5500446.0,27.43
營業毛利（毛損）淨額,1261124.0,,1428295.0,25.97,1712326.0,29.27,5500446.0,27.43
營業費用,,,,,,,,
推銷費用,1235638.0,,1452941.0,26.42,1549469.0,26.48,5505055.0,27.45
管理費用,268814.0,,322110.0,5.86,263590.0,4.51,1185793.0,5.91
研究發展費用,62092.0,,52475.0,0.95,48364.0,0.83,204652.0,1.02
營業費用合計,1566544.0,,1827526.0,33.23,1861423.0,31.81,6895500.0,34.39
營業利益（損失）,-305420.0,,-399231.0,-7.26,-149097.0,-2.55,-1395054.0,-6.96
營業外收入及支出,,,,,,,,
其他收入,27582.0,,33140.0,0.6,69622.0,1.19,131672.0,0.66
其他利益及損失淨額,-9856.0,,24643.0,0.45,-295613.0,-5.05,-289600.0,-1.44
財務成本淨額,76193.0,,82476.0,1.5,77448.0,1.32,292395.0,1.46
採用權益法認列之關聯企業及合資損益之份額淨額,1284.0,,-886.0,-0.02,6333.0,0.11,-52751.0,-0.26
營業外收入及支出合計,-57183.0,,-25579.0,-0.47,-297106.0,-5.08,-503074.0,-2.51
稅前淨利（淨損）,-362603.0,,-424810.0,-7.72,-446203.0,-7.63,-1898128.0,-9.47
所得稅費用（利益）合計,-45329.0,,-43124.0,-0.78,-76015.0,-1.3,-209136.0,-1.04
繼續營業單位本期淨利（淨損）,-317274.0,,-381686.0,-6.94,-370188.0,-6.33,-1688992.0,-8.42
停業單位損益,,,,,,,,
停業單位損益合計,-11978.0,,104961.0,1.91,-433831.0,-7.41,-504597.0,-2.52
本期淨利（淨損）,-329252.0,,-276725.0,-5.03,-804019.0,-13.74,-2193589.0,-10.94
後續可能重分類至損益之項目：,,,,,,,,
國外營運機構財務報表換算之兌換差額,-72042.0,,-39397.0,-0.72,95723.0,1.64,-48908.0,-0.24
備供出售金融資產未實現評價損益,6635.0,,-1559.0,-0.03,-900.0,-0.02,,
與可能重分類之項目相關之所得稅,4669.0,,1358.0,0.02,-2384.0,-0.04,-88378.0,-0.44
其他綜合損益（淨額）,-70076.0,,-42314.0,-0.77,97207.0,1.66,-3436.0,-0.02
本期綜合損益總額,-399328.0,,-319039.0,-5.8,-706812.0,-12.08,-5681.0,-0.03
母公司業主（淨利／損）,-293436.0,,-308397.0,-5.61,-581499.0,-9.94,-135041.0,-0.67
非控制權益（淨利／損）,-35816.0,,31672.0,0.58,-222520.0,-3.8,-2328630.0,-11.61
母公司業主（綜合損益）,-358480.0,,-347725.0,-6.32,-491113.0,-8.39,-1913684.0,-9.54
非控制權益（綜合損益）,-40848.0,,28686.0,0.52,-215699.0,-3.69,-279905.0,-1.4
基本每股盈餘,,,,,,,-2048681.0,-10.22
繼續營業單位淨利（淨損）,-0.57,,-0.72,,-0.71,,-279949.0,-1.4
停業單位淨利（淨損）,-0.01,,0.11,,-0.44,,,
基本每股盈餘,-0.58,,-0.61,,-1.15,,-3.26,
