會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,-39846.0,-66678.0,-94526.0,-74560.0
本期稅前淨利（淨損）,-39846.0,-66678.0,-94526.0,-74560.0
折舊費用,3770.0,7588.0,11395.0,15251.0
攤銷費用,53.0,106.0,159.0,214.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-22.0,433.0,-70.0,-92.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,763.0,2561.0,-492.0,-636.0
利息費用,46242.0,96493.0,146760.0,208564.0
利息收入,-22.0,-137.0,-187.0,-688.0
應付公司債匯率影響數,1958.0,3979.0,5968.0,8016.0
處分及報廢不動產、廠房及設備損失（利益）,52742.0,0.0,-2245.0,-3945.0
投資性不動產公允價值調整損失(利益),-2027.0,111023.0,161288.0,-50700.0
收益費損項目合計,21565.0,-5792.0,-1588.0,175984.0
應收票據（增加）減少,44928.0,24710.0,22939.0,-2645.0
應收帳款（增加）減少,-146849.0,44654.0,42993.0,33990.0
其他應收款（增加）減少,64.0,-698722.0,-1896470.0,22016.0
存貨（增加）減少,12899.0,-2907.0,-7242.0,-3737201.0
其他流動資產（增加）減少,-2180.0,-10149.0,-5740.0,-4084.0
其他金融資產（增加）減少,-71600.0,-3829.0,-8678.0,12805.0
取得合約之增額成本（增加）減少,25050.0,-652035.0,-1853786.0,-13908.0
其他營業資產（增加）減少,15720.0,24357.0,34335.0,-25.0
與營業活動相關之資產之淨變動合計,153.0,6466.0,-3769.0,-3689052.0
合約負債增加（減少）,0.0,-66.0,53267.0,60690.0
應付票據增加（減少）,-16881.0,-10105.0,-17311.0,1802.0
應付帳款增加（減少）,-1275.0,1862.0,9986.0,53008.0
應付帳款－關係人增加（減少）,47.0,613.0,-727.0,57178.0
其他應付款增加（減少）,22814.0,23127.0,75781.0,-33376.0
其他應付款－關係人增加（減少）,-48786.0,-628908.0,-1778005.0,19875.0
其他流動負債增加（減少）,3956.0,-517885.0,-1616717.0,-61.0
與營業活動相關之負債之淨變動合計,-35890.0,-584563.0,-1711243.0,159116.0
與營業活動相關之資產及負債之淨變動合計,22.0,137.0,187.0,-3529936.0
調整項目合計,-59265.0,-111887.0,-167466.0,-3353952.0
營運產生之現金流入（流出）,-110.0,-881.0,-1079.0,-3428512.0
收取之利息,-95243.0,-697194.0,-1879601.0,688.0
支付之利息,,,,-248484.0
退還（支付）之所得稅,-9800.0,-30000.0,-30000.0,-1408.0
營業活動之淨現金流入（流出）,-15159.0,-9800.0,31596.0,-3677716.0
投資活動之現金流量,0.0,0.0,-9800.0,
取得透過損益按公允價值衡量之金融資產,30.0,-2724.0,-2876.0,-30000.0
處分透過損益按公允價值衡量之金融資產,-24929.0,0.0,2711.0,31596.0
取得採用權益法之投資,,-46067.0,-44449.0,-9800.0
取得不動產、廠房及設備,171090.0,0.0,0.0,-4137.0
處分不動產、廠房及設備,-172479.0,145.0,-98.0,4411.0
其他金融資產增加,1964000.0,-88446.0,0.0,-70861.0
其他非流動資產增加,-1933459.0,,-52916.0,-916.0
投資活動之淨現金流入（流出）,-1138.0,1185770.0,,-79707.0
籌資活動之現金流量,0.0,-239515.0,2184189.0,
短期借款增加,-5.0,1964000.0,-293570.0,4652605.0
短期借款減少,28009.0,-1933459.0,0.0,-919219.0
發行公司債,-92163.0,835.0,1964000.0,0.0
舉借長期借款,267980.0,-2279.0,-1963099.0,1964000.0
償還長期借款,175817.0,0.0,-3429.0,-1963099.0
其他應付款－關係人增加,175817.0,-140580.0,1705.0,40000.0
