會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,536050.0,98.69,681875.0,99.1,559268.0,98.27,2410336.0,98.81
銷貨退回,2.0,0.0,651.0,0.09,4.0,0.0,9.0,0.0
銷貨折讓,430.0,0.08,459.0,0.07,893.0,0.16,5603.0,0.23
銷貨收入淨額,535618.0,98.61,680765.0,98.94,558371.0,98.12,2404724.0,98.58
加工收入淨額,7566.0,1.39,7305.0,1.06,10724.0,1.88,34728.0,1.42
勞務收入,7566.0,1.39,7305.0,1.06,10724.0,1.88,34728.0,1.42
營業收入合計,543184.0,100.0,688070.0,100.0,569095.0,100.0,2439452.0,100.0
銷貨成本,439375.0,80.89,527651.0,76.69,439488.0,77.23,1883014.0,77.19
營業成本合計,439375.0,80.89,527651.0,76.69,439488.0,77.23,1883014.0,77.19
營業毛利（毛損）,103809.0,19.11,160419.0,23.31,129607.0,22.77,556438.0,22.81
營業毛利（毛損）淨額,103809.0,19.11,160419.0,23.31,129607.0,22.77,556438.0,22.81
營業費用,,,,,,,,
推銷費用,40051.0,7.37,46516.0,6.76,44321.0,7.79,174262.0,7.14
管理費用,20806.0,3.83,25293.0,3.68,26194.0,4.6,93941.0,3.85
研究發展費用,1025.0,0.19,1184.0,0.17,1190.0,0.21,4539.0,0.19
預期信用減損損失（利益）,-9.0,0.0,426.0,0.06,264.0,0.05,621.0,0.03
營業費用合計,61873.0,11.39,73419.0,10.67,71969.0,12.65,273363.0,11.21
其他收益及費損淨額,,,,,,,,
其他收益,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
其他收益及費損淨額,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
營業利益（損失）,41936.0,7.72,87000.0,12.64,57638.0,10.13,283075.0,11.6
營業外收入及支出,,,,,,,,
利息收入,403.0,0.07,1537.0,0.22,4509.0,0.79,12810.0,0.53
其他收入,1338.0,0.25,1347.0,0.2,10529.0,1.85,14672.0,0.6
其他利益及損失淨額,34546.0,6.36,60544.0,8.8,79903.0,14.04,138624.0,5.68
財務成本淨額,6245.0,1.15,7571.0,1.1,8845.0,1.55,31254.0,1.28
營業外收入及支出合計,30042.0,5.53,0.0,0.0,0.0,0.0,0.0,0.0
稅前淨利（淨損）,71978.0,13.25,55857.0,8.12,86096.0,15.13,134852.0,5.53
所得稅費用（利益）合計,14002.0,2.58,142857.0,20.76,143734.0,25.26,417927.0,17.13
繼續營業單位本期淨利（淨損）,57976.0,10.67,28684.0,4.17,26888.0,4.72,81482.0,3.34
本期淨利（淨損）,57976.0,10.67,114173.0,16.59,116846.0,20.53,336445.0,13.79
其他綜合損益(淨額),,,114173.0,16.59,116846.0,20.53,336445.0,13.79
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,3747.0,0.69,,,,,,
不重分類至損益之項目：,3747.0,0.69,23278.0,3.38,5977.0,1.05,-194.0,-0.01
其他綜合損益（淨額）,3747.0,0.69,23278.0,3.38,5977.0,1.05,-8069.0,-0.33
本期綜合損益總額,61723.0,11.36,23278.0,3.38,5977.0,1.05,-39.0,0.0
淨利（損）歸屬於：,,,137451.0,19.98,122823.0,21.58,-8224.0,-0.34
母公司業主（淨利∕損）,57976.0,10.67,,,,,-8224.0,-0.34
母公司業主（綜合損益）,61723.0,11.36,114173.0,16.59,116846.0,20.53,328221.0,13.45
基本每股盈餘,,,137451.0,19.98,122823.0,21.58,,
繼續營業單位淨利（淨損）,0.35,,,,,,336445.0,13.79
基本每股盈餘,0.35,,0.69,,0.71,,328221.0,13.45
稀釋每股盈餘,,,0.69,,0.71,,,
繼續營業單位淨利（淨損）,0.35,,,,,,2.04,
稀釋每股盈餘,0.35,,0.69,,0.71,,2.04,
