會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,405178.0,713387.0,917423.0,1286793.0
本期稅前淨利（淨損）,405178.0,713387.0,917423.0,1286793.0
折舊費用,3685.0,7380.0,11098.0,15050.0
攤銷費用,457.0,891.0,1300.0,1462.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,818.0,1507.0,2864.0,-15199.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,20951.0,36454.0,25980.0,49487.0
利息費用,28869.0,61489.0,100399.0,141358.0
利息收入,-511.0,-1346.0,-1760.0,-6954.0
股利收入,-20956.0,-10745.0,-11495.0,-11495.0
採用權益法認列之關聯企業及合資損失（利益）之份額,0.0,-21132.0,-21287.0,-21339.0
處分及報廢不動產、廠房及設備損失（利益）,33313.0,74498.0,100000.0,0.0
其他項目,-35684.0,-44126.0,207099.0,100000.0
收益費損項目合計,-14263.0,-91421.0,-89036.0,252370.0
合約資產（增加）減少,32170.0,32170.0,24838.0,-173811.0
應收票據（增加）減少,259217.0,634843.0,32170.0,-63849.0
應收票據－關係人（增加）減少,-33198.0,-33198.0,486444.0,32170.0
應收帳款（增加）減少,16978.0,17731.0,-33198.0,190177.0
應收帳款－關係人（增加）減少,-249.0,-135.0,-93051.0,-66.0
其他應收款（增加）減少,-534649.0,-937129.0,-1472186.0,8083.0
其他應收款－關係人（增加）減少,-119358.0,-151982.0,-163633.0,-123.0
存貨（增加）減少,-1008.0,-3288.0,-6046.0,-2213030.0
其他流動資產（增加）減少,31848.0,-37589.0,-261427.0,-64196.0
取得合約之增額成本（增加）減少,-398196.0,-614124.0,-1575125.0,-6427.0
履行合約成本（增加）減少,60917.0,136793.0,474730.0,-581818.0
與營業活動相關之資產之淨變動合計,-37883.0,-42208.0,-22382.0,-2872890.0
合約負債增加（減少）,-241778.0,-213057.0,-51785.0,643389.0
應付票據增加（減少）,27.0,30.0,-9.0,-27724.0
應付票據－關係人增加（減少）,-210756.0,-106589.0,-104160.0,0.0
應付帳款增加（減少）,-1289.0,-2564.0,-2449.0,250739.0
應付帳款－關係人增加（減少）,-13821.0,-80552.0,-51819.0,37.0
其他應付款增加（減少）,-444583.0,-308147.0,242126.0,-80176.0
其他應付款－關係人增加（減少）,-842779.0,-922271.0,-1332999.0,-2749.0
其他流動負債增加（減少）,-809466.0,-847773.0,-1125900.0,-111533.0
與營業活動相關之負債之淨變動合計,-404288.0,-134386.0,-208477.0,671983.0
與營業活動相關之資產及負債之淨變動合計,-626.0,-356218.0,-601235.0,-2200907.0
調整項目合計,-404914.0,-490604.0,-809712.0,-1948537.0
營運產生之現金流入（流出）,,,,-661744.0
退還（支付）之所得稅,-31762.0,-31763.0,-31763.0,-602194.0
營業活動之淨現金流入（流出）,7876.0,7876.0,72361.0,-1263938.0
投資活動之現金流量,88430.0,0.0,-235379.0,
取得透過其他綜合損益按公允價值衡量之金融資產,0.0,107223.0,59207.0,-72065.0
處分透過其他綜合損益按公允價值衡量之金融資產,-275661.0,-277400.0,-279334.0,92844.0
取得按攤銷後成本衡量之金融資產,22592.0,22592.0,25913.0,-276516.0
處分按攤銷後成本衡量之金融資產,-20000.0,-20000.0,-75000.0,102207.0
取得透過損益按公允價值衡量之金融資產,0.0,0.0,0.0,-287800.0
處分透過損益按公允價值衡量之金融資產,-315.0,0.0,0.0,25913.0
取得採用權益法之投資,-24861.0,-1035.0,0.0,-75000.0
預付投資款增加,-259.0,-28907.0,-3615.0,0.0
對子公司之收購（扣除所取得之現金）,-8565.0,-260.0,-34028.0,0.0
採用權益法之被投資公司減資退回股款,511.0,-15701.0,-259.0,0.0
取得不動產、廠房及設備,-242014.0,-3428.0,-25093.0,-5986.0
處分不動產、廠房及設備,,1346.0,-5142.0,0.0
存出保證金增加,120000.0,9245.0,1760.0,-37187.0
存出保證金減少,668615.0,-230212.0,11495.0,0.0
取得無形資產,0.0,,-518877.0,-259.0
取得投資性不動產,-22911.0,-414600.0,,-75513.0
其他非流動資產減少,-75015.0,149265.0,-532200.0,12822.0
收取之利息,0.0,1587290.0,149265.0,6954.0
收取之股利,690689.0,0.0,0.0,11495.0
其他投資活動,43761.0,0.0,3392415.0,0.0
投資活動之淨現金流入（流出）,2839268.0,-4681.0,0.0,-578091.0
籌資活動之現金流量,2883029.0,-146352.0,0.0,
短期借款增加,2883029.0,10000.0,-22505.0,0.0
