會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,11302.0,30070.0,80859.0,103304.0
停業單位稅前淨利（淨損）,0.0,0.0,0.0,0.0
本期稅前淨利（淨損）,11302.0,30070.0,80859.0,103304.0
折舊費用,20560.0,37977.0,48918.0,59515.0
攤銷費用,0.0,0.0,0.0,0.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-8251.0,-1671.0,-1181.0,-1231.0
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,4712.0,-9924.0,-11380.0,-14234.0
利息費用,-255.0,6377.0,8770.0,11349.0
利息收入,370.0,-817.0,-1248.0,-2215.0
股份基礎給付酬勞成本,947.0,-1469.0,-1753.0,-1117.0
採用權益法認列之關聯企業及合資損失（利益）之份額,-1111.0,-510.0,-1332.0,2155.0
處分及報廢不動產、廠房及設備損失（利益）,0.0,25093.0,26152.0,30844.0
處分待出售非流動資產損失（利益）,16972.0,-59710.0,-37774.0,-37774.0
處分投資損失（利益）,17771.0,1875.0,-59710.0,-59710.0
非金融資產減損損失,-17984.0,-43.0,13224.0,10120.0
其他項目,-1137.0,-2822.0,0.0,0.0
收益費損項目合計,-24966.0,1673.0,-17314.0,-2298.0
應收票據（增加）減少,-5318.0,-1645.0,-217.0,8328.0
應收帳款（增加）減少,-31634.0,-10781.0,12749.0,-3679.0
其他應收款（增加）減少,24372.0,-39214.0,27326.0,35040.0
存貨（增加）減少,-6944.0,-6865.0,-41027.0,-50730.0
其他流動資產（增加）減少,7890.0,-56832.0,-14116.0,-8615.0
與營業活動相關之資產之淨變動合計,-1084.0,37440.0,-15285.0,-19656.0
應付票據增加（減少）,24234.0,3169.0,0.0,0.0
應付帳款增加（減少）,-7400.0,-3319.0,20544.0,16406.0
其他應付款增加（減少）,9572.0,-2089.0,-11023.0,-4173.0
其他流動負債增加（減少）,20874.0,35201.0,-790.0,-8878.0
淨確定福利負債增加(減少),255.0,-21631.0,-3048.0,-4240.0
與營業活動相關之負債之淨變動合計,-4712.0,-24453.0,5683.0,-885.0
與營業活動相關之資產及負債之淨變動合計,24.0,5617.0,-9602.0,-20541.0
調整項目合計,16441.0,817.0,-26916.0,-22839.0
營運產生之現金流入（流出）,,-6377.0,53943.0,80465.0
收取之利息,-10619.0,-285.0,1248.0,2215.0
支付之利息,466.0,-228.0,-8770.0,-11349.0
退還（支付）之所得稅,-2058.0,,-453.0,-154.0
營業活動之淨現金流入（流出）,1676.0,73977.0,45968.0,71177.0
投資活動之現金流量,0.0,-10619.0,,
取得透過其他綜合損益按公允價值衡量之金融資產,11765.0,42879.0,73977.0,-434511.0
處分透過其他綜合損益按公允價值衡量之金融資產,18752.0,276550.0,-10619.0,73977.0
取得透過損益按公允價值衡量之金融資產,-42237.0,-5205.0,42879.0,-10619.0
處分透過損益按公允價值衡量之金融資產,-22255.0,47020.0,276438.0,90037.0
處分採用權益法之投資,,0.0,-436200.0,276438.0
取得不動產、廠房及設備,-216762.0,19391.0,47020.0,-463332.0
處分不動產、廠房及設備,230000.0,-47753.0,0.0,44858.0
其他應收款增加,-155526.0,396240.0,0.0,0.0
其他應收款－關係人增加,0.0,,9543.0,0.0
其他金融資產增加,-11765.0,-297534.0,-43797.0,0.0
其他金融資產減少,0.0,230000.0,-40759.0,18863.0
其他非流動資產增加,90120.0,-753080.0,,-34.0
投資活動之淨現金流入（流出）,-63933.0,0.0,-251989.0,-404323.0
籌資活動之現金流量,2640.0,-11819.0,230000.0,
短期借款減少,-67107.0,0.0,-755138.0,-308832.0
舉借長期借款,253608.0,950880.0,0.0,230000.0
償還長期借款,186501.0,8302.0,-11598.0,-757220.0
其他借款增加,186031.0,126749.0,0.0,0.0
其他應付款－關係人增加,470.0,-2288.0,959183.0,0.0
