民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季,民國104年第1季
單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元,單位：新台幣仟元
會計項目,104年01月01日至104年03月31日,103年01月01日至103年03月31日,Unnamed: 3_level_2,Unnamed: 4_level_2,Unnamed: 5_level_2,Unnamed: 6_level_2
Unnamed: 0_level_3,金額,金額,Unnamed: 3_level_3,Unnamed: 4_level_3,Unnamed: 5_level_3,Unnamed: 6_level_3
營業活動之現金流量－間接法,,,,,,
繼續營業單位稅前淨利（淨損）,141255.0,127286.0,,,,
本期稅前淨利（淨損）,141255.0,127286.0,,,,
折舊費用,23591.0,22107.0,,,,
攤銷費用,207.0,208.0,,,,
透過損益按公允價值衡量金融資產及負債之淨損失（利益）,-12904.0,13646.0,,,,
利息費用,61.0,12.0,,,,
利息收入,-1615.0,-3291.0,,,,
採用權益法認列之關聯企業及合資損失（利益）之份額,-7014.0,-9420.0,,,,
非金融資產減損損失,457.0,2596.0,,,,
未實現外幣兌換損失（利益）,-593.0,-1558.0,,,,
收益費損項目合計,2190.0,24300.0,,,,
持有供交易之金融資產（增加）減少,-2229.0,-134948.0,,,,
應收票據（增加）減少,-78.0,-567.0,,,,
應收帳款（增加）減少,-32139.0,-5788.0,,,,
應收帳款－關係人（增加）減少,-25363.0,41161.0,,,,
其他應收款（增加）減少,26610.0,29.0,,,,
其他應收款－關係人（增加）減少,29227.0,-40984.0,,,,
存貨（增加）減少,144852.0,-152108.0,,,,
預付款項（增加）減少,13305.0,-7369.0,,,,
與營業活動相關之資產之淨變動合計,154185.0,-300574.0,,,,
應付帳款增加（減少）,-31538.0,-95520.0,,,,
應付帳款－關係人增加（減少）,8163.0,-1063.0,,,,
其他應付款增加（減少）,-104147.0,57039.0,,,,
其他應付款－關係人增加（減少）,-50643.0,153278.0,,,,
其他流動負債增加（減少）,2640.0,9900.0,,,,
淨確定福利負債增加(減少),-2355.0,-2296.0,,,,
與營業活動相關之負債之淨變動合計,-177880.0,121338.0,,,,
與營業活動相關之資產及負債之淨變動合計,-23695.0,-179236.0,,,,
調整項目合計,-21505.0,-154936.0,,,,
營運產生之現金流入（流出）,119750.0,-27650.0,,,,
收取之利息,1778.0,3226.0,,,,
支付之利息,-49.0,0.0,,,,
退還（支付）之所得稅,-433.0,-540.0,,,,
營業活動之淨現金流入（流出）,121046.0,-24964.0,,,,
投資活動之現金流量,,,,,,
取得無活絡市場之債務工具投資,-32799.0,0.0,,,,
處分無活絡市場之債務工具投資,0.0,49895.0,,,,
取得不動產、廠房及設備,-492693.0,-136925.0,,,,
存出保證金增加,0.0,-46.0,,,,
存出保證金減少,381.0,0.0,,,,
投資活動之淨現金流入（流出）,-525111.0,-87076.0,,,,
籌資活動之現金流量,,,,,,
其他非流動負債增加,-12.0,42.0,,,,
發放現金股利,0.0,0.0,,,,
籌資活動之淨現金流入（流出）,-12.0,42.0,,,,
匯率變動對現金及約當現金之影響,-1905.0,3121.0,,,,
本期現金及約當現金增加（減少）數,-405982.0,-108877.0,,,,
期初現金及約當現金餘額,914090.0,1167110.0,,,,
期末現金及約當現金餘額,508108.0,1058233.0,,,,
資產負債表帳列之現金及約當現金,508108.0,1058233.0,,,,
