會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
營業收入合計,2052580.0,100.0,2722473.0,100.0,2491870.0,100.0,10391231.0,100.0
營業成本合計,417896.0,20.36,437543.0,16.07,500840.0,20.1,1909186.0,18.37
營業毛利（毛損）,1634684.0,79.64,2284930.0,83.93,1991030.0,79.9,8482045.0,81.63
未實現銷貨（損）益,195.0,0.01,-236.0,-0.01,932.0,0.04,-1096.0,-0.01
營業毛利（毛損）淨額,1634489.0,79.63,2285166.0,83.94,1990098.0,79.86,8480949.0,81.62
營業費用,,,,,,,,
推銷費用,1028952.0,50.13,1390615.0,51.08,1098296.0,44.08,4999836.0,48.12
管理費用,121748.0,5.93,153668.0,5.64,175563.0,7.05,639492.0,6.15
研究發展費用,61993.0,3.02,72441.0,2.66,77258.0,3.1,289884.0,2.79
營業費用合計,1212693.0,59.08,1616724.0,59.38,1351117.0,54.22,5929212.0,57.06
營業利益（損失）,421796.0,20.55,668442.0,24.55,638981.0,25.64,2551737.0,24.56
營業外收入及支出,,,,,,,,
利息收入,2382.0,0.12,4216.0,0.15,4593.0,0.18,19923.0,0.19
其他收入,19861.0,0.97,20264.0,0.74,23031.0,0.92,95863.0,0.92
其他利益及損失淨額,1859.0,0.09,5357.0,0.2,3902.0,0.16,11900.0,0.11
財務成本淨額,593.0,0.03,614.0,0.02,627.0,0.03,2367.0,0.02
採用權益法認列之關聯企業及合資損益之份額淨額,2543.0,0.12,3843.0,0.14,2230.0,0.09,10822.0,0.1
營業外收入及支出合計,26052.0,1.27,33066.0,1.21,33129.0,1.33,136141.0,1.31
稅前淨利（淨損）,447848.0,21.82,701508.0,25.77,672110.0,26.97,2687878.0,25.87
所得稅費用（利益）合計,86318.0,4.21,132231.0,4.86,129304.0,5.19,518191.0,4.99
繼續營業單位本期淨利（淨損）,361530.0,17.61,569277.0,20.91,542806.0,21.78,2169687.0,20.88
本期淨利（淨損）,361530.0,17.61,569277.0,20.91,542806.0,21.78,2169687.0,20.88
其他綜合損益(淨額),,,,,,,,
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,-1074.0,-0.05,-569.0,-0.02,-1171.0,-0.05,3092.0,0.03
不重分類至損益之項目：,-1074.0,-0.05,-569.0,-0.02,-1171.0,-0.05,2954.0,0.03
國外營運機構財務報表換算之兌換差額,41268.0,2.01,-16287.0,-0.6,8402.0,0.34,619.0,0.01
採用權益法認列之關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,552.0,0.03,-222.0,-0.01,248.0,0.01,5427.0,0.05
後續可能重分類至損益之項目：,41820.0,2.04,-16509.0,-0.61,8650.0,0.35,17347.0,0.17
其他綜合損益（淨額）,40746.0,1.99,-17078.0,-0.63,7479.0,0.3,1071.0,0.01
本期綜合損益總額,402276.0,19.6,552199.0,20.28,550285.0,22.08,18418.0,0.18
淨利（損）歸屬於：,,,,,,,23845.0,0.23
母公司業主（淨利∕損）,235730.0,11.48,384988.0,14.14,364848.0,14.64,2193532.0,21.11
非控制權益（淨利∕損）,125800.0,6.13,184289.0,6.77,177958.0,7.14,,
母公司業主（綜合損益）,276476.0,13.47,367910.0,13.51,372328.0,14.94,1457112.0,14.02
非控制權益（綜合損益）,125800.0,6.13,184289.0,6.77,177957.0,7.14,712575.0,6.86
基本每股盈餘,,,,,,,1480575.0,14.25
基本每股盈餘,1.59,,2.6,,2.46,,712957.0,6.86
稀釋每股盈餘,,,,,,,,
稀釋每股盈餘,1.58,,2.59,,2.45,,9.84,
