會計項目,Q1金額,Q1百分比(%),Q2金額,Q2百分比(%),Q3金額,Q3百分比(%),Q4金額,Q4百分比(%)
銷貨收入,237685.0,100.17,202368.0,100.14,183403.0,100.33,812550.0,100.22
銷貨退回,363.0,0.15,266.0,0.13,588.0,0.32,1692.0,0.21
銷貨折讓,45.0,0.02,14.0,0.01,9.0,0.0,119.0,0.01
銷貨收入淨額,237277.0,100.0,202088.0,100.0,182806.0,100.0,810739.0,99.99
營業收入合計,237277.0,100.0,202088.0,100.0,182806.0,100.0,64.0,0.01
銷貨成本,217670.0,91.74,184231.0,91.16,173261.0,94.78,64.0,0.01
營業成本合計,217670.0,91.74,184231.0,91.16,173261.0,94.78,810803.0,100.0
營業毛利（毛損）,19607.0,8.26,17857.0,8.84,9545.0,5.22,759243.0,93.64
營業毛利（毛損）淨額,19607.0,8.26,17857.0,8.84,9545.0,5.22,759243.0,93.64
營業費用,,,,,,,51560.0,6.36
推銷費用,4927.0,2.08,4981.0,2.46,3991.0,2.18,51560.0,6.36
管理費用,12682.0,5.34,12361.0,6.12,12394.0,6.78,,
營業費用合計,17609.0,7.42,17342.0,8.58,16385.0,8.96,18463.0,2.28
營業利益（損失）,1998.0,0.84,515.0,0.25,-6840.0,-3.74,48174.0,5.94
營業外收入及支出,,,,,,,66637.0,8.22
利息收入,15.0,0.01,14.0,0.01,15.0,0.01,-15077.0,-1.86
其他收入,1901.0,0.8,1497.0,0.74,2938.0,1.61,,
其他利益及損失淨額,-1729.0,-0.73,-2484.0,-1.23,379.0,0.21,132.0,0.02
財務成本淨額,882.0,0.37,587.0,0.29,1087.0,0.59,7564.0,0.93
採用權益法認列之關聯企業及合資損益之份額淨額,-101.0,-0.04,-61.0,-0.03,-62.0,-0.03,-3160.0,-0.39
營業外收入及支出合計,-796.0,-0.34,-1621.0,-0.8,2183.0,1.19,3663.0,0.45
稅前淨利（淨損）,1202.0,0.51,-1106.0,-0.55,-4657.0,-2.55,-286.0,-0.04
所得稅費用（利益）合計,261.0,0.11,61.0,0.03,-347.0,-0.19,587.0,0.07
繼續營業單位本期淨利（淨損）,941.0,0.4,-1167.0,-0.58,-4310.0,-2.36,-14490.0,-1.79
本期淨利（淨損）,941.0,0.4,-1167.0,-0.58,-4310.0,-2.36,-1792.0,-0.22
其他綜合損益(淨額),,,,,,,-12698.0,-1.57
透過其他綜合損益按公允價值衡量之權益工具投資未實現評價損益,781.0,0.33,5993.0,2.97,-4962.0,-2.71,-12698.0,-1.57
不重分類至損益之項目：,781.0,0.33,5993.0,2.97,-4962.0,-2.71,,
其他綜合損益（淨額）,781.0,0.33,5993.0,2.97,-4962.0,-2.71,774.0,0.1
本期綜合損益總額,1722.0,0.73,4826.0,2.39,-9272.0,-5.07,9236.0,1.14
基本每股盈餘,,,,,,,155.0,0.02
繼續營業單位淨利（淨損）,0.01,,-0.01,,-0.05,,9855.0,1.22
基本每股盈餘,0.01,,-0.01,,-0.05,,9855.0,1.22
稀釋每股盈餘,,,,,,,-2843.0,-0.35
繼續營業單位淨利（淨損）,0.01,,-0.01,,-0.05,,,
稀釋每股盈餘,0.01,,-0.01,,-0.05,,-0.16,
