會計項目,Q1金額,Q2金額,Q3金額,Q4金額
營業活動之現金流量－間接法,,,,
繼續營業單位稅前淨利（淨損）,599352.0,1203182.0,1786354.0,2247195.0
本期稅前淨利（淨損）,599352.0,1203182.0,1786354.0,2247195.0
折舊費用,95824.0,192022.0,288813.0,390600.0
攤銷費用,1598.0,3190.0,5226.0,7310.0
預期信用減損損失（利益）數∕呆帳費用提列（轉列收入）數,-301.0,90.0,-2470.0,-3501.0
利息費用,601.0,1197.0,2121.0,3307.0
利息收入,-114.0,-286.0,-450.0,-1416.0
股利收入,-15845.0,-39777.0,-10570.0,-10570.0
採用權益法認列之關聯企業及合資損失（利益）之份額,55.0,56.0,-81230.0,-94632.0
處分及報廢不動產、廠房及設備損失（利益）,-237.0,476.0,-39.0,-1426.0
不動產、廠房及設備轉列費用數,81581.0,-474.0,482.0,882.0
其他項目,-13784.0,156494.0,-712.0,-950.0
收益費損項目合計,88720.0,1394.0,201171.0,289604.0
應收票據（增加）減少,-17397.0,31386.0,1863.0,-7347.0
應收帳款（增加）減少,-271508.0,14923.0,159683.0,306708.0
其他應收款（增加）減少,41280.0,-399138.0,-4389.0,-7339.0
存貨（增加）減少,-172689.0,21203.0,-170644.0,-410416.0
預付款項（增加）減少,-18284.0,-330232.0,57771.0,67286.0
與營業活動相關之資產之淨變動合計,4121.0,-12339.0,44284.0,-51108.0
合約負債增加（減少）,30951.0,998.0,-15592.0,-8183.0
應付票據增加（減少）,-39207.0,-51297.0,-2248.0,7021.0
應付帳款增加（減少）,-10321.0,103014.0,-314982.0,-80478.0
其他應付款增加（減少）,-6201.0,-8025.0,96057.0,191585.0
負債準備增加（減少）,-38941.0,-6786.0,-6263.0,26003.0
淨確定福利負債增加(減少),-211630.0,25565.0,-7362.0,-7934.0
與營業活動相關之負債之淨變動合計,-130049.0,-304667.0,-250390.0,128014.0
與營業活動相關之資產及負債之淨變動合計,469303.0,-148173.0,-206106.0,76906.0
調整項目合計,114.0,1055009.0,-4935.0,366510.0
營運產生之現金流入（流出）,0.0,286.0,1781419.0,2613705.0
收取之利息,-655.0,0.0,450.0,1416.0
收取之股利,-134.0,-1215.0,10570.0,27303.0
支付之利息,468628.0,-333848.0,-2135.0,-2951.0
退還（支付）之所得稅,,720232.0,-366532.0,-367423.0
營業活動之淨現金流入（流出）,-676502.0,,1423772.0,2272050.0
投資活動之現金流量,-122.0,-1318921.0,,
取得不動產、廠房及設備,-2390.0,0.0,-1885082.0,-2543684.0
處分不動產、廠房及設備,0.0,-176.0,94.0,1563.0
存出保證金減少,-679014.0,0.0,-349.0,83.0
取得無形資產,,-3997.0,0.0,-7724.0
其他金融資產增加,-132000.0,0.0,-6967.0,0.0
其他金融資產減少,582682.0,-1323094.0,0.0,3739.0
投資活動之淨現金流入（流出）,-301800.0,,3000.0,-2546023.0
籌資活動之現金流量,-1544.0,418000.0,-1889304.0,
短期借款增加,-1235.0,0.0,,0.0
短期借款減少,146103.0,797376.0,61000.0,-262000.0
舉借長期借款,1396.0,-643600.0,3525772.0,6092772.0
償還長期借款,-62887.0,37.0,-2397400.0,-4795978.0
存入保證金增加,302034.0,-2044.0,36.0,46.0
租賃本金償還,239147.0,569769.0,-2854.0,-3667.0
發放現金股利,239147.0,17295.0,-600000.0,-600000.0
